seed,n,lambda,events,joint_entries,factored_entries,storage_ratio,oracle_utility,source_scheme,environment_index,evidence_stream,driver_reject_penalty,tracker,utility,max_tv,update_wallclock_s,wallclock,mean_update_us,p95_update_us,peak_mem_bytes,peak_mem,belief_entries,snapshots,assignments,served,driver_rejects,passenger_rejects,sampling_rng_seed
8,3,0.5,54,4096,48,85.33333333333333,-60.55,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-64.76,1.0171984782259003e-15,0.0004677,0.0004677,8.661111111111111,17.979999999999993,384,384,48,35,53,10,41,2,140508
8,3,0.5,54,4096,48,85.33333333333333,-60.55,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-77.42,1.0171984782259003e-15,0.0018719,0.0018719,34.66481481481482,60.224999999999994,32768,32768,4096,35,53,7,45,1,250508
9,3,0.5,55,4096,48,85.33333333333333,-52.76,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-56.45,2.4702462297909733e-15,0.0005281,0.0005281,9.60181818181818,19.859999999999996,384,384,48,34,54,11,39,4,140509
9,3,0.5,55,4096,48,85.33333333333333,-52.76,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-66.94,2.4702462297909733e-15,0.0019576,0.0019576,35.592727272727274,70.64,32768,32768,4096,34,54,9,41,4,250509
0,3,1.0,59,4096,48,85.33333333333333,-47.239999999999995,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-66.52000000000001,9.545315926562381e-16,0.0004094,0.0004094,6.938983050847457,9.499999999999982,384,384,48,44,58,11,41,6,141000
0,3,1.0,59,4096,48,85.33333333333333,-47.239999999999995,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-69.13,9.545315926562381e-16,0.001665,0.001665,28.220338983050844,37.75999999999999,32768,32768,4096,44,58,10,42,6,251000
1,3,1.0,59,4096,48,85.33333333333333,-24.23,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-43.03999999999999,5.273572188268988e-16,0.0003921,0.0003921,6.645762711864406,10.039999999999992,384,384,48,39,58,18,31,9,141001
1,3,1.0,59,4096,48,85.33333333333333,-24.23,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-43.86,5.273572188268988e-16,0.0016576,0.0016576,28.094915254237286,45.21999999999995,32768,32768,4096,39,58,17,32,9,251001
2,3,1.0,42,4096,48,85.33333333333333,17.489999999999995,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-8.530000000000001,1.4710455076283324e-15,0.0002851,0.0002851,6.788095238095239,8.359999999999998,384,384,48,28,43,18,19,6,141002
2,3,1.0,42,4096,48,85.33333333333333,17.489999999999995,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-7.790000000000001,1.4710455076283324e-15,0.0010907,0.0010907,25.969047619047615,33.08,32768,32768,4096,28,43,18,19,6,251002
3,3,1.0,52,4096,48,85.33333333333333,-62.06999999999999,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-62.06999999999999,1.3877787807814457e-15,0.0007554,0.0007554,14.526923076923076,25.824999999999946,384,384,48,38,53,10,36,7,141003
3,3,1.0,52,4096,48,85.33333333333333,-62.06999999999999,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-64.82,1.3877787807814457e-15,0.0024331,0.0024331,46.79038461538461,61.71999999999999,32768,32768,4096,38,53,8,36,9,251003
4,3,1.0,61,4096,48,85.33333333333333,-44.41,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-61.57,1.0007764284408917e-15,0.0005799,0.0005799,9.50655737704918,19.8,384,384,48,40,63,16,41,6,141004
4,3,1.0,61,4096,48,85.33333333333333,-44.41,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-64.25,1.0007764284408917e-15,0.0020104,0.0020104,32.95737704918032,65.9,32768,32768,4096,40,63,16,39,8,251004
5,3,1.0,52,4096,48,85.33333333333333,-77.85000000000001,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-77.85000000000001,1.0690233420707074e-15,0.0004076,0.0004076,7.838461538461538,11.745,384,384,48,35,52,5,40,7,141005
5,3,1.0,52,4096,48,85.33333333333333,-77.85000000000001,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-77.85000000000001,1.0690233420707074e-15,0.0016242,0.0016242,31.234615384615385,48.784999999999975,32768,32768,4096,35,52,5,40,7,251005
6,3,1.0,44,4096,48,85.33333333333333,-25.509999999999998,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-28.51,1.1934897514720433e-15,0.0003064,0.0003064,6.963636363636365,10.07,384,384,48,29,44,13,23,8,141006
6,3,1.0,44,4096,48,85.33333333333333,-25.509999999999998,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-40.39,1.1934897514720433e-15,0.0012971,0.0012971,29.47954545454546,42.83000000000001,32768,32768,4096,29,44,10,27,7,251006
7,3,1.0,64,4096,48,85.33333333333333,-79.51,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-84.78,1.7486012637846216e-15,0.0004742,0.0004742,7.409375,11.44499999999999,384,384,48,36,65,8,48,9,141007
7,3,1.0,64,4096,48,85.33333333333333,-79.51,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-83.42,1.7486012637846216e-15,0.0018468,0.0018468,28.856250000000003,43.434999999999995,32768,32768,4096,36,65,9,47,9,251007
8,3,1.0,54,4096,48,85.33333333333333,-60.55,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-58.480000000000004,1.0171984782259003e-15,0.0004502,0.0004502,8.337037037037037,18.64999999999997,384,384,48,35,53,12,40,1,141008
8,3,1.0,54,4096,48,85.33333333333333,-60.55,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-63.260000000000005,1.0171984782259003e-15,0.0016437,0.0016437,30.438888888888886,49.77,32768,32768,4096,35,53,10,40,3,251008
9,3,1.0,55,4096,48,85.33333333333333,-72.62,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-80.15,2.4702462297909733e-15,0.0005145,0.0005145,9.354545454545455,17.9,384,384,48,34,54,5,43,6,141009
9,3,1.0,55,4096,48,85.33333333333333,-72.62,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-72.62,2.4702462297909733e-15,0.001839,0.001839,33.43636363636364,52.06999999999999,32768,32768,4096,34,54,7,41,6,251009
0,4,0.0,58,65536,64,1024.0,11.289999999999996,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,factored,1.6899999999999944,1.5154544286133387e-14,0.0005793,0.0005793,9.98793103448276,12.334999999999997,512,512,64,35,57,23,19,15,150000
0,4,0.0,58,65536,64,1024.0,11.289999999999996,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,joint,4.459999999999992,1.5154544286133387e-14,0.030776,0.030776,530.6206896551724,660.79,524288,524288,65536,35,57,23,18,16,260000
1,4,0.0,63,65536,64,1024.0,-4.920000000000001,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-6.3,5.578870698741412e-15,0.0005337,0.0005337,8.471428571428572,11.19,512,512,64,38,64,24,20,20,150001
1,4,0.0,63,65536,64,1024.0,-4.920000000000001,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-7.19,5.578870698741412e-15,0.0353926,0.0353926,561.7873015873016,730.41,524288,524288,65536,38,64,24,20,20,260001
2,4,0.0,52,65536,64,1024.0,24.989999999999995,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,factored,21.299999999999994,1.0023232244193991e-14,0.0005837,0.0005837,11.224999999999996,23.934999999999988,512,512,64,31,53,28,12,13,150002
2,4,0.0,52,65536,64,1024.0,24.989999999999995,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,joint,19.799999999999994,1.0023232244193991e-14,0.0334555,0.0334555,643.375,1123.2249999999997,524288,524288,65536,31,53,28,13,12,260002
3,4,0.0,66,65536,64,1024.0,-16.359999999999996,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-20.559999999999995,5.636116573448646e-15,0.0009056,0.0009056,13.72121212121212,29.2,512,512,64,42,69,27,33,9,150003
3,4,0.0,66,65536,64,1024.0,-16.359999999999996,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-22.979999999999997,5.636116573448646e-15,0.0439129,0.0439129,665.3469696969696,1035.6999999999998,524288,524288,65536,42,69,26,35,8,260003
4,4,0.0,75,65536,64,1024.0,-57.09,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-60.150000000000006,7.577272143066693e-15,0.0005944,0.0005944,7.925333333333333,11.0,512,512,64,45,75,21,45,9,150004
4,4,0.0,75,65536,64,1024.0,-57.09,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-62.97,7.577272143066693e-15,0.0377959,0.0377959,503.94533333333334,668.0799999999999,524288,524288,65536,45,75,20,45,10,260004
5,4,0.0,63,65536,64,1024.0,-16.82,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-20.38,1.2850831510036187e-14,0.0005374,0.0005374,8.53015873015873,11.509999999999998,512,512,64,35,61,22,28,11,150005
5,4,0.0,63,65536,64,1024.0,-16.82,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-27.550000000000004,1.2850831510036187e-14,0.0343779,0.0343779,545.6809523809524,748.03,524288,524288,65536,35,61,20,30,11,260005
6,4,0.0,51,65536,64,1024.0,33.74000000000001,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,factored,30.28000000000001,1.8735013540549517e-14,0.0005236,0.0005236,10.266666666666667,13.2,512,512,64,31,51,27,12,12,150006
6,4,0.0,51,65536,64,1024.0,33.74000000000001,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,joint,30.810000000000002,1.8735013540549517e-14,0.0279611,0.0279611,548.256862745098,701.8499999999999,524288,524288,65536,31,51,27,12,12,260006
7,4,0.0,66,65536,64,1024.0,-18.229999999999993,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-19.459999999999997,2.5479618415147343e-14,0.000581,0.000581,8.803030303030305,13.2,512,512,64,35,67,24,35,8,150007
7,4,0.0,66,65536,64,1024.0,-18.229999999999993,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-22.939999999999998,2.5479618415147343e-14,0.0358813,0.0358813,543.6560606060607,773.875,524288,524288,65536,35,67,23,36,8,260007
8,4,0.0,66,65536,64,1024.0,-12.870000000000006,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-14.860000000000008,2.375877272697835e-14,0.0005767,0.0005767,8.737878787878786,14.325,512,512,64,43,67,28,36,3,150008
8,4,0.0,66,65536,64,1024.0,-12.870000000000006,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-18.83,2.375877272697835e-14,0.0362,0.0362,548.4848484848485,751.025,524288,524288,65536,43,67,27,37,3,260008
9,4,0.0,55,65536,64,1024.0,22.74,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,17.029999999999998,9.71445146547012e-15,0.0004206,0.0004206,7.6472727272727266,10.629999999999999,512,512,64,36,54,28,20,6,150009
9,4,0.0,55,65536,64,1024.0,22.74,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,joint,22.23,9.71445146547012e-15,0.0280535,0.0280535,510.0636363636364,632.5999999999999,524288,524288,65536,36,54,29,19,6,260009
0,4,0.5,58,65536,64,1024.0,-33.58,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-48.60000000000001,1.5154544286133387e-14,0.0004952,0.0004952,8.537931034482758,12.584999999999994,512,512,64,35,57,15,37,5,150500
0,4,0.5,58,65536,64,1024.0,-33.58,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-48.84,1.5154544286133387e-14,0.0301519,0.0301519,519.8603448275861,625.74,524288,524288,65536,35,57,14,35,8,260500
1,4,0.5,63,65536,64,1024.0,-27.289999999999996,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-43.38999999999999,5.578870698741412e-15,0.0007212,0.0007212,11.447619047619048,20.999999999999996,512,512,64,38,64,19,31,14,150501
1,4,0.5,63,65536,64,1024.0,-27.289999999999996,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-32.599999999999994,5.578870698741412e-15,0.0401831,0.0401831,637.8269841269843,1061.6999999999998,524288,524288,65536,38,64,21,25,18,260501
2,4,0.5,52,65536,64,1024.0,20.94,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-10.64,1.0023232244193991e-14,0.0004149,0.0004149,7.978846153846154,11.424999999999997,512,512,64,31,53,22,21,10,150502
2,4,0.5,52,65536,64,1024.0,20.94,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,joint,0.3300000000000014,1.0023232244193991e-14,0.0267202,0.0267202,513.85,656.9399999999999,524288,524288,65536,31,53,24,18,11,260502
3,4,0.5,66,65536,64,1024.0,-35.82,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-44.94,5.636116573448646e-15,0.0005448,0.0005448,8.254545454545454,11.475,512,512,64,42,69,22,38,9,150503
3,4,0.5,66,65536,64,1024.0,-35.82,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-49.29,5.636116573448646e-15,0.0339002,0.0339002,513.639393939394,639.225,524288,524288,65536,42,69,21,39,9,260503
4,4,0.5,75,65536,64,1024.0,-81.22999999999999,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-98.62,7.577272143066693e-15,0.0006247,0.0006247,8.329333333333334,13.369999999999989,512,512,64,45,75,12,55,8,150504
4,4,0.5,75,65536,64,1024.0,-81.22999999999999,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-103.68,7.577272143066693e-15,0.0392984,0.0392984,523.9786666666666,690.7099999999999,524288,524288,65536,45,75,11,56,8,260504
5,4,0.5,63,65536,64,1024.0,-56.68,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-77.25,1.2850831510036187e-14,0.0004994,0.0004994,7.926984126984127,10.58,512,512,64,35,61,9,45,7,150505
5,4,0.5,63,65536,64,1024.0,-56.68,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-79.99,1.2850831510036187e-14,0.031929,0.031929,506.8095238095238,676.9399999999999,524288,524288,65536,35,61,10,46,5,260505
6,4,0.5,51,65536,64,1024.0,-7.589999999999998,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-41.07,1.8735013540549517e-14,0.0004743,0.0004743,9.3,18.0,512,512,64,31,51,13,31,7,150506
6,4,0.5,51,65536,64,1024.0,-7.589999999999998,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-25.63,1.8735013540549517e-14,0.0329351,0.0329351,645.7862745098039,1062.9,524288,524288,65536,31,51,17,27,7,260506
7,4,0.5,66,65536,64,1024.0,-66.3,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-80.66,2.5479618415147343e-14,0.0005324,0.0005324,8.066666666666668,13.1,512,512,64,35,67,11,48,8,150507
7,4,0.5,66,65536,64,1024.0,-66.3,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-75.24,2.5479618415147343e-14,0.032532,0.032532,492.909090909091,645.275,524288,524288,65536,35,67,12,46,9,260507
8,4,0.5,66,65536,64,1024.0,-84.51,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-106.21000000000001,2.375877272697835e-14,0.0004985,0.0004985,7.553030303030304,10.375,512,512,64,43,67,6,57,4,150508
8,4,0.5,66,65536,64,1024.0,-84.51,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-107.23,2.375877272697835e-14,0.032906,0.032906,498.57575757575756,590.8499999999999,524288,524288,65536,43,67,6,59,2,260508
9,4,0.5,55,65536,64,1024.0,-24.43,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-41.43,9.71445146547012e-15,0.0004901,0.0004901,8.91090909090909,12.819999999999999,512,512,64,36,54,15,32,7,150509
9,4,0.5,55,65536,64,1024.0,-24.43,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-44.35,9.71445146547012e-15,0.0303926,0.0303926,552.5927272727273,725.65,524288,524288,65536,36,54,14,32,8,260509
0,4,1.0,58,65536,64,1024.0,-33.58,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-54.37,1.5154544286133387e-14,0.0004818,0.0004818,8.306896551724137,11.615,512,512,64,35,57,12,35,10,151000
0,4,1.0,58,65536,64,1024.0,-33.58,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-51.57,1.5154544286133387e-14,0.0303248,0.0303248,522.8413793103448,686.0299999999999,524288,524288,65536,35,57,14,36,7,261000
1,4,1.0,63,65536,64,1024.0,-28.099999999999998,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-35.2,5.578870698741412e-15,0.0004936,0.0004936,7.834920634920635,9.780000000000001,512,512,64,38,64,20,26,18,151001
1,4,1.0,63,65536,64,1024.0,-28.099999999999998,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-34.31,5.578870698741412e-15,0.0321442,0.0321442,510.22539682539684,617.0,524288,524288,65536,38,64,19,26,19,261001
2,4,1.0,52,65536,64,1024.0,5.900000000000001,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-20.87,1.0023232244193991e-14,0.0004008,0.0004008,7.707692307692308,9.824999999999998,512,512,64,31,53,21,24,8,151002
2,4,1.0,52,65536,64,1024.0,5.900000000000001,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-9.02,1.0023232244193991e-14,0.0261617,0.0261617,503.1096153846153,600.24,524288,524288,65536,31,53,25,23,5,261002
3,4,1.0,66,65536,64,1024.0,-72.11000000000001,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-77.82,5.636116573448646e-15,0.00077,0.00077,11.666666666666666,31.525,512,512,64,42,69,12,44,13,151003
3,4,1.0,66,65536,64,1024.0,-72.11000000000001,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-78.72999999999999,5.636116573448646e-15,0.0370711,0.0370711,561.6833333333332,911.7,524288,524288,65536,42,69,12,44,13,261003
4,4,1.0,75,65536,64,1024.0,-83.06,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-90.22,7.577272143066693e-15,0.0008573,0.0008573,11.430666666666665,26.249999999999996,512,512,64,45,75,13,52,10,151004
4,4,1.0,75,65536,64,1024.0,-83.06,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-93.35000000000001,7.577272143066693e-15,0.0478219,0.0478219,637.6253333333333,1077.1899999999998,524288,524288,65536,45,75,12,53,10,261004
5,4,1.0,63,65536,64,1024.0,-58.56,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-70.72,1.2850831510036187e-14,0.0005423,0.0005423,8.607936507936508,12.469999999999999,512,512,64,35,61,10,42,9,151005
5,4,1.0,63,65536,64,1024.0,-58.56,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-77.01,1.2850831510036187e-14,0.0328884,0.0328884,522.0380952380951,718.27,524288,524288,65536,35,61,9,44,8,261005
6,4,1.0,51,65536,64,1024.0,-20.909999999999997,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-31.450000000000003,1.8735013540549517e-14,0.0004741,0.0004741,9.296078431372548,19.35,512,512,64,31,51,15,28,8,151006
6,4,1.0,51,65536,64,1024.0,-20.909999999999997,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-32.480000000000004,1.8735013540549517e-14,0.0271238,0.0271238,531.8392156862745,776.95,524288,524288,65536,31,51,15,29,7,261006
7,4,1.0,66,65536,64,1024.0,-71.09,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-76.93,2.5479618415147343e-14,0.0005366,0.0005366,8.13030303030303,11.2,512,512,64,35,67,11,47,9,151007
7,4,1.0,66,65536,64,1024.0,-71.09,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-82.33,2.5479618415147343e-14,0.0341788,0.0341788,517.8606060606061,643.8249999999999,524288,524288,65536,35,67,9,47,11,261007
8,4,1.0,66,65536,64,1024.0,-84.51,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-102.17,2.375877272697835e-14,0.0005446,0.0005446,8.251515151515152,11.5,512,512,64,43,67,7,57,3,151008
8,4,1.0,66,65536,64,1024.0,-84.51,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-101.1,2.375877272697835e-14,0.0349625,0.0349625,529.7348484848486,709.175,524288,524288,65536,43,67,8,58,1,261008
9,4,1.0,55,65536,64,1024.0,-39.37,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-43.870000000000005,9.71445146547012e-15,0.000442,0.000442,8.036363636363637,12.16,512,512,64,36,54,14,32,8,151009
9,4,1.0,55,65536,64,1024.0,-39.37,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,joint,-47.44,9.71445146547012e-15,0.0288531,0.0288531,524.6018181818182,646.97,524288,524288,65536,36,54,12,32,10,261009
0,6,0.0,50,16777216,96,174762.66666666666,34.86,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,factored,29.069999999999993,nan,0.0003732,0.0003732,7.464000000000001,9.7,768,768,96,27,50,25,7,18,170000
1,6,0.0,61,16777216,96,174762.66666666666,34.489999999999995,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,factored,6.310000000000004,nan,0.0003888,0.0003888,6.3737704918032785,9.1,768,768,96,43,61,21,15,25,170001
2,6,0.0,50,16777216,96,174762.66666666666,48.52000000000001,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,factored,47.66000000000001,nan,0.0003437,0.0003437,6.874,10.655,768,768,96,31,50,34,8,8,170002
3,6,0.0,53,16777216,96,174762.66666666666,34.89000000000001,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,factored,27.750000000000004,nan,0.0003567,0.0003567,6.730188679245281,10.62,768,768,96,33,54,32,10,12,170003
4,6,0.0,74,16777216,96,174762.66666666666,-20.06000000000001,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-41.95,nan,0.0005624,0.0005624,7.6,11.644999999999996,768,768,96,46,71,21,40,10,170004
5,6,0.0,63,16777216,96,174762.66666666666,18.750000000000004,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,factored,13.190000000000005,nan,0.0004691,0.0004691,7.446031746031745,11.059999999999997,768,768,96,38,64,31,19,14,170005
6,6,0.0,70,16777216,96,174762.66666666666,18.87999999999999,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,factored,16.729999999999997,nan,0.0005368,0.0005368,7.668571428571428,14.994999999999997,768,768,96,37,68,32,26,10,170006
7,6,0.0,70,16777216,96,174762.66666666666,17.320000000000007,closed-loop regeneration by fleet size,7,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-2.7899999999999956,nan,0.0005026,0.0005026,7.180000000000001,11.0,768,768,96,37,70,29,34,7,170007
8,6,0.0,91,16777216,96,174762.66666666666,-46.29,closed-loop regeneration by fleet size,8,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-55.82,nan,0.0006318,0.0006318,6.942857142857142,11.1,768,768,96,56,86,25,55,6,170008
9,6,0.0,48,16777216,96,174762.66666666666,64.14,closed-loop regeneration by fleet size,9,nearest-policy saved assignment events; identical order across trackers,2.0,factored,57.02000000000001,nan,0.0003184,0.0003184,6.633333333333333,8.86,768,768,96,29,48,34,9,5,170009
0,6,0.5,50,16777216,96,174762.66666666666,18.05,closed-loop regeneration by fleet size,0,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-15.440000000000001,nan,0.0003825,0.0003825,7.649999999999999,14.264999999999999,768,768,96,27,50,18,20,12,170500
1,6,0.5,61,16777216,96,174762.66666666666,29.27999999999999,closed-loop regeneration by fleet size,1,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-4.960000000000001,nan,0.0008224,0.0008224,13.481967213114753,25.4,768,768,96,43,61,23,20,18,170501
2,6,0.5,50,16777216,96,174762.66666666666,34.190000000000005,closed-loop regeneration by fleet size,2,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-3.8600000000000056,nan,0.0004897,0.0004897,9.794,15.419999999999998,768,768,96,31,50,23,20,7,170502
3,6,0.5,53,16777216,96,174762.66666666666,32.52,closed-loop regeneration by fleet size,3,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-7.460000000000001,nan,0.0003633,0.0003633,6.854716981132075,9.52,768,768,96,33,54,26,20,8,170503
4,6,0.5,74,16777216,96,174762.66666666666,-27.160000000000004,closed-loop regeneration by fleet size,4,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-65.97,nan,0.0005002,0.0005002,6.7594594594594595,9.884999999999994,768,768,96,46,71,18,45,8,170504
5,6,0.5,63,16777216,96,174762.66666666666,2.909999999999994,closed-loop regeneration by fleet size,5,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-30.570000000000004,nan,0.0004221,0.0004221,6.7,9.459999999999999,768,768,96,38,64,22,28,14,170505
6,6,0.5,70,16777216,96,174762.66666666666,-2.7200000000000055,closed-loop regeneration by fleet size,6,nearest-policy saved assignment events; identical order across trackers,2.0,factored,-29.009999999999994,nan,0.0005524,0.0005524,7.8914285714285715,15.80499999999999,768,768,96,37,68,24,37,7,170506
