model,method,episodes,final_mean_cumulative_reward,final_mean_cumulative_regret,final_mean_cumulative_exploration_cost,live_parse_ok_rate
gpt-5.4-mini-20260317,live_atom_adaptive_hedge,1,1.1932999999999998,0.7970990607279009,0.6006770955668677,1.0
gpt-5.4-mini-20260317,live_atom_tom0,1,0.8240666666666667,1.0590126716904307,0.7300688246803931,1.0
gpt-5.4-mini-20260317,live_atom_tom1,1,1.0423333333333333,0.7970990607279009,0.51095143787159,1.0
gpt-5.4-mini-20260317,live_econ_bne,1,0.8240666666666667,1.0590126716904307,0.7300688246803931,1.0
gpt-5.4-mini-20260317,live_llm_belief,1,0.7149666666666666,1.2582810157097963,0.7417054033677816,1.0
gpt-5.4-mini-20260317,live_llm_greedy,1,0.8240666666666667,1.0590126716904307,0.7300688246803931,1.0
