model,method,episodes,final_mean_cumulative_reward,final_mean_cumulative_regret,final_mean_cumulative_exploration_cost,final_mean_true_tuple_posterior,final_mean_rule_marginal_accuracy,final_mean_nll_true,live_score_parse_ok_rate,mean_llm_assignment_score,mean_structured_assignment_score
DeepSeek-V3.2,live_pact_plus,5,14.958406666666667,1.475410185676721,1.2759729724964401,0.27075088409045833,0.7294602855420799,1.6939027533003448,1.0,0.8333333333333334,2.145471905850459
Kimi-K2.6,live_pact_plus,5,14.593946666666668,1.5940178459092722,1.213573346019419,0.29478378694314256,0.7466365318330086,1.5274885307320702,1.0,0.56,2.0624648505715055
Llama-4-Maverick-17B-128E-Instruct-FP8,live_pact_plus,5,15.211786666666665,1.4660481980597289,1.3719812621628193,0.2448919290278159,0.7248504075454136,1.6299450574481251,1.0,0.9377333333333333,2.250368071922465
gpt-5.4-mini-20260317,live_pact_plus,5,14.958406666666667,1.475410185676721,1.2759729724964401,0.27075088409045833,0.7294602855420799,1.6939027533003448,1.0,1.1873333333333334,2.145471905850459
