model,method,episodes,final_mean_cumulative_reward,final_mean_cumulative_regret,final_mean_cumulative_exploration_cost,final_mean_true_tuple_posterior,final_mean_rule_marginal_accuracy,final_mean_nll_true,live_score_parse_ok_rate,mean_llm_assignment_score,mean_structured_assignment_score
DeepSeek-V3.2,live_pact_plus,5,15.530690000000002,1.3991160622845258,1.3591000938662687,0.25085400066599084,0.7223153152276247,1.7247701896788281,1.0,0.5506666666666666,2.3060897709638235
Kimi-K2.6,live_pact_plus,5,15.302566666666667,1.7029991399116107,1.2610216418521438,0.3007777250041119,0.7484057205622945,1.5010084703644853,1.0,0.6146666666666667,2.329200313046777
Llama-4-Maverick-17B-128E-Instruct-FP8,live_pact_plus,5,14.62533,2.099684184431296,1.5019452828957498,0.22101110789162443,0.7062864561456949,1.7511431709357759,1.0,0.8404,2.295122537002751
gpt-5.4-mini-20260317,live_pact_plus,5,15.530690000000002,1.3991160622845258,1.3591000938662687,0.25085400066599084,0.7223153152276247,1.7247701896788281,1.0,1.3666666666666667,2.3060897709638235
