model,method,episodes,final_mean_cumulative_reward,final_mean_cumulative_regret,final_mean_cumulative_exploration_cost,final_mean_true_tuple_posterior,final_mean_rule_marginal_accuracy,final_mean_nll_true,live_score_parse_ok_rate,mean_llm_assignment_score,mean_structured_assignment_score
DeepSeek-V3.2,live_pact_plus,5,15.057840000000002,1.910134435581071,1.364000813688299,0.23889333021297227,0.7237915128810497,1.7281472889030094,1.0,0.8240000000000001,2.2160664331335065
Kimi-K2.6,live_pact_plus,5,14.829716666666666,2.214017513208156,1.2659223616741742,0.2888170545510933,0.7498819182157196,1.5043855695886665,1.0,0.7413333333333332,2.23917697521646
Llama-4-Maverick-17B-128E-Instruct-FP8,live_pact_plus,5,14.62533,2.099684184431296,1.5019452828957498,0.22101110789162443,0.7062864561456949,1.7511431709357759,1.0,0.8404,2.295122537002751
gpt-5.4-mini-20260317,live_pact_plus,5,15.057840000000002,1.910134435581071,1.3640008136882993,0.23889333021297227,0.7237915128810497,1.7281472889030094,1.0,1.393333333333333,2.2160664331335065
