panel,config_key,axis_label,method,effective_source_method,metric_name,absolute_value,normalized_radius,axis_min_method,axis_min_value,axis_max_method,axis_max_value,source_file_line,input_source_kind,input_snapshot
Haggling,vegbrooke_stubborn,vegbrooke stubborn,oracle_focal,oracle_focal,focal_score_mean,9.26666666667,1,atom_tom1_mech,0.766666666667,oracle_focal,9.26666666667,computed: scripts/analyze_concordia_haggling_true_oracle_focal.py oracle_focal.focal_score_mean,git_blob,9e7f12b
Haggling,vegbrooke_strange_game,vegbrooke strange,random,random,focal_score_mean,,0,atom_tom1_mech,-10,econ_bne_mech,0,未找到: 9e7f12b:analysis/concordia_haggling_compact_vegbrooke_strange_game_s30.json summary[random].focal_score_mean,git_blob,9e7f12b
Haggling,vegbrooke_strange_game,vegbrooke strange,atom_tom1_mech,atom_tom1_mech,focal_score_mean,-10,0,atom_tom1_mech,-10,econ_bne_mech,0,"9e7f12b:analysis/concordia_haggling_compact_vegbrooke_strange_game_s30.json:L128: ""focal_score_mean"": -10.0,",git_blob,9e7f12b
Haggling,vegbrooke_strange_game,vegbrooke strange,atom_tom2_mech,atom_tom2_mech,focal_score_mean,,0,atom_tom1_mech,-10,econ_bne_mech,0,未找到: 9e7f12b:analysis/concordia_haggling_compact_vegbrooke_strange_game_s30.json summary[atom_tom2_mech].focal_score_mean,git_blob,9e7f12b
Haggling,vegbrooke_strange_game,vegbrooke strange,econ_bne_mech,econ_bne_mech,focal_score_mean,0,1,atom_tom1_mech,-10,econ_bne_mech,0,"9e7f12b:analysis/concordia_haggling_compact_vegbrooke_strange_game_s30.json:L84: ""focal_score_mean"": 0.0,",git_blob,9e7f12b
Haggling,vegbrooke_strange_game,vegbrooke strange,llm_psrl_verbal,llm_psrl_verbal,focal_score_mean,,0,atom_tom1_mech,-10,econ_bne_mech,0,未找到: analysis/llm_psrl_verbal/concordia_full_haggling_vegbrooke_strange_game_*_llmpsrl.json,git_blob,9e7f12b
Haggling,vegbrooke_strange_game,vegbrooke strange,hpsmg_plus_joint_proxy,hpsmg_plus_joint_proxy,focal_score_mean,0,1,atom_tom1_mech,-10,econ_bne_mech,0,"9e7f12b:analysis/concordia_haggling_compact_vegbrooke_strange_game_s30.json:L95: ""focal_score_mean"": 0.0,",git_blob,9e7f12b
Haggling,vegbrooke_strange_game,vegbrooke strange,oracle_focal,oracle_focal,focal_score_mean,0,1,atom_tom1_mech,-10,econ_bne_mech,0,computed: scripts/analyze_concordia_haggling_true_oracle_focal.py oracle_focal.focal_score_mean,git_blob,9e7f12b
Haggling,fruitville_multi,fruitville multi,random,random,focal_score_mean,,0,atom_tom1_mech,3.93333333333,econ_bne_mech,4.4,未找到: 9e7f12b:analysis/concordia_haggling_multi_item_compact_fruitville_multi_s30.json summary[random].focal_score_mean,git_blob,9e7f12b
Haggling,fruitville_multi,fruitville multi,atom_tom1_mech,atom_tom1_mech,focal_score_mean,3.93333333333,0,atom_tom1_mech,3.93333333333,econ_bne_mech,4.4,"9e7f12b:analysis/concordia_haggling_multi_item_compact_fruitville_multi_s30.json:L117: ""focal_score_mean"": 3.933333333333333,",git_blob,9e7f12b
Haggling,fruitville_multi,fruitville multi,atom_tom2_mech,atom_tom2_mech,focal_score_mean,,0,atom_tom1_mech,3.93333333333,econ_bne_mech,4.4,未找到: 9e7f12b:analysis/concordia_haggling_multi_item_compact_fruitville_multi_s30.json summary[atom_tom2_mech].focal_score_mean,git_blob,9e7f12b
Haggling,fruitville_multi,fruitville multi,econ_bne_mech,econ_bne_mech,focal_score_mean,4.4,1,atom_tom1_mech,3.93333333333,econ_bne_mech,4.4,"9e7f12b:analysis/concordia_haggling_multi_item_compact_fruitville_multi_s30.json:L106: ""focal_score_mean"": 4.4,",git_blob,9e7f12b
Haggling,fruitville_multi,fruitville multi,llm_psrl_verbal,llm_psrl_verbal,focal_score_mean,,0,atom_tom1_mech,3.93333333333,econ_bne_mech,4.4,未找到: analysis/llm_psrl_verbal/concordia_full_haggling_multi_item_fruitville_multi_*_llmpsrl.json,git_blob,9e7f12b
Haggling,fruitville_multi,fruitville multi,hpsmg_plus_joint_proxy,hpsmg_plus_joint_proxy,focal_score_mean,4.4,1,atom_tom1_mech,3.93333333333,econ_bne_mech,4.4,"9e7f12b:analysis/concordia_haggling_multi_item_compact_fruitville_multi_s30.json:L84: ""focal_score_mean"": 4.4,",git_blob,9e7f12b
Haggling,fruitville_multi,fruitville multi,oracle_focal,oracle_focal,focal_score_mean,4.4,1,atom_tom1_mech,3.93333333333,econ_bne_mech,4.4,computed: scripts/analyze_concordia_haggling_true_oracle_focal.py oracle_focal.focal_score_mean,git_blob,9e7f12b
Haggling,fruitville_gullible,fruitville gullible (multi),random,random,focal_score_mean,,0,atom_tom1_mech,5.66666666667,oracle_focal,14.6,未找到: 9e7f12b:analysis/concordia_haggling_multi_item_compact_fruitville_gullible_s30.json summary[random].focal_score_mean,git_blob,9e7f12b
Haggling,fruitville_gullible,fruitville gullible (multi),atom_tom1_mech,atom_tom1_mech,focal_score_mean,5.66666666667,0,atom_tom1_mech,5.66666666667,oracle_focal,14.6,"9e7f12b:analysis/concordia_haggling_multi_item_compact_fruitville_gullible_s30.json:L128: ""focal_score_mean"": 5.666666666666667,",git_blob,9e7f12b
Haggling,fruitville_gullible,fruitville gullible (multi),atom_tom2_mech,atom_tom2_mech,focal_score_mean,,0,atom_tom1_mech,5.66666666667,oracle_focal,14.6,未找到: 9e7f12b:analysis/concordia_haggling_multi_item_compact_fruitville_gullible_s30.json summary[atom_tom2_mech].focal_score_mean,git_blob,9e7f12b
Haggling,fruitville_gullible,fruitville gullible (multi),econ_bne_mech,econ_bne_mech,focal_score_mean,6.7,0.115671641791,atom_tom1_mech,5.66666666667,oracle_focal,14.6,"9e7f12b:analysis/concordia_haggling_multi_item_compact_fruitville_gullible_s30.json:L106: ""focal_score_mean"": 6.7,",git_blob,9e7f12b
Haggling,fruitville_gullible,fruitville gullible (multi),llm_psrl_verbal,llm_psrl_verbal,focal_score_mean,,0,atom_tom1_mech,5.66666666667,oracle_focal,14.6,未找到: analysis/llm_psrl_verbal/concordia_full_haggling_multi_item_fruitville_gullible_*_llmpsrl.json,git_blob,9e7f12b
Haggling,fruitville_gullible,fruitville gullible (multi),hpsmg_plus_joint_proxy,hpsmg_plus_joint_proxy,focal_score_mean,6.76666666667,0.123134328358,atom_tom1_mech,5.66666666667,oracle_focal,14.6,"9e7f12b:analysis/concordia_haggling_multi_item_compact_fruitville_gullible_s30.json:L84: ""focal_score_mean"": 6.766666666666667,",git_blob,9e7f12b
Haggling,fruitville_gullible,fruitville gullible (multi),oracle_focal,oracle_focal,focal_score_mean,14.6,1,atom_tom1_mech,5.66666666667,oracle_focal,14.6,computed: scripts/analyze_concordia_haggling_true_oracle_focal.py oracle_focal.focal_score_mean,git_blob,9e7f12b
Haggling,vegbrooke,vegbrooke (multi),random,random,focal_score_mean,,0,atom_tom1_mech,4.1,econ_bne_mech,4.55,未找到: 9e7f12b:analysis/concordia_haggling_multi_item_compact_vegbrooke_s30.json summary[random].focal_score_mean,git_blob,9e7f12b
Haggling,vegbrooke,vegbrooke (multi),atom_tom1_mech,atom_tom1_mech,focal_score_mean,4.1,0,atom_tom1_mech,4.1,econ_bne_mech,4.55,"9e7f12b:analysis/concordia_haggling_multi_item_compact_vegbrooke_s30.json:L117: ""focal_score_mean"": 4.1,",git_blob,9e7f12b
Haggling,vegbrooke,vegbrooke (multi),atom_tom2_mech,atom_tom2_mech,focal_score_mean,,0,atom_tom1_mech,4.1,econ_bne_mech,4.55,未找到: 9e7f12b:analysis/concordia_haggling_multi_item_compact_vegbrooke_s30.json summary[atom_tom2_mech].focal_score_mean,git_blob,9e7f12b
Haggling,vegbrooke,vegbrooke (multi),econ_bne_mech,econ_bne_mech,focal_score_mean,4.55,1,atom_tom1_mech,4.1,econ_bne_mech,4.55,"9e7f12b:analysis/concordia_haggling_multi_item_compact_vegbrooke_s30.json:L106: ""focal_score_mean"": 4.55,",git_blob,9e7f12b
Haggling,vegbrooke,vegbrooke (multi),llm_psrl_verbal,llm_psrl_verbal,focal_score_mean,,0,atom_tom1_mech,4.1,econ_bne_mech,4.55,未找到: analysis/llm_psrl_verbal/concordia_full_haggling_multi_item_vegbrooke_*_llmpsrl.json,git_blob,9e7f12b
Haggling,vegbrooke,vegbrooke (multi),hpsmg_plus_joint_proxy,hpsmg_plus_joint_proxy,focal_score_mean,4.55,1,atom_tom1_mech,4.1,econ_bne_mech,4.55,"9e7f12b:analysis/concordia_haggling_multi_item_compact_vegbrooke_s30.json:L84: ""focal_score_mean"": 4.55,",git_blob,9e7f12b
Haggling,vegbrooke,vegbrooke (multi),oracle_focal,oracle_focal,focal_score_mean,4.55,1,atom_tom1_mech,4.1,econ_bne_mech,4.55,computed: scripts/analyze_concordia_haggling_true_oracle_focal.py oracle_focal.focal_score_mean,git_blob,9e7f12b
Haggling,cumulative_score,cumulative score (multi),random,random,focal_score_mean,,0,atom_tom1_mech,5.6,oracle_focal,12,未找到: 9e7f12b:analysis/concordia_haggling_multi_item_compact_cumulative_score_s30.json summary[random].focal_score_mean,git_blob,9e7f12b
Haggling,cumulative_score,cumulative score (multi),atom_tom1_mech,atom_tom1_mech,focal_score_mean,5.6,0,atom_tom1_mech,5.6,oracle_focal,12,"9e7f12b:analysis/concordia_haggling_multi_item_compact_cumulative_score_s30.json:L117: ""focal_score_mean"": 5.6,",git_blob,9e7f12b
Haggling,cumulative_score,cumulative score (multi),atom_tom2_mech,atom_tom2_mech,focal_score_mean,,0,atom_tom1_mech,5.6,oracle_focal,12,未找到: 9e7f12b:analysis/concordia_haggling_multi_item_compact_cumulative_score_s30.json summary[atom_tom2_mech].focal_score_mean,git_blob,9e7f12b
Haggling,cumulative_score,cumulative score (multi),econ_bne_mech,econ_bne_mech,focal_score_mean,6,0.0625,atom_tom1_mech,5.6,oracle_focal,12,"9e7f12b:analysis/concordia_haggling_multi_item_compact_cumulative_score_s30.json:L84: ""focal_score_mean"": 6.0,",git_blob,9e7f12b
Haggling,cumulative_score,cumulative score (multi),llm_psrl_verbal,llm_psrl_verbal,focal_score_mean,,0,atom_tom1_mech,5.6,oracle_focal,12,未找到: analysis/llm_psrl_verbal/concordia_full_haggling_multi_item_cumulative_score_*_llmpsrl.json,git_blob,9e7f12b
Haggling,cumulative_score,cumulative score (multi),hpsmg_plus_joint_proxy,hpsmg_plus_joint_proxy,focal_score_mean,6,0.0625,atom_tom1_mech,5.6,oracle_focal,12,"9e7f12b:analysis/concordia_haggling_multi_item_compact_cumulative_score_s30.json:L95: ""focal_score_mean"": 6.0,",git_blob,9e7f12b
Haggling,cumulative_score,cumulative score (multi),oracle_focal,oracle_focal,focal_score_mean,12,1,atom_tom1_mech,5.6,oracle_focal,12,computed: scripts/analyze_concordia_haggling_true_oracle_focal.py oracle_focal.focal_score_mean,git_blob,9e7f12b
