variant,label,seeds,cumulative_regret_mean,cumulative_regret_sem,paired_minus_full_mean,paired_minus_full_sem,ci95_low,ci95_high,ci_covers_zero,ratio_vs_full
full,Full PACT+,10,0.014803811559212865,0.006791947784878735,0.0,0.0,0.0,0.0,True,1.0
minus_bonus,- bonus,10,0.015594443719659812,0.007457581701212897,0.0007906321604469468,0.0010755824932043299,-0.0016425044806740417,0.0032237688015679354,True,1.0534073375147033
minus_update,- update,10,0.6752610309174041,0.11361913890079703,0.6604572193581912,0.11255143657022915,0.405848180944059,0.9150662577723234,False,45.613998004261845
minus_identity,- identity,10,0.7000513484402628,0.36842392466042223,0.68524753688105,0.3652531001514313,-0.14101237983986303,1.511507453601963,True,47.28858818826287
minus_dispatch,- dispatch,10,6.3236933621419436,0.43850572649299185,6.308889550582731,0.4413510045147234,5.310484214436817,7.307294886728645,False,427.1665669917634
