model,alpha,seed,algorithm,episode,instant_regret,cumulative_regret,chosen_action,oracle_action,chosen_welfare,oracle_welfare,posterior_true_mass,true_types
analytic-mixed,2.0,40007,joint_psrl_coupled,67,0.0,0.3858082458630086,18,18,0.6013035351107648,0.6013035351107648,0.982613138568081,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,68,0.0,0.3858082458630086,18,18,0.6013035351107648,0.6013035351107648,0.9832197495993359,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,69,0.03279614603963321,0.4186043919026418,4,18,0.5685073890711316,0.6013035351107648,0.9899884749024462,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,70,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.990340297077025,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,71,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.990679872012523,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,72,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9910076180023608,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,73,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9913239396098134,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,74,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9916292280799767,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,75,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9919238617421251,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,76,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9922082064024758,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,77,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9924826157273958,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,78,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.992747431617105,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,79,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9930029845699417,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,80,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9932495940372772,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,81,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.993487568769175,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,82,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9937172071509018,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,83,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9939387975304104,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,84,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9941526185369209,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,85,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9943589393907367,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,86,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9945580202044355,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,87,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9947501122755861,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,88,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9949354583711431,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,89,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9951142930036755,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,90,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.995286842699592,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,91,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.995453326259526,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,92,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9956139550110444,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,93,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9957689330538512,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,94,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9959184574976477,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,95,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9960627186928263,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,96,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.996201900454158,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,97,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9963361802776503,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,98,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9964657295507353,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,99,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.996590713755963,3|0|1
analytic-mixed,2.0,40007,joint_psrl_coupled,100,0.0,0.4186043919026418,18,18,0.6013035351107648,0.6013035351107648,0.9967112926683579,3|0|1
