time,driver_id,request_id,action_code,synthetic_declined,actual_declined,intervened,reason,true_type,ptrue,rule_acc,long_trip,leaves_zone,home_ward,surge,pay,wait_time,travel_time,fare
93.0,2,1,0,False,False,True,accept,0100,0.05534011218037255,0.4856802243607451,0,0,0,1,2.644,8.0,264.0,2.644
93.0,1,2,0,False,False,True,accept,1011,0.06927778445542909,0.5135555689108582,0,0,0,1,1.328,77.0,132.0,1.328
93.0,4,0,0,False,False,True,accept,1111,0.06944215238953784,0.5138843047790757,0,0,0,1,1.573,146.0,157.0,1.573
213.0,3,3,0,False,False,True,accept,0101,0.0692735164010502,0.5135470328021003,0,0,0,1,1.323,88.0,132.0,1.323
453.0,1,4,0,False,False,True,accept,1011,0.07584022245240366,0.5266804449048073,0,0,0,1,1.262,10.0,126.0,1.262
453.0,2,9,0,False,False,True,accept,0100,0.04854317304629406,0.47208634609258815,0,0,0,1,1.642,72.0,164.0,1.642
453.0,4,6,0,False,False,True,accept,1111,0.07638689581554146,0.527773791631083,0,0,0,1,2.192,91.0,219.0,2.192
573.0,3,5,0,False,False,True,accept,0101,0.07546734964669971,0.5259346992933994,0,0,0,1,0.966,149.0,96.0,0.966
693.0,1,8,0,False,False,True,accept,1011,0.07941107982542335,0.5338221596508467,0,0,0,1,0.324,129.0,32.0,0.324
693.0,3,7,3,True,True,True,zone_loyal,0101,0.23150555467923034,0.7302302843501287,0,1,0,1,1.815,188.0,181.0,1.815
813.0,4,7,0,False,False,True,accept,1111,0.0829161984383212,0.5408323968766424,0,0,0,1,1.815,49.0,181.0,1.815
813.0,1,10,0,False,False,True,accept,1011,0.0843334426708554,0.5436668853417108,0,0,0,1,0.647,156.0,64.0,0.647
813.0,2,11,0,False,False,True,accept,0100,0.061714778295972425,0.4970610150439022,1,0,0,1,3.458,159.0,345.0,3.458
1053.0,1,12,0,False,False,True,accept,1011,0.08860138115456419,0.5522027623091283,0,0,0,1,0.546,84.0,54.0,0.546
