pax,pos,t,event,veh_id
0,44992623,0,STARTS_DAY,
0,44992623,0,REQUESTS_RIDE,
0,44992623,3,RECEIVES_OFFER,
0,44992623,15,ACCEPTS_OFFER,
0,44992623,35,ARRIVES_AT_PICKUP,2.0
0,44992623,80,MEETS_DRIVER_AT_PICKUP,2.0
0,44992623,110,DEPARTS_FROM_PICKUP,2.0
0,519520433,251,ARRIVES_AT_DROPOFF,2.0
0,519520433,261,SETS_OFF_FOR_DEST,
0,519520433,261,ARRIVES_AT_DEST,
1,45007130,0,STARTS_DAY,
1,45007130,82,REQUESTS_RIDE,
1,45007130,123,RECEIVES_OFFER,
1,45007130,123,ACCEPTS_OFFER,
1,45007130,143,ARRIVES_AT_PICKUP,3.0
1,45007130,191,MEETS_DRIVER_AT_PICKUP,3.0
1,45007130,221,DEPARTS_FROM_PICKUP,3.0
1,2502702362,386,ARRIVES_AT_DROPOFF,3.0
1,2502702362,396,SETS_OFF_FOR_DEST,
1,2502702362,396,ARRIVES_AT_DEST,
2,838045950,0,STARTS_DAY,
2,838045950,98,REQUESTS_RIDE,
2,838045950,123,RECEIVES_OFFER,
2,838045950,123,REJECTS_OFFER,
3,45011500,0,STARTS_DAY,
3,45011500,102,REQUESTS_RIDE,
3,45011500,123,RECEIVES_OFFER,
3,45011500,123,ACCEPTS_OFFER,
3,45011500,143,ARRIVES_AT_PICKUP,4.0
3,45011500,214,MEETS_DRIVER_AT_PICKUP,4.0
3,45011500,244,DEPARTS_FROM_PICKUP,4.0
3,44980265,341,ARRIVES_AT_DROPOFF,4.0
3,44980265,351,SETS_OFF_FOR_DEST,
3,44980265,351,ARRIVES_AT_DEST,
4,44990934,0,STARTS_DAY,
4,44990934,164,REQUESTS_RIDE,
4,44990934,723,RECEIVES_OFFER,
4,44990934,723,IS_REJECTED_BY_VEHICLE,
4,44990934,723,RECEIVES_OFFER,
4,44990934,723,REJECTS_OFFER,
5,44969498,0,STARTS_DAY,
5,44969498,169,REQUESTS_RIDE,
5,44969498,243,RECEIVES_OFFER,
5,44969498,243,ACCEPTS_OFFER,
5,44969498,263,ARRIVES_AT_PICKUP,1.0
5,44969498,399,MEETS_DRIVER_AT_PICKUP,1.0
5,44969498,429,DEPARTS_FROM_PICKUP,1.0
5,44977415,591,ARRIVES_AT_DROPOFF,1.0
5,44977415,601,SETS_OFF_FOR_DEST,
5,44977415,601,ARRIVES_AT_DEST,
6,44981315,0,STARTS_DAY,
6,44981315,176,REQUESTS_RIDE,
6,44981315,723,RECEIVES_OFFER,
6,44981315,723,ACCEPTS_OFFER,
6,44981315,743,ARRIVES_AT_PICKUP,1.0
6,44981315,837,MEETS_DRIVER_AT_PICKUP,1.0
6,44981315,867,DEPARTS_FROM_PICKUP,1.0
6,45006382,1070,ARRIVES_AT_DROPOFF,1.0
6,45006382,1080,SETS_OFF_FOR_DEST,
6,45006382,1080,ARRIVES_AT_DEST,
7,513787847,0,STARTS_DAY,
7,513787847,178,REQUESTS_RIDE,
7,513787847,363,RECEIVES_OFFER,
7,513787847,363,ACCEPTS_OFFER,
7,513787847,383,ARRIVES_AT_PICKUP,2.0
7,513787847,440,MEETS_DRIVER_AT_PICKUP,2.0
7,513787847,470,DEPARTS_FROM_PICKUP,2.0
7,550771714,677,ARRIVES_AT_DROPOFF,2.0
7,550771714,687,SETS_OFF_FOR_DEST,
7,550771714,687,ARRIVES_AT_DEST,
8,513787852,0,STARTS_DAY,
8,513787852,285,REQUESTS_RIDE,
8,513787852,363,RECEIVES_OFFER,
8,513787852,363,ACCEPTS_OFFER,
8,513787852,383,ARRIVES_AT_PICKUP,4.0
8,513787852,476,MEETS_DRIVER_AT_PICKUP,4.0
8,513787852,506,DEPARTS_FROM_PICKUP,4.0
8,45022517,686,ARRIVES_AT_DROPOFF,4.0
8,45022517,696,SETS_OFF_FOR_DEST,
8,45022517,696,ARRIVES_AT_DEST,
9,45006058,0,STARTS_DAY,
9,45006058,397,REQUESTS_RIDE,
9,45006058,603,RECEIVES_OFFER,
9,45006058,603,REJECTS_OFFER,
10,4416643161,0,STARTS_DAY,
10,4416643161,413,REQUESTS_RIDE,
10,4416643161,483,RECEIVES_OFFER,
10,4416643161,483,REJECTS_OFFER,
11,44991293,0,STARTS_DAY,
11,44991293,545,REQUESTS_RIDE,
11,44991293,603,RECEIVES_OFFER,
11,44991293,603,REJECTS_OFFER,
12,45007582,0,STARTS_DAY,
12,45007582,695,REQUESTS_RIDE,
12,45007582,723,RECEIVES_OFFER,
12,45007582,723,ACCEPTS_OFFER,
12,45007582,743,ARRIVES_AT_PICKUP,4.0
12,45007582,775,MEETS_DRIVER_AT_PICKUP,4.0
12,45007582,805,DEPARTS_FROM_PICKUP,4.0
12,2503200423,894,ARRIVES_AT_DROPOFF,4.0
12,2503200423,904,SETS_OFF_FOR_DEST,
12,2503200423,904,ARRIVES_AT_DEST,
13,1454318545,0,STARTS_DAY,
13,1454318545,724,REQUESTS_RIDE,
13,1454318545,843,RECEIVES_OFFER,
13,1454318545,843,ACCEPTS_OFFER,
13,1454318545,863,ARRIVES_AT_PICKUP,2.0
13,1454318545,909,MEETS_DRIVER_AT_PICKUP,2.0
13,1454318545,939,DEPARTS_FROM_PICKUP,2.0
13,44991820,1019,ARRIVES_AT_DROPOFF,2.0
13,44991820,1029,SETS_OFF_FOR_DEST,
13,44991820,1029,ARRIVES_AT_DEST,
14,2502710379,0,STARTS_DAY,
14,2502710379,822,REQUESTS_RIDE,
14,2502710379,843,RECEIVES_OFFER,
14,2502710379,843,ACCEPTS_OFFER,
14,2502710379,863,ARRIVES_AT_PICKUP,3.0
14,2502710379,967,MEETS_DRIVER_AT_PICKUP,3.0
14,2502710379,997,DEPARTS_FROM_PICKUP,3.0
14,44993105,1143,ARRIVES_AT_DROPOFF,3.0
14,44993105,1153,SETS_OFF_FOR_DEST,
14,44993105,1153,ARRIVES_AT_DEST,
15,45011956,0,STARTS_DAY,
15,45011956,905,REQUESTS_RIDE,
15,45011956,963,RECEIVES_OFFER,
15,45011956,963,ACCEPTS_OFFER,
15,45011956,983,ARRIVES_AT_PICKUP,4.0
15,45011956,1008,MEETS_DRIVER_AT_PICKUP,4.0
15,45011956,1038,DEPARTS_FROM_PICKUP,4.0
15,44996087,1179,ARRIVES_AT_DROPOFF,4.0
15,44996087,1189,SETS_OFF_FOR_DEST,
15,44996087,1189,ARRIVES_AT_DEST,
16,45023685,0,STARTS_DAY,
16,45023685,1102,REQUESTS_RIDE,
16,45023685,1203,RECEIVES_OFFER,
16,45023685,1203,ACCEPTS_OFFER,
16,45023685,1223,ARRIVES_AT_PICKUP,4.0
16,45023685,1302,MEETS_DRIVER_AT_PICKUP,4.0
16,45023685,1332,DEPARTS_FROM_PICKUP,4.0
16,5257342095,1519,ARRIVES_AT_DROPOFF,4.0
16,5257342095,1529,SETS_OFF_FOR_DEST,
16,5257342095,1529,ARRIVES_AT_DEST,
17,4340326874,0,STARTS_DAY,
17,4340326874,1105,REQUESTS_RIDE,
17,4340326874,1203,RECEIVES_OFFER,
17,4340326874,1203,REJECTS_OFFER,
18,45001824,0,STARTS_DAY,
18,45001824,1507,REQUESTS_RIDE,
18,45001824,1563,RECEIVES_OFFER,
18,45001824,1563,ACCEPTS_OFFER,
18,45001824,1583,ARRIVES_AT_PICKUP,2.0
18,45001824,1592,MEETS_DRIVER_AT_PICKUP,2.0
18,45001824,1622,DEPARTS_FROM_PICKUP,2.0
18,45025769,1704,ARRIVES_AT_DROPOFF,2.0
18,45025769,1714,SETS_OFF_FOR_DEST,
18,45025769,1714,ARRIVES_AT_DEST,
19,45020953,0,STARTS_DAY,
19,45020953,1552,REQUESTS_RIDE,
19,45020953,1563,RECEIVES_OFFER,
19,45020953,1567,REJECTS_OFFER,
20,4290089790,0,STARTS_DAY,
20,4290089790,1596,REQUESTS_RIDE,
20,4290089790,1683,RECEIVES_OFFER,
