veh,pos,t,event,paxes
1,1852881068.0,0,STARTS_DAY,[]
1,1852881068.0,0,OPENS_APP,[]
1,1852881068.0,297,RECEIVES_REQUEST,[]
1,1852881068.0,297,ACCEPTS_REQUEST,[]
1,1852881068.0,317,IS_ACCEPTED_BY_TRAVELLER,[]
1,616509539.0,376,ARRIVES_AT_PICKUP,[]
1,616509539.0,376,MEETS_TRAVELLER_AT_PICKUP,[]
1,616509539.0,406,DEPARTS_FROM_PICKUP,[3]
1,45017952.0,748,ARRIVES_AT_DROPOFF,[3]
1,45017952.0,777,RECEIVES_REQUEST,[]
1,45017952.0,777,ACCEPTS_REQUEST,[]
1,45017952.0,797,IS_ACCEPTED_BY_TRAVELLER,[]
1,510841574.0,874,ARRIVES_AT_PICKUP,[]
1,510841574.0,874,MEETS_TRAVELLER_AT_PICKUP,[]
1,510841574.0,904,DEPARTS_FROM_PICKUP,[8]
1,5040974850.0,1042,ARRIVES_AT_DROPOFF,[8]
1,5040974850.0,1137,RECEIVES_REQUEST,[]
1,5040974850.0,1137,ACCEPTS_REQUEST,[]
1,5040974850.0,1157,IS_ACCEPTED_BY_TRAVELLER,[]
1,44997882.0,1215,ARRIVES_AT_PICKUP,[]
1,44997882.0,1215,MEETS_TRAVELLER_AT_PICKUP,[]
1,44997882.0,1245,DEPARTS_FROM_PICKUP,[14]
1,45022517.0,1353,ARRIVES_AT_DROPOFF,[14]
1,45022517.0,1377,RECEIVES_REQUEST,[]
1,45022517.0,1377,REJECTS_REQUEST,[]
1,45022517.0,1617,RECEIVES_REQUEST,[]
1,45022517.0,1617,REJECTS_REQUEST,[]
1,45022517.0,1737,RECEIVES_REQUEST,[]
1,45022517.0,1737,ACCEPTS_REQUEST,[]
1,45022517.0,1757,IS_ACCEPTED_BY_TRAVELLER,[]
1,520773599.0,1905,ARRIVES_AT_PICKUP,[]
1,520773599.0,1905,MEETS_TRAVELLER_AT_PICKUP,[]
1,520773599.0,1935,DEPARTS_FROM_PICKUP,[22]
1,44989718.0,2066,ARRIVES_AT_DROPOFF,[22]
1,44989718.0,2217,RECEIVES_REQUEST,[]
1,44989718.0,2217,ACCEPTS_REQUEST,[]
1,44989718.0,2237,IS_ACCEPTED_BY_TRAVELLER,[]
1,838045958.0,2353,ARRIVES_AT_PICKUP,[]
1,838045958.0,2353,MEETS_TRAVELLER_AT_PICKUP,[]
1,838045958.0,2383,DEPARTS_FROM_PICKUP,[27]
1,520831195.0,2651,ARRIVES_AT_DROPOFF,[27]
1,520831195.0,2697,RECEIVES_REQUEST,[]
1,520831195.0,2697,ACCEPTS_REQUEST,[]
1,520831195.0,2717,IS_ACCEPTED_BY_TRAVELLER,[]
1,520813048.0,2750,ARRIVES_AT_PICKUP,[]
1,520813048.0,2750,MEETS_TRAVELLER_AT_PICKUP,[]
1,520813048.0,2780,DEPARTS_FROM_PICKUP,[31]
1,44964616.0,2926,ARRIVES_AT_DROPOFF,[31]
1,44964616.0,2937,RECEIVES_REQUEST,[]
1,44964616.0,2937,IS_REJECTED_BY_TRAVELLER,[]
1,44964616.0,3057,RECEIVES_REQUEST,[]
1,44964616.0,3057,ACCEPTS_REQUEST,[]
1,44964616.0,3077,IS_ACCEPTED_BY_TRAVELLER,[]
1,45008610.0,3212,ARRIVES_AT_PICKUP,[]
1,45008610.0,3212,MEETS_TRAVELLER_AT_PICKUP,[]
1,45008610.0,3242,DEPARTS_FROM_PICKUP,[36]
1,44977983.0,3355,ARRIVES_AT_DROPOFF,[36]
1,44977983.0,3417,RECEIVES_REQUEST,[]
1,44977983.0,3417,IS_REJECTED_BY_TRAVELLER,[]
1,44977983.0,3537,RECEIVES_REQUEST,[]
1,44977983.0,3537,ACCEPTS_REQUEST,[]
1,44977983.0,3557,IS_ACCEPTED_BY_TRAVELLER,[]
1,500965113.0,3605,ARRIVES_AT_PICKUP,[]
1,500965113.0,3605,MEETS_TRAVELLER_AT_PICKUP,[]
1,500965113.0,3635,DEPARTS_FROM_PICKUP,[39]
1,522125203.0,3747,ARRIVES_AT_DROPOFF,[39]
1,522125203.0,10799,ENDS_SHIFT,[]
2,1430378819.0,0,STARTS_DAY,[]
2,1430378819.0,0,OPENS_APP,[]
2,1430378819.0,57,RECEIVES_REQUEST,[]
2,1430378819.0,69,ACCEPTS_REQUEST,[]
2,1430378819.0,89,IS_ACCEPTED_BY_TRAVELLER,[]
2,45003905.0,183,ARRIVES_AT_PICKUP,[]
2,45003905.0,183,MEETS_TRAVELLER_AT_PICKUP,[]
2,45003905.0,213,DEPARTS_FROM_PICKUP,[1]
2,45003346.0,283,ARRIVES_AT_DROPOFF,[1]
2,45003346.0,417,RECEIVES_REQUEST,[]
2,45003346.0,417,ACCEPTS_REQUEST,[]
2,45003346.0,437,IS_ACCEPTED_BY_TRAVELLER,[]
2,45007130.0,529,ARRIVES_AT_PICKUP,[]
2,45007130.0,529,MEETS_TRAVELLER_AT_PICKUP,[]
2,45007130.0,559,DEPARTS_FROM_PICKUP,[4]
2,44990922.0,695,ARRIVES_AT_DROPOFF,[4]
2,44990922.0,777,RECEIVES_REQUEST,[]
2,44990922.0,777,ACCEPTS_REQUEST,[]
2,44990922.0,797,IS_ACCEPTED_BY_TRAVELLER,[]
2,1967365383.0,854,ARRIVES_AT_PICKUP,[]
2,1967365383.0,854,MEETS_TRAVELLER_AT_PICKUP,[]
2,1967365383.0,884,DEPARTS_FROM_PICKUP,[10]
2,1670703736.0,1095,ARRIVES_AT_DROPOFF,[10]
2,1670703736.0,1137,RECEIVES_REQUEST,[]
2,1670703736.0,1137,ACCEPTS_REQUEST,[]
2,1670703736.0,1157,IS_ACCEPTED_BY_TRAVELLER,[]
2,552348325.0,1220,ARRIVES_AT_PICKUP,[]
2,552348325.0,1220,MEETS_TRAVELLER_AT_PICKUP,[]
2,552348325.0,1250,DEPARTS_FROM_PICKUP,[11]
2,45011500.0,1341,ARRIVES_AT_DROPOFF,[11]
2,45011500.0,1377,RECEIVES_REQUEST,[]
2,45011500.0,1377,IS_REJECTED_BY_TRAVELLER,[]
2,45011500.0,1617,RECEIVES_REQUEST,[]
2,45011500.0,1617,IS_REJECTED_BY_TRAVELLER,[]
2,45011500.0,1737,RECEIVES_REQUEST,[]
2,45011500.0,1737,IS_REJECTED_BY_TRAVELLER,[]
2,45011500.0,1857,RECEIVES_REQUEST,[]
2,45011500.0,1857,ACCEPTS_REQUEST,[]
2,45011500.0,1877,IS_ACCEPTED_BY_TRAVELLER,[]
2,44990922.0,1924,ARRIVES_AT_PICKUP,[]
2,44990922.0,1924,MEETS_TRAVELLER_AT_PICKUP,[]
2,44990922.0,1954,DEPARTS_FROM_PICKUP,[24]
2,3044229612.0,2024,ARRIVES_AT_DROPOFF,[24]
2,3044229612.0,2097,RECEIVES_REQUEST,[]
2,3044229612.0,2097,IS_REJECTED_BY_TRAVELLER,[]
2,3044229612.0,2217,RECEIVES_REQUEST,[]
2,3044229612.0,2217,ACCEPTS_REQUEST,[]
2,3044229612.0,2237,IS_ACCEPTED_BY_TRAVELLER,[]
2,513920027.0,2309,ARRIVES_AT_PICKUP,[]
2,513920027.0,2309,MEETS_TRAVELLER_AT_PICKUP,[]
2,513920027.0,2339,DEPARTS_FROM_PICKUP,[26]
2,45005027.0,2507,ARRIVES_AT_DROPOFF,[26]
2,45005027.0,2577,RECEIVES_REQUEST,[]
2,45005027.0,2577,ACCEPTS_REQUEST,[]
2,45005027.0,2597,IS_ACCEPTED_BY_TRAVELLER,[]
2,45004484.0,2670,ARRIVES_AT_PICKUP,[]
2,45004484.0,2670,MEETS_TRAVELLER_AT_PICKUP,[]
2,45004484.0,2700,DEPARTS_FROM_PICKUP,[32]
2,45005024.0,2876,ARRIVES_AT_DROPOFF,[32]
2,45005024.0,2937,RECEIVES_REQUEST,[]
2,45005024.0,2937,ACCEPTS_REQUEST,[]
2,45005024.0,2957,IS_ACCEPTED_BY_TRAVELLER,[]
2,1590515649.0,3049,ARRIVES_AT_PICKUP,[]
2,1590515649.0,3049,MEETS_TRAVELLER_AT_PICKUP,[]
2,1590515649.0,3079,DEPARTS_FROM_PICKUP,[35]
2,1619407404.0,3387,ARRIVES_AT_DROPOFF,[35]
2,1619407404.0,3417,RECEIVES_REQUEST,[]
2,1619407404.0,3417,ACCEPTS_REQUEST,[]
2,1619407404.0,3437,IS_ACCEPTED_BY_TRAVELLER,[]
2,45031753.0,3601,ARRIVES_AT_PICKUP,[]
2,45031753.0,3601,MEETS_TRAVELLER_AT_PICKUP,[]
2,45031753.0,3631,DEPARTS_FROM_PICKUP,[38]
2,1665808435.0,3849,ARRIVES_AT_DROPOFF,[38]
2,1665808435.0,10799,ENDS_SHIFT,[]
3,45007130.0,0,STARTS_DAY,[]
3,45007130.0,0,OPENS_APP,[]
3,45007130.0,57,RECEIVES_REQUEST,[]
3,45007130.0,57,ACCEPTS_REQUEST,[]
3,45007130.0,77,IS_ACCEPTED_BY_TRAVELLER,[]
3,5257342097.0,89,ARRIVES_AT_PICKUP,[]
3,5257342097.0,89,MEETS_TRAVELLER_AT_PICKUP,[]
3,5257342097.0,119,DEPARTS_FROM_PICKUP,[0]
3,45000745.0,152,ARRIVES_AT_DROPOFF,[0]
3,45000745.0,177,RECEIVES_REQUEST,[]
3,45000745.0,177,ACCEPTS_REQUEST,[]
3,45000745.0,197,IS_ACCEPTED_BY_TRAVELLER,[]
3,522125156.0,272,ARRIVES_AT_PICKUP,[]
3,522125156.0,272,MEETS_TRAVELLER_AT_PICKUP,[]
3,522125156.0,302,DEPARTS_FROM_PICKUP,[2]
3,44996092.0,541,ARRIVES_AT_DROPOFF,[2]
3,44996092.0,657,RECEIVES_REQUEST,[]
3,44996092.0,657,IS_REJECTED_BY_TRAVELLER,[]
3,44996092.0,777,RECEIVES_REQUEST,[]
3,44996092.0,777,REJECTS_REQUEST,[]
3,44996092.0,897,RECEIVES_REQUEST,[]
3,44996092.0,897,ACCEPTS_REQUEST,[]
3,44996092.0,917,IS_ACCEPTED_BY_TRAVELLER,[]
3,44969498.0,1083,ARRIVES_AT_PICKUP,[]
3,44969498.0,1083,MEETS_TRAVELLER_AT_PICKUP,[]
3,44969498.0,1113,DEPARTS_FROM_PICKUP,[12]
3,1454318509.0,1296,ARRIVES_AT_DROPOFF,[12]
3,1454318509.0,1377,RECEIVES_REQUEST,[]
3,1454318509.0,1377,ACCEPTS_REQUEST,[]
3,1454318509.0,1397,IS_ACCEPTED_BY_TRAVELLER,[]
3,44979753.0,1481,ARRIVES_AT_PICKUP,[]
3,44979753.0,1481,MEETS_TRAVELLER_AT_PICKUP,[]
3,44979753.0,1511,DEPARTS_FROM_PICKUP,[13]
3,1665808438.0,1636,ARRIVES_AT_DROPOFF,[13]
3,1665808438.0,1737,RECEIVES_REQUEST,[]
3,1665808438.0,1737,REJECTS_REQUEST,[]
3,1665808438.0,1857,RECEIVES_REQUEST,[]
3,1665808438.0,1857,ACCEPTS_REQUEST,[]
3,1665808438.0,1877,IS_ACCEPTED_BY_TRAVELLER,[]
3,1670703736.0,2003,ARRIVES_AT_PICKUP,[]
