veh,pos,t,event,paxes
1,45024537.0,0,STARTS_DAY,[]
1,45024537.0,0,OPENS_APP,[]
1,45024537.0,2316,RECEIVES_REQUEST,[]
1,45024537.0,2316,IS_REJECTED_BY_TRAVELLER,[]
1,45024537.0,3036,RECEIVES_REQUEST,[]
1,45024537.0,3036,REJECTS_REQUEST,[]
1,45024537.0,3276,RECEIVES_REQUEST,[]
1,45024537.0,3276,REJECTS_REQUEST,[]
1,45024537.0,3276,RECEIVES_REQUEST,[]
1,45024537.0,3276,REJECTS_REQUEST,[]
1,45024537.0,3396,RECEIVES_REQUEST,[]
1,45024537.0,3396,REJECTS_REQUEST,[]
1,45024537.0,3516,RECEIVES_REQUEST,[]
1,45024537.0,3516,REJECTS_REQUEST,[]
1,45024537.0,3516,RECEIVES_REQUEST,[]
1,45024537.0,3516,REJECTS_REQUEST,[]
1,45024537.0,10799,ENDS_SHIFT,[]
2,45021401.0,0,STARTS_DAY,[]
2,45021401.0,0,OPENS_APP,[]
2,45021401.0,156,RECEIVES_REQUEST,[]
2,45021401.0,156,ACCEPTS_REQUEST,[]
2,45021401.0,176,IS_ACCEPTED_BY_TRAVELLER,[]
2,45036899.0,217,ARRIVES_AT_PICKUP,[]
2,45036899.0,217,MEETS_TRAVELLER_AT_PICKUP,[]
2,45036899.0,247,DEPARTS_FROM_PICKUP,[2]
2,45011501.0,424,ARRIVES_AT_DROPOFF,[2]
2,45011501.0,756,RECEIVES_REQUEST,[]
2,45011501.0,756,ACCEPTS_REQUEST,[]
2,45011501.0,776,IS_ACCEPTED_BY_TRAVELLER,[]
2,44969500.0,978,ARRIVES_AT_PICKUP,[]
2,44969500.0,978,MEETS_TRAVELLER_AT_PICKUP,[]
2,44969500.0,1008,DEPARTS_FROM_PICKUP,[6]
2,1665808438.0,1220,ARRIVES_AT_DROPOFF,[6]
2,1665808438.0,1356,RECEIVES_REQUEST,[]
2,1665808438.0,1356,ACCEPTS_REQUEST,[]
2,45007127.0,1372,ARRIVES_AT_PICKUP,[]
2,45007127.0,1376,IS_ACCEPTED_BY_TRAVELLER,[]
2,45007127.0,1376,MEETS_TRAVELLER_AT_PICKUP,[]
2,45007127.0,1406,DEPARTS_FROM_PICKUP,[14]
2,45002624.0,1444,ARRIVES_AT_DROPOFF,[14]
2,45002624.0,1476,RECEIVES_REQUEST,[]
2,45002624.0,1476,ACCEPTS_REQUEST,[]
2,45002624.0,1496,IS_ACCEPTED_BY_TRAVELLER,[]
2,44994696.0,1554,ARRIVES_AT_PICKUP,[]
2,44994696.0,1554,MEETS_TRAVELLER_AT_PICKUP,[]
2,44994696.0,1584,DEPARTS_FROM_PICKUP,[15]
2,1430378821.0,1674,ARRIVES_AT_DROPOFF,[15]
2,1430378821.0,3036,RECEIVES_REQUEST,[]
2,1430378821.0,3036,REJECTS_REQUEST,[]
2,1430378821.0,3276,RECEIVES_REQUEST,[]
2,1430378821.0,3276,REJECTS_REQUEST,[]
2,1430378821.0,3276,RECEIVES_REQUEST,[]
2,1430378821.0,3276,REJECTS_REQUEST,[]
2,1430378821.0,3396,RECEIVES_REQUEST,[]
2,1430378821.0,3396,REJECTS_REQUEST,[]
2,1430378821.0,3516,RECEIVES_REQUEST,[]
2,1430378821.0,3516,REJECTS_REQUEST,[]
2,1430378821.0,3516,RECEIVES_REQUEST,[]
2,1430378821.0,3516,REJECTS_REQUEST,[]
2,1430378821.0,10799,ENDS_SHIFT,[]
3,44981880.0,0,STARTS_DAY,[]
3,44981880.0,0,OPENS_APP,[]
3,44981880.0,996,RECEIVES_REQUEST,[]
3,44981880.0,1008,ACCEPTS_REQUEST,[]
3,44981880.0,1028,IS_ACCEPTED_BY_TRAVELLER,[]
3,510615535.0,1070,ARRIVES_AT_PICKUP,[]
3,510615535.0,1070,MEETS_TRAVELLER_AT_PICKUP,[]
3,510615535.0,1100,DEPARTS_FROM_PICKUP,[10]
3,541199371.0,1171,ARRIVES_AT_DROPOFF,[10]
3,541199371.0,1716,RECEIVES_REQUEST,[]
3,541199371.0,1716,ACCEPTS_REQUEST,[]
3,541199371.0,1736,IS_ACCEPTED_BY_TRAVELLER,[]
3,45000745.0,1794,ARRIVES_AT_PICKUP,[]
3,45000745.0,1794,MEETS_TRAVELLER_AT_PICKUP,[]
3,45000745.0,1824,DEPARTS_FROM_PICKUP,[17]
3,45000375.0,1888,ARRIVES_AT_DROPOFF,[17]
3,45000375.0,2436,RECEIVES_REQUEST,[]
3,45000375.0,2440,ACCEPTS_REQUEST,[]
3,45000375.0,2460,IS_ACCEPTED_BY_TRAVELLER,[]
3,1789019297.0,2562,ARRIVES_AT_PICKUP,[]
3,1789019297.0,2562,MEETS_TRAVELLER_AT_PICKUP,[]
3,1789019297.0,2592,DEPARTS_FROM_PICKUP,[25]
3,45016501.0,2815,ARRIVES_AT_DROPOFF,[25]
3,45016501.0,2916,RECEIVES_REQUEST,[]
3,45016501.0,2916,ACCEPTS_REQUEST,[]
3,45016501.0,2936,IS_ACCEPTED_BY_TRAVELLER,[]
3,44996083.0,3009,ARRIVES_AT_PICKUP,[]
3,44996083.0,3009,MEETS_TRAVELLER_AT_PICKUP,[]
3,44996083.0,3039,DEPARTS_FROM_PICKUP,[31]
3,45022511.0,3133,ARRIVES_AT_DROPOFF,[31]
3,45022511.0,3276,RECEIVES_REQUEST,[]
3,45022511.0,3276,REJECTS_REQUEST,[]
3,45022511.0,3276,RECEIVES_REQUEST,[]
3,45022511.0,3276,REJECTS_REQUEST,[]
3,45022511.0,3396,RECEIVES_REQUEST,[]
3,45022511.0,3396,ACCEPTS_REQUEST,[]
3,45022511.0,3416,IS_ACCEPTED_BY_TRAVELLER,[]
3,550771714.0,3490,ARRIVES_AT_PICKUP,[]
3,550771714.0,3490,MEETS_TRAVELLER_AT_PICKUP,[]
3,550771714.0,3520,DEPARTS_FROM_PICKUP,[37]
3,44977415.0,3577,ARRIVES_AT_DROPOFF,[37]
3,44977415.0,3636,RECEIVES_REQUEST,[]
3,44977415.0,3636,ACCEPTS_REQUEST,[]
3,44977415.0,3656,IS_ACCEPTED_BY_TRAVELLER,[]
3,44996087.0,3698,ARRIVES_AT_PICKUP,[]
3,44996087.0,3698,MEETS_TRAVELLER_AT_PICKUP,[]
3,44996087.0,3728,DEPARTS_FROM_PICKUP,[39]
3,45007582.0,3790,ARRIVES_AT_DROPOFF,[39]
3,45007582.0,3876,RECEIVES_REQUEST,[]
3,45007582.0,3876,ACCEPTS_REQUEST,[]
3,45007582.0,3896,IS_ACCEPTED_BY_TRAVELLER,[]
3,1631846303.0,4004,ARRIVES_AT_PICKUP,[]
3,1631846303.0,4004,MEETS_TRAVELLER_AT_PICKUP,[]
3,1631846303.0,4034,DEPARTS_FROM_PICKUP,[38]
3,45026014.0,4305,ARRIVES_AT_DROPOFF,[38]
3,45026014.0,10799,ENDS_SHIFT,[]
4,44994289.0,0,STARTS_DAY,[]
4,44994289.0,0,OPENS_APP,[]
4,44994289.0,156,RECEIVES_REQUEST,[]
4,44994289.0,156,ACCEPTS_REQUEST,[]
4,44994289.0,176,IS_ACCEPTED_BY_TRAVELLER,[]
4,1402824275.0,251,ARRIVES_AT_PICKUP,[]
4,1402824275.0,251,MEETS_TRAVELLER_AT_PICKUP,[]
4,1402824275.0,281,DEPARTS_FROM_PICKUP,[1]
4,515753071.0,493,ARRIVES_AT_DROPOFF,[1]
4,515753071.0,756,RECEIVES_REQUEST,[]
4,515753071.0,756,ACCEPTS_REQUEST,[]
4,515753071.0,776,IS_ACCEPTED_BY_TRAVELLER,[]
4,541199370.0,798,ARRIVES_AT_PICKUP,[]
4,541199370.0,798,MEETS_TRAVELLER_AT_PICKUP,[]
4,541199370.0,828,DEPARTS_FROM_PICKUP,[7]
4,45002624.0,923,ARRIVES_AT_DROPOFF,[7]
4,45002624.0,1956,RECEIVES_REQUEST,[]
4,45002624.0,1958,ACCEPTS_REQUEST,[]
4,45002624.0,1978,IS_ACCEPTED_BY_TRAVELLER,[]
4,45012428.0,1990,ARRIVES_AT_PICKUP,[]
4,45012428.0,1990,MEETS_TRAVELLER_AT_PICKUP,[]
4,45012428.0,2020,DEPARTS_FROM_PICKUP,[18]
4,515739632.0,2131,ARRIVES_AT_DROPOFF,[18]
