veh,pos,t,event,paxes
1,44986752.0,0,STARTS_DAY,[]
1,44986752.0,0,OPENS_APP,[]
1,44986752.0,11,RECEIVES_REQUEST,[]
1,44986752.0,15,ACCEPTS_REQUEST,[]
1,44986752.0,35,IS_ACCEPTED_BY_TRAVELLER,[]
1,44974257.0,88,ARRIVES_AT_PICKUP,[]
1,44974257.0,88,MEETS_TRAVELLER_AT_PICKUP,[]
1,44974257.0,118,DEPARTS_FROM_PICKUP,[0]
1,44986213.0,161,ARRIVES_AT_DROPOFF,[0]
1,44986213.0,251,RECEIVES_REQUEST,[]
1,44986213.0,251,ACCEPTS_REQUEST,[]
1,44986213.0,271,IS_ACCEPTED_BY_TRAVELLER,[]
1,44977980.0,309,ARRIVES_AT_PICKUP,[]
1,44977980.0,309,MEETS_TRAVELLER_AT_PICKUP,[]
1,44977980.0,339,DEPARTS_FROM_PICKUP,[2]
1,44994289.0,454,ARRIVES_AT_DROPOFF,[2]
1,44994289.0,491,RECEIVES_REQUEST,[]
1,44994289.0,491,REJECTS_REQUEST,[]
1,44994289.0,1451,RECEIVES_REQUEST,[]
1,44994289.0,1451,ACCEPTS_REQUEST,[]
1,44994289.0,1471,IS_ACCEPTED_BY_TRAVELLER,[]
1,44984385.0,1535,ARRIVES_AT_PICKUP,[]
1,44984385.0,1535,MEETS_TRAVELLER_AT_PICKUP,[]
1,44984385.0,1565,DEPARTS_FROM_PICKUP,[13]
1,44992296.0,1718,ARRIVES_AT_DROPOFF,[13]
1,44992296.0,1931,RECEIVES_REQUEST,[]
1,44992296.0,1931,ACCEPTS_REQUEST,[]
1,44992296.0,1951,IS_ACCEPTED_BY_TRAVELLER,[]
1,1590515655.0,2026,ARRIVES_AT_PICKUP,[]
1,1590515655.0,2026,MEETS_TRAVELLER_AT_PICKUP,[]
1,1590515655.0,2056,DEPARTS_FROM_PICKUP,[18]
1,44991289.0,2165,ARRIVES_AT_DROPOFF,[18]
1,44991289.0,2771,RECEIVES_REQUEST,[]
1,44991289.0,2771,ACCEPTS_REQUEST,[]
1,44991289.0,2791,IS_ACCEPTED_BY_TRAVELLER,[]
1,2502729245.0,2893,ARRIVES_AT_PICKUP,[]
1,2502729245.0,2893,MEETS_TRAVELLER_AT_PICKUP,[]
1,2502729245.0,2923,DEPARTS_FROM_PICKUP,[29]
1,44994697.0,3124,ARRIVES_AT_DROPOFF,[29]
1,44994697.0,3251,RECEIVES_REQUEST,[]
1,44994697.0,3251,ACCEPTS_REQUEST,[]
1,44994697.0,3271,IS_ACCEPTED_BY_TRAVELLER,[]
1,45004316.0,3370,ARRIVES_AT_PICKUP,[]
1,45004316.0,3370,MEETS_TRAVELLER_AT_PICKUP,[]
1,45004316.0,3400,DEPARTS_FROM_PICKUP,[34]
1,5198463274.0,3531,ARRIVES_AT_DROPOFF,[34]
1,5198463274.0,3611,RECEIVES_REQUEST,[]
1,5198463274.0,3611,ACCEPTS_REQUEST,[]
1,5198463274.0,3631,IS_ACCEPTED_BY_TRAVELLER,[]
1,44992299.0,3691,ARRIVES_AT_PICKUP,[]
1,44992299.0,3691,MEETS_TRAVELLER_AT_PICKUP,[]
1,44992299.0,3721,DEPARTS_FROM_PICKUP,[38]
1,45003347.0,3810,ARRIVES_AT_DROPOFF,[38]
1,45003347.0,10799,ENDS_SHIFT,[]
2,44975074.0,0,STARTS_DAY,[]
2,44975074.0,0,OPENS_APP,[]
2,44975074.0,251,RECEIVES_REQUEST,[]
2,44975074.0,251,REJECTS_REQUEST,[]
2,44975074.0,611,RECEIVES_REQUEST,[]
2,44975074.0,611,ACCEPTS_REQUEST,[]
2,44975074.0,631,IS_ACCEPTED_BY_TRAVELLER,[]
