pax,pos,t,event,veh_id
0,45001822,0,STARTS_DAY,
0,45001822,0,REQUESTS_RIDE,
0,45001822,25,RECEIVES_OFFER,
0,45001822,25,ACCEPTS_OFFER,
0,45001822,45,ARRIVES_AT_PICKUP,4.0
0,45001822,45,MEETS_DRIVER_AT_PICKUP,4.0
0,45001822,75,DEPARTS_FROM_PICKUP,4.0
0,44992305,165,ARRIVES_AT_DROPOFF,4.0
0,44992305,175,SETS_OFF_FOR_DEST,
0,44992305,175,ARRIVES_AT_DEST,
1,45011500,0,STARTS_DAY,
1,45011500,73,REQUESTS_RIDE,
1,45011500,145,RECEIVES_OFFER,
1,45011500,145,ACCEPTS_OFFER,
1,45011500,165,ARRIVES_AT_PICKUP,6.0
1,45011500,197,MEETS_DRIVER_AT_PICKUP,6.0
1,45011500,227,DEPARTS_FROM_PICKUP,6.0
1,44998194,347,ARRIVES_AT_DROPOFF,6.0
1,44998194,357,SETS_OFF_FOR_DEST,
1,44998194,357,ARRIVES_AT_DEST,
2,1454318552,0,STARTS_DAY,
2,1454318552,216,REQUESTS_RIDE,
2,1454318552,265,RECEIVES_OFFER,
2,1454318552,265,ACCEPTS_OFFER,
2,1454318552,285,ARRIVES_AT_PICKUP,1.0
2,1454318552,328,MEETS_DRIVER_AT_PICKUP,1.0
2,1454318552,358,DEPARTS_FROM_PICKUP,1.0
2,412118193,451,ARRIVES_AT_DROPOFF,1.0
2,412118193,461,SETS_OFF_FOR_DEST,
2,412118193,461,ARRIVES_AT_DEST,
3,771551665,0,STARTS_DAY,
3,771551665,248,REQUESTS_RIDE,
3,771551665,265,RECEIVES_OFFER,
3,771551665,265,ACCEPTS_OFFER,
3,771551665,285,ARRIVES_AT_PICKUP,4.0
3,771551665,384,MEETS_DRIVER_AT_PICKUP,4.0
3,771551665,414,DEPARTS_FROM_PICKUP,4.0
3,1432078781,433,ARRIVES_AT_DROPOFF,4.0
3,1432078781,443,SETS_OFF_FOR_DEST,
3,1432078781,443,ARRIVES_AT_DEST,
4,838045950,0,STARTS_DAY,
4,838045950,473,REQUESTS_RIDE,
4,838045950,505,RECEIVES_OFFER,
4,838045950,505,ACCEPTS_OFFER,
4,838045950,525,ARRIVES_AT_PICKUP,6.0
4,838045950,609,MEETS_DRIVER_AT_PICKUP,6.0
4,838045950,639,DEPARTS_FROM_PICKUP,6.0
4,1432078770,1040,ARRIVES_AT_DROPOFF,6.0
4,1432078770,1050,SETS_OFF_FOR_DEST,
4,1432078770,1050,ARRIVES_AT_DEST,
5,45025299,0,STARTS_DAY,
5,45025299,580,REQUESTS_RIDE,
5,45025299,625,RECEIVES_OFFER,
5,45025299,625,ACCEPTS_OFFER,
5,45025299,645,ARRIVES_AT_PICKUP,1.0
5,45025299,645,MEETS_DRIVER_AT_PICKUP,1.0
5,45025299,675,DEPARTS_FROM_PICKUP,1.0
5,1432312434,948,ARRIVES_AT_DROPOFF,1.0
5,1432312434,958,SETS_OFF_FOR_DEST,
5,1432312434,958,ARRIVES_AT_DEST,
6,45032190,0,STARTS_DAY,
6,45032190,611,REQUESTS_RIDE,
6,45032190,625,RECEIVES_OFFER,
6,45032190,625,IS_REJECTED_BY_VEHICLE,
6,45032190,625,RECEIVES_OFFER,
6,45032190,626,REJECTS_OFFER,
7,45009726,0,STARTS_DAY,
7,45009726,777,REQUESTS_RIDE,
7,45009726,865,RECEIVES_OFFER,
7,45009726,865,ACCEPTS_OFFER,
7,45009726,885,ARRIVES_AT_PICKUP,3.0
7,45009726,922,MEETS_DRIVER_AT_PICKUP,3.0
7,45009726,952,DEPARTS_FROM_PICKUP,3.0
7,45025299,1196,ARRIVES_AT_DROPOFF,3.0
7,45025299,1206,SETS_OFF_FOR_DEST,
7,45025299,1206,ARRIVES_AT_DEST,
8,472323867,0,STARTS_DAY,
8,472323867,947,REQUESTS_RIDE,
8,472323867,985,RECEIVES_OFFER,
8,472323867,985,ACCEPTS_OFFER,
8,472323867,1005,ARRIVES_AT_PICKUP,7.0
8,472323867,1138,MEETS_DRIVER_AT_PICKUP,7.0
8,472323867,1168,DEPARTS_FROM_PICKUP,7.0
8,44990927,1371,ARRIVES_AT_DROPOFF,7.0
8,44990927,1381,SETS_OFF_FOR_DEST,
8,44990927,1381,ARRIVES_AT_DEST,
9,44976031,0,STARTS_DAY,
9,44976031,969,REQUESTS_RIDE,
9,44976031,985,RECEIVES_OFFER,
9,44976031,985,ACCEPTS_OFFER,
9,44976031,1005,ARRIVES_AT_PICKUP,5.0
9,44976031,1120,MEETS_DRIVER_AT_PICKUP,5.0
9,44976031,1150,DEPARTS_FROM_PICKUP,5.0
9,45005027,1254,ARRIVES_AT_DROPOFF,5.0
9,45005027,1264,SETS_OFF_FOR_DEST,
9,45005027,1264,ARRIVES_AT_DEST,
10,44999015,0,STARTS_DAY,
10,44999015,1044,REQUESTS_RIDE,
10,44999015,1105,RECEIVES_OFFER,
10,44999015,1105,ACCEPTS_OFFER,
10,44999015,1125,ARRIVES_AT_PICKUP,1.0
10,44999015,1178,MEETS_DRIVER_AT_PICKUP,1.0
10,44999015,1208,DEPARTS_FROM_PICKUP,1.0
10,5040974833,1313,ARRIVES_AT_DROPOFF,1.0
10,5040974833,1323,SETS_OFF_FOR_DEST,
10,5040974833,1323,ARRIVES_AT_DEST,
