veh,pos,t,event,paxes
1,513920027.0,0,STARTS_DAY,[]
1,513920027.0,0,OPENS_APP,[]
1,513920027.0,242,RECEIVES_REQUEST,[]
1,513920027.0,242,ACCEPTS_REQUEST,[]
1,513920027.0,262,IS_ACCEPTED_BY_TRAVELLER,[]
1,45011956.0,339,ARRIVES_AT_PICKUP,[]
1,45011956.0,339,MEETS_TRAVELLER_AT_PICKUP,[]
1,45011956.0,369,DEPARTS_FROM_PICKUP,[2]
1,520819490.0,448,ARRIVES_AT_DROPOFF,[2]
1,520819490.0,482,RECEIVES_REQUEST,[]
1,520819490.0,482,ACCEPTS_REQUEST,[]
1,520819490.0,502,IS_ACCEPTED_BY_TRAVELLER,[]
1,522125165.0,571,ARRIVES_AT_PICKUP,[]
1,522125165.0,571,MEETS_TRAVELLER_AT_PICKUP,[]
1,522125165.0,601,DEPARTS_FROM_PICKUP,[5]
1,510874713.0,693,ARRIVES_AT_DROPOFF,[5]
1,510874713.0,842,RECEIVES_REQUEST,[]
1,510874713.0,842,ACCEPTS_REQUEST,[]
1,510874713.0,862,IS_ACCEPTED_BY_TRAVELLER,[]
1,45011956.0,932,ARRIVES_AT_PICKUP,[]
1,45011956.0,932,MEETS_TRAVELLER_AT_PICKUP,[]
1,45011956.0,962,DEPARTS_FROM_PICKUP,[8]
1,45017204.0,980,ARRIVES_AT_DROPOFF,[8]
1,45017204.0,1322,RECEIVES_REQUEST,[]
1,45017204.0,1322,ACCEPTS_REQUEST,[]
1,45017204.0,1342,IS_ACCEPTED_BY_TRAVELLER,[]
1,44995156.0,1385,ARRIVES_AT_PICKUP,[]
1,44995156.0,1385,MEETS_TRAVELLER_AT_PICKUP,[]
1,44995156.0,1415,DEPARTS_FROM_PICKUP,[13]
1,44994696.0,1566,ARRIVES_AT_DROPOFF,[13]
1,44994696.0,1802,RECEIVES_REQUEST,[]
1,44994696.0,1802,ACCEPTS_REQUEST,[]
1,44994696.0,1822,IS_ACCEPTED_BY_TRAVELLER,[]
1,45006627.0,1865,ARRIVES_AT_PICKUP,[]
1,45006627.0,1865,MEETS_TRAVELLER_AT_PICKUP,[]
1,45006627.0,1895,DEPARTS_FROM_PICKUP,[21]
1,4290089184.0,1977,ARRIVES_AT_DROPOFF,[21]
1,4290089184.0,2882,RECEIVES_REQUEST,[]
1,4290089184.0,2882,REJECTS_REQUEST,[]
1,4290089184.0,3242,RECEIVES_REQUEST,[]
1,4290089184.0,3242,ACCEPTS_REQUEST,[]
1,4290089184.0,3262,IS_ACCEPTED_BY_TRAVELLER,[]
1,1430043106.0,3308,ARRIVES_AT_PICKUP,[]
1,1430043106.0,3308,MEETS_TRAVELLER_AT_PICKUP,[]
1,1430043106.0,3338,DEPARTS_FROM_PICKUP,[36]
1,552348325.0,3600,ARRIVES_AT_DROPOFF,[36]
1,552348325.0,3722,RECEIVES_REQUEST,[]
1,552348325.0,3722,IS_REJECTED_BY_TRAVELLER,[]
1,552348325.0,10799,ENDS_SHIFT,[]
2,2502729245.0,0,STARTS_DAY,[]
2,2502729245.0,0,OPENS_APP,[]
2,2502729245.0,242,RECEIVES_REQUEST,[]
2,2502729245.0,242,ACCEPTS_REQUEST,[]
2,2502729245.0,262,IS_ACCEPTED_BY_TRAVELLER,[]
2,44975073.0,316,ARRIVES_AT_PICKUP,[]
2,44975073.0,316,MEETS_TRAVELLER_AT_PICKUP,[]
2,44975073.0,346,DEPARTS_FROM_PICKUP,[3]
2,306568311.0,523,ARRIVES_AT_DROPOFF,[3]
2,306568311.0,1322,RECEIVES_REQUEST,[]
2,306568311.0,1322,ACCEPTS_REQUEST,[]
2,306568311.0,1342,IS_ACCEPTED_BY_TRAVELLER,[]
2,44975079.0,1362,ARRIVES_AT_PICKUP,[]
2,44975079.0,1362,MEETS_TRAVELLER_AT_PICKUP,[]
2,44975079.0,1392,DEPARTS_FROM_PICKUP,[12]
2,1665808439.0,1527,ARRIVES_AT_DROPOFF,[12]
2,1665808439.0,1802,RECEIVES_REQUEST,[]
2,1665808439.0,1802,ACCEPTS_REQUEST,[]
2,1665808439.0,1822,IS_ACCEPTED_BY_TRAVELLER,[]
2,519783531.0,1828,ARRIVES_AT_PICKUP,[]
2,519783531.0,1828,MEETS_TRAVELLER_AT_PICKUP,[]
2,519783531.0,1858,DEPARTS_FROM_PICKUP,[20]
2,45009078.0,1939,ARRIVES_AT_DROPOFF,[20]
2,45009078.0,2402,RECEIVES_REQUEST,[]
2,45009078.0,2402,IS_REJECTED_BY_TRAVELLER,[]
2,45009078.0,2762,RECEIVES_REQUEST,[]
2,45009078.0,2762,ACCEPTS_REQUEST,[]
2,45009078.0,2782,IS_ACCEPTED_BY_TRAVELLER,[]
2,44993509.0,2835,ARRIVES_AT_PICKUP,[]
2,44993509.0,2835,MEETS_TRAVELLER_AT_PICKUP,[]
2,44993509.0,2865,DEPARTS_FROM_PICKUP,[30]
2,1552542881.0,2999,ARRIVES_AT_DROPOFF,[30]
2,1552542881.0,3242,RECEIVES_REQUEST,[]
2,1552542881.0,3242,ACCEPTS_REQUEST,[]
2,1552542881.0,3262,IS_ACCEPTED_BY_TRAVELLER,[]
2,1789019297.0,3454,ARRIVES_AT_PICKUP,[]
2,1789019297.0,3454,MEETS_TRAVELLER_AT_PICKUP,[]
2,1789019297.0,3484,DEPARTS_FROM_PICKUP,[35]
2,1432312449.0,3840,ARRIVES_AT_DROPOFF,[35]
2,1432312449.0,10799,ENDS_SHIFT,[]
3,44986206.0,0,STARTS_DAY,[]
3,44986206.0,0,OPENS_APP,[]
3,44986206.0,2,RECEIVES_REQUEST,[]
3,44986206.0,15,ACCEPTS_REQUEST,[]
3,44986206.0,35,IS_ACCEPTED_BY_TRAVELLER,[]
3,44977980.0,51,ARRIVES_AT_PICKUP,[]
3,44977980.0,51,MEETS_TRAVELLER_AT_PICKUP,[]
3,44977980.0,81,DEPARTS_FROM_PICKUP,[0]
3,44980265.0,135,ARRIVES_AT_DROPOFF,[0]
3,44980265.0,362,RECEIVES_REQUEST,[]
3,44980265.0,362,ACCEPTS_REQUEST,[]
3,44980265.0,382,IS_ACCEPTED_BY_TRAVELLER,[]
3,2802457954.0,539,ARRIVES_AT_PICKUP,[]
3,2802457954.0,539,MEETS_TRAVELLER_AT_PICKUP,[]
3,2802457954.0,569,DEPARTS_FROM_PICKUP,[4]
3,1130072619.0,707,ARRIVES_AT_DROPOFF,[4]
3,1130072619.0,962,RECEIVES_REQUEST,[]
3,1130072619.0,962,ACCEPTS_REQUEST,[]
3,1130072619.0,982,IS_ACCEPTED_BY_TRAVELLER,[]
3,45005027.0,1002,ARRIVES_AT_PICKUP,[]
3,45005027.0,1002,MEETS_TRAVELLER_AT_PICKUP,[]
3,45005027.0,1032,DEPARTS_FROM_PICKUP,[9]
3,4290089187.0,1108,ARRIVES_AT_DROPOFF,[9]
3,4290089187.0,1442,RECEIVES_REQUEST,[]
3,4290089187.0,1442,ACCEPTS_REQUEST,[]
