veh,pos,t,event,paxes
1,1430378819.0,0,STARTS_DAY,[]
1,1430378819.0,0,OPENS_APP,[]
1,1430378819.0,394,RECEIVES_REQUEST,[]
1,1430378819.0,394,ACCEPTS_REQUEST,[]
1,2273226090.0,413,ARRIVES_AT_PICKUP,[]
1,2273226090.0,414,IS_ACCEPTED_BY_TRAVELLER,[]
1,2273226090.0,414,MEETS_TRAVELLER_AT_PICKUP,[]
1,2273226090.0,444,DEPARTS_FROM_PICKUP,[5]
1,44985356.0,606,ARRIVES_AT_DROPOFF,[5]
1,44985356.0,634,RECEIVES_REQUEST,[]
1,44985356.0,634,ACCEPTS_REQUEST,[]
1,44985356.0,654,IS_ACCEPTED_BY_TRAVELLER,[]
1,1552542887.0,747,ARRIVES_AT_PICKUP,[]
1,1552542887.0,747,MEETS_TRAVELLER_AT_PICKUP,[]
1,1552542887.0,777,DEPARTS_FROM_PICKUP,[6]
1,1430378794.0,1052,ARRIVES_AT_DROPOFF,[6]
1,1430378794.0,1594,RECEIVES_REQUEST,[]
1,1430378794.0,1594,ACCEPTS_REQUEST,[]
1,1430378794.0,1614,IS_ACCEPTED_BY_TRAVELLER,[]
1,1590515655.0,1688,ARRIVES_AT_PICKUP,[]
1,1590515655.0,1688,MEETS_TRAVELLER_AT_PICKUP,[]
1,1590515655.0,1718,DEPARTS_FROM_PICKUP,[17]
1,520837281.0,1977,ARRIVES_AT_DROPOFF,[17]
1,520837281.0,2074,RECEIVES_REQUEST,[]
1,520837281.0,2074,ACCEPTS_REQUEST,[]
1,520837281.0,2094,IS_ACCEPTED_BY_TRAVELLER,[]
1,513919514.0,2118,ARRIVES_AT_PICKUP,[]
1,513919514.0,2118,MEETS_TRAVELLER_AT_PICKUP,[]
1,513919514.0,2148,DEPARTS_FROM_PICKUP,[22]
1,44969511.0,2364,ARRIVES_AT_DROPOFF,[22]
1,44969511.0,2674,RECEIVES_REQUEST,[]
1,44969511.0,2674,IS_REJECTED_BY_TRAVELLER,[]
1,44969511.0,3034,RECEIVES_REQUEST,[]
1,44969511.0,3044,ACCEPTS_REQUEST,[]
1,44969511.0,3064,IS_ACCEPTED_BY_TRAVELLER,[]
1,45031258.0,3267,ARRIVES_AT_PICKUP,[]
1,45031258.0,3267,MEETS_TRAVELLER_AT_PICKUP,[]
1,45031258.0,3297,DEPARTS_FROM_PICKUP,[37]
1,1432312430.0,3665,ARRIVES_AT_DROPOFF,[37]
1,1432312430.0,10799,ENDS_SHIFT,[]
2,510615535.0,0,STARTS_DAY,[]
2,510615535.0,0,OPENS_APP,[]
2,510615535.0,274,RECEIVES_REQUEST,[]
2,510615535.0,274,ACCEPTS_REQUEST,[]
2,510615535.0,294,IS_ACCEPTED_BY_TRAVELLER,[]
2,45025769.0,387,ARRIVES_AT_PICKUP,[]
2,45025769.0,387,MEETS_TRAVELLER_AT_PICKUP,[]
2,45025769.0,417,DEPARTS_FROM_PICKUP,[3]
2,44991296.0,580,ARRIVES_AT_DROPOFF,[3]
2,44991296.0,994,RECEIVES_REQUEST,[]
2,44991296.0,994,IS_REJECTED_BY_TRAVELLER,[]
2,44991296.0,1354,RECEIVES_REQUEST,[]
2,44991296.0,1354,IS_REJECTED_BY_TRAVELLER,[]
2,44991296.0,1834,RECEIVES_REQUEST,[]
2,44991296.0,1834,ACCEPTS_REQUEST,[]
2,44991296.0,1854,IS_ACCEPTED_BY_TRAVELLER,[]
2,44999244.0,1909,ARRIVES_AT_PICKUP,[]
2,44999244.0,1909,MEETS_TRAVELLER_AT_PICKUP,[]
2,44999244.0,1939,DEPARTS_FROM_PICKUP,[19]
2,522125185.0,2137,ARRIVES_AT_DROPOFF,[19]
2,522125185.0,2434,RECEIVES_REQUEST,[]
2,522125185.0,2434,ACCEPTS_REQUEST,[]
2,522125185.0,2454,IS_ACCEPTED_BY_TRAVELLER,[]
2,45016272.0,2507,ARRIVES_AT_PICKUP,[]
2,45016272.0,2507,MEETS_TRAVELLER_AT_PICKUP,[]
2,45016272.0,2537,DEPARTS_FROM_PICKUP,[32]
2,510841597.0,2594,ARRIVES_AT_DROPOFF,[32]
2,510841597.0,2674,RECEIVES_REQUEST,[]
2,510841597.0,2674,ACCEPTS_REQUEST,[]
2,510841597.0,2694,IS_ACCEPTED_BY_TRAVELLER,[]
2,45017056.0,2728,ARRIVES_AT_PICKUP,[]
2,45017056.0,2728,MEETS_TRAVELLER_AT_PICKUP,[]
2,45017056.0,2758,DEPARTS_FROM_PICKUP,[35]
2,44988801.0,2861,ARRIVES_AT_DROPOFF,[35]
2,44988801.0,3034,RECEIVES_REQUEST,[]
2,44988801.0,3034,REJECTS_REQUEST,[]
2,44988801.0,3154,RECEIVES_REQUEST,[]
2,44988801.0,3154,REJECTS_REQUEST,[]
2,44988801.0,10799,ENDS_SHIFT,[]
3,45017204.0,0,STARTS_DAY,[]
3,45017204.0,0,OPENS_APP,[]
3,45017204.0,274,RECEIVES_REQUEST,[]
3,45017204.0,274,ACCEPTS_REQUEST,[]
3,45017204.0,294,IS_ACCEPTED_BY_TRAVELLER,[]
3,519520433.0,318,ARRIVES_AT_PICKUP,[]
3,519520433.0,318,MEETS_TRAVELLER_AT_PICKUP,[]
3,519520433.0,348,DEPARTS_FROM_PICKUP,[4]
3,44976024.0,596,ARRIVES_AT_DROPOFF,[4]
3,44976024.0,874,RECEIVES_REQUEST,[]
3,44976024.0,874,ACCEPTS_REQUEST,[]
3,44976024.0,894,IS_ACCEPTED_BY_TRAVELLER,[]
3,44972632.0,938,ARRIVES_AT_PICKUP,[]
3,44972632.0,938,MEETS_TRAVELLER_AT_PICKUP,[]
3,44972632.0,968,DEPARTS_FROM_PICKUP,[8]
3,45000737.0,1155,ARRIVES_AT_DROPOFF,[8]
3,45000737.0,1354,RECEIVES_REQUEST,[]
3,45000737.0,1354,ACCEPTS_REQUEST,[]
3,45000737.0,1374,IS_ACCEPTED_BY_TRAVELLER,[]
3,412117477.0,1467,ARRIVES_AT_PICKUP,[]
3,412117477.0,1467,MEETS_TRAVELLER_AT_PICKUP,[]
3,412117477.0,1497,DEPARTS_FROM_PICKUP,[14]
3,522130896.0,1520,ARRIVES_AT_DROPOFF,[14]
3,522130896.0,1834,RECEIVES_REQUEST,[]
3,522130896.0,1834,ACCEPTS_REQUEST,[]
3,522130896.0,1854,IS_ACCEPTED_BY_TRAVELLER,[]
3,5257342098.0,1923,ARRIVES_AT_PICKUP,[]
3,5257342098.0,1923,MEETS_TRAVELLER_AT_PICKUP,[]
