n,lambda,tracker,seeds,utility_mean,utility_sem,max_tv,mean_update_us,p95_update_us,peak_mem_bytes,belief_entries,joint_entries,factored_entries,storage_ratio,events_mean
8,0.0,factored,20,30.495500000000003,7.3777711823030305,nan,6.717745364049984,12.861499999999992,1024,128,4294967296,128,33554432.0,64.45
8,0.5,factored,20,-6.967500000000001,8.011881041861978,nan,8.931304388336729,17.600499999999997,1024,128,4294967296,128,33554432.0,64.45
8,1.0,factored,20,-5.490500000000001,7.769216294385641,nan,8.853885685272676,17.314999999999994,1024,128,4294967296,128,33554432.0,64.45
