model,alpha,seed,algorithm,episode,instant_regret,cumulative_regret,chosen_action,oracle_action,chosen_welfare,oracle_welfare,posterior_true_mass,true_types
DeepSeek-V3.2-live,0.0,40000,joint_psrl_coupled,97,0.0,1.85,13,13,2.85,2.85,0.999999999999995,3|2|3
DeepSeek-V3.2-live,0.0,40000,joint_psrl_coupled,98,0.0,1.85,13,13,2.85,2.85,0.999999999999995,3|2|3
DeepSeek-V3.2-live,0.0,40000,joint_psrl_coupled,99,0.0,1.85,13,13,2.85,2.85,0.999999999999995,3|2|3
DeepSeek-V3.2-live,0.0,40000,joint_psrl_coupled,100,0.0,1.85,13,13,2.85,2.85,0.999999999999995,3|2|3
DeepSeek-V3.2-live,0.0,40000,psrl_notype,1,1.85,1.85,26,13,1.0,2.85,0.015625,3|2|3
DeepSeek-V3.2-live,0.0,40000,psrl_notype,2,0.0,1.85,13,13,2.85,2.85,0.015625,3|2|3
DeepSeek-V3.2-live,0.0,40000,psrl_notype,3,0.0,1.85,13,13,2.85,2.85,0.015625,3|2|3
DeepSeek-V3.2-live,0.0,40000,psrl_notype,4,0.0,1.85,13,13,2.85,2.85,0.015625,3|2|3
DeepSeek-V3.2-live,0.0,40000,psrl_notype,5,0.0,1.85,13,13,2.85,2.85,0.015625,3|2|3
DeepSeek-V3.2-live,0.0,40000,psrl_notype,6,1.85,3.7,26,13,1.0,2.85,0.015625,3|2|3
