time,driver_id,request_id,action_code,synthetic_declined,actual_declined,intervened,reason,true_type,ptrue,rule_acc,long_trip,leaves_zone,home_ward,surge,pay,wait_time,travel_time,fare
109.0,3,0,0,False,False,True,accept,0101,0.06634354247215549,0.5076870849443109,0,0,0,1,0.333,32.0,33.0,0.333
109.0,2,1,0,False,False,True,accept,0000,0.05683870015291342,0.48867740030582685,0,0,0,1,0.707,115.0,70.0,0.707
229.0,1,3,0,False,False,True,accept,0100,0.08503337389796584,0.5288234426336555,1,0,0,1,3.424,79.0,342.0,3.424
229.0,3,2,0,False,False,True,accept,0101,0.07341012434903632,0.5218202486980726,0,0,0,1,2.398,94.0,239.0,2.398
349.0,2,4,0,False,False,True,accept,0000,0.050150909910148006,0.47530181982029607,0,0,0,1,1.367,112.0,136.0,1.367
709.0,1,7,0,False,False,True,accept,0100,0.0727182838396431,0.5121871328337481,0,0,0,1,2.977,46.0,297.0,2.977
709.0,2,5,0,False,False,True,accept,0000,0.04469255386472975,0.4643851077294595,0,0,0,1,0.743,90.0,74.0,0.743
709.0,3,6,3,True,True,True,zone_loyal,0101,0.1759981726329225,0.6692278797160449,0,1,0,1,0.805,195.0,80.0,0.805
709.0,3,9,3,True,True,True,zone_loyal,0101,0.24682441864977817,0.746793553810272,0,1,0,1,2.62,211.0,262.0,2.62
709.0,3,8,3,True,True,True,zone_loyal,0101,0.24940353972494944,0.7494029818309472,0,1,0,1,1.384,222.0,138.0,1.384
829.0,2,10,0,False,False,True,accept,0000,0.03836559710957454,0.4517311942191491,0,0,0,1,2.116,77.0,211.0,2.116
829.0,1,8,0,False,False,True,accept,0100,0.062024706033208456,0.49774130479556555,0,0,0,1,1.384,96.0,138.0,1.384
949.0,3,12,0,False,False,True,accept,0101,0.2495238702617162,0.749523425203644,0,0,0,1,1.835,156.0,183.0,1.835
1189.0,1,14,0,False,False,True,accept,0100,0.0528361755283991,0.48532862739247984,0,0,0,1,1.086,67.0,108.0,1.086
1189.0,2,9,0,False,False,True,accept,0000,0.032532399298216504,0.440064798596433,0,0,0,1,2.62,82.0,262.0,2.62
1429.0,3,15,0,False,False,True,accept,0101,0.24959384587914382,0.7495934664383627,0,0,0,1,0.543,57.0,54.0,0.543
1429.0,1,11,0,False,False,True,accept,0100,0.045001031531987645,0.4747442238490325,0,0,0,1,0.912,148.0,91.0,0.912
1669.0,2,22,0,False,False,True,accept,0000,0.027580441159781536,0.43016088231956295,0,0,0,1,1.312,50.0,131.0,1.312
1669.0,3,18,0,False,False,True,accept,0101,0.24967558587896457,0.74967528308713,0,0,0,1,1.789,100.0,178.0,1.789
1789.0,1,19,0,False,False,True,accept,0100,0.04059291591151706,0.4687893524880715,0,0,0,1,0.342,90.0,34.0,0.342
1909.0,1,24,0,False,False,True,accept,0100,0.034810340115321435,0.46097773909902107,0,0,0,1,0.706,67.0,70.0,0.706
1909.0,2,17,0,False,False,True,accept,0000,0.023380281255842527,0.42176056251168503,0,0,0,1,1.045,121.0,104.0,1.045
2029.0,3,21,0,False,False,True,accept,0101,0.24973390212682098,0.7497336540190944,0,0,0,1,0.896,59.0,89.0,0.896
2029.0,2,25,0,False,False,True,accept,0000,0.03075455174505239,0.4802307971572609,0,1,0,1,2.328,188.0,232.0,2.328
2149.0,1,26,0,False,False,True,accept,0100,0.028620543407050048,0.45261601578643695,0,0,0,1,1.688,91.0,168.0,1.688
2269.0,3,23,0,False,False,True,accept,0101,0.2497882704421849,0.7497880733165248,0,0,0,1,2.718,165.0,271.0,2.718
2509.0,1,29,0,False,False,True,accept,0100,0.024281976551462116,0.44675509703104443,0,0,0,1,0.73,58.0,73.0,0.73
2509.0,2,27,0,False,False,True,accept,0000,0.025077384837906332,0.47321673212248916,0,0,0,1,2.683,111.0,268.0,2.683
2749.0,1,32,0,False,False,True,accept,0100,0.03797519690542599,0.5558786758196799,0,0,0,1,1.769,67.0,176.0,1.769
2749.0,3,30,3,True,True,True,zone_loyal,0101,0.3276605306417907,0.7887579287216229,0,1,0,1,0.454,193.0,45.0,0.454
2749.0,3,34,3,True,True,True,zone_loyal,0101,0.3925404637185444,0.8212259168832414,0,1,0,1,1.508,235.0,150.0,1.508
2749.0,3,31,3,True,True,True,zone_loyal,0101,0.43829706306588634,0.8441234752963047,0,1,0,1,1.467,252.0,146.0,1.467
2749.0,3,33,3,True,True,True,zone_loyal,0101,0.3351504102974147,0.7913638120112675,1,1,0,1,3.387,273.0,338.0,3.387
2749.0,3,28,3,True,True,True,zone_loyal,0101,0.4227437432482961,0.8291006118804352,0,1,0,1,1.333,354.0,133.0,1.333
2989.0,2,34,0,False,False,True,accept,0000,0.040069343341781014,0.5867774866326794,0,0,0,1,1.508,10.0,150.0,1.508
2989.0,3,37,0,False,False,True,accept,0101,0.5690596965992167,0.8921355928633703,0,0,0,1,0.439,17.0,43.0,0.439
3109.0,1,35,0,False,False,True,accept,0100,0.037914150782472594,0.5952571127990576,1,0,0,1,3.082,112.0,308.0,3.082
3109.0,3,36,0,False,False,True,accept,0101,0.5697669259614989,0.8924402767288409,0,0,0,1,1.135,148.0,113.0,1.135
3229.0,2,33,0,False,False,True,accept,0000,0.051706262249649755,0.6658415802203771,1,1,0,1,3.387,189.0,338.0,3.387
3469.0,3,39,0,False,False,True,accept,0101,0.5697748684932704,0.8924436980907404,0,0,0,1,1.129,68.0,112.0,1.129
3589.0,1,38,3,True,True,True,zone_loyal,0100,0.004925647687537605,0.6970214640059065,0,1,0,1,2.184,181.0,218.0,2.184
3709.0,3,38,0,False,False,True,accept,0101,0.5697749541157106,0.8924437346363365,0,0,0,1,2.184,80.0,218.0,2.184
