pax,pos,t,event,veh_id
0,44987836,0,STARTS_DAY,
0,44987836,0,REQUESTS_RIDE,
0,44987836,97,RECEIVES_OFFER,
0,44987836,97,ACCEPTS_OFFER,
0,44987836,117,ARRIVES_AT_PICKUP,8.0
0,44987836,190,MEETS_DRIVER_AT_PICKUP,8.0
0,44987836,220,DEPARTS_FROM_PICKUP,8.0
0,44976031,308,ARRIVES_AT_DROPOFF,8.0
0,44976031,318,SETS_OFF_FOR_DEST,
0,44976031,318,ARRIVES_AT_DEST,
1,44999810,0,STARTS_DAY,
1,44999810,48,REQUESTS_RIDE,
1,44999810,97,RECEIVES_OFFER,
1,44999810,97,ACCEPTS_OFFER,
1,44999810,117,ARRIVES_AT_PICKUP,3.0
1,44999810,140,MEETS_DRIVER_AT_PICKUP,3.0
1,44999810,170,DEPARTS_FROM_PICKUP,3.0
1,550771714,239,ARRIVES_AT_DROPOFF,3.0
1,550771714,249,SETS_OFF_FOR_DEST,
1,550771714,249,ARRIVES_AT_DEST,
2,522125203,0,STARTS_DAY,
2,522125203,153,REQUESTS_RIDE,
2,522125203,217,RECEIVES_OFFER,
2,522125203,217,ACCEPTS_OFFER,
2,522125203,237,ARRIVES_AT_PICKUP,5.0
2,522125203,342,MEETS_DRIVER_AT_PICKUP,5.0
2,522125203,372,DEPARTS_FROM_PICKUP,5.0
2,44990927,563,ARRIVES_AT_DROPOFF,5.0
2,44990927,573,SETS_OFF_FOR_DEST,
2,44990927,573,ARRIVES_AT_DEST,
3,44999815,0,STARTS_DAY,
3,44999815,310,REQUESTS_RIDE,
3,44999815,337,RECEIVES_OFFER,
3,44999815,337,ACCEPTS_OFFER,
3,44999815,357,ARRIVES_AT_PICKUP,4.0
3,44999815,390,MEETS_DRIVER_AT_PICKUP,4.0
3,44999815,420,DEPARTS_FROM_PICKUP,4.0
3,5257342097,573,ARRIVES_AT_DROPOFF,4.0
3,5257342097,583,SETS_OFF_FOR_DEST,
3,5257342097,583,ARRIVES_AT_DEST,
4,44983944,0,STARTS_DAY,
4,44983944,364,REQUESTS_RIDE,
4,44983944,457,RECEIVES_OFFER,
4,44983944,457,ACCEPTS_OFFER,
4,44983944,477,ARRIVES_AT_PICKUP,7.0
4,44983944,576,MEETS_DRIVER_AT_PICKUP,7.0
4,44983944,606,DEPARTS_FROM_PICKUP,7.0
4,1433121127,675,ARRIVES_AT_DROPOFF,7.0
4,1433121127,685,SETS_OFF_FOR_DEST,
4,1433121127,685,ARRIVES_AT_DEST,
5,44973862,0,STARTS_DAY,
5,44973862,401,REQUESTS_RIDE,
5,44973862,457,RECEIVES_OFFER,
5,44973862,457,ACCEPTS_OFFER,
5,44973862,477,ARRIVES_AT_PICKUP,8.0
5,44973862,477,MEETS_DRIVER_AT_PICKUP,8.0
5,44973862,507,DEPARTS_FROM_PICKUP,8.0
5,45007582,636,ARRIVES_AT_DROPOFF,8.0
5,45007582,646,SETS_OFF_FOR_DEST,
5,45007582,646,ARRIVES_AT_DEST,
6,44995663,0,STARTS_DAY,
6,44995663,587,REQUESTS_RIDE,
6,44995663,697,RECEIVES_OFFER,
6,44995663,697,ACCEPTS_OFFER,
6,44995663,717,ARRIVES_AT_PICKUP,5.0
6,44995663,738,MEETS_DRIVER_AT_PICKUP,5.0
6,44995663,768,DEPARTS_FROM_PICKUP,5.0
6,45005552,835,ARRIVES_AT_DROPOFF,5.0
6,45005552,845,SETS_OFF_FOR_DEST,
6,45005552,845,ARRIVES_AT_DEST,
7,520819478,0,STARTS_DAY,
7,520819478,667,REQUESTS_RIDE,
7,520819478,697,RECEIVES_OFFER,
7,520819478,697,ACCEPTS_OFFER,
7,520819478,717,ARRIVES_AT_PICKUP,7.0
7,520819478,750,MEETS_DRIVER_AT_PICKUP,7.0
7,520819478,780,DEPARTS_FROM_PICKUP,7.0
7,661170896,863,ARRIVES_AT_DROPOFF,7.0
7,661170896,873,SETS_OFF_FOR_DEST,
7,661170896,873,ARRIVES_AT_DEST,
8,44995668,0,STARTS_DAY,
8,44995668,672,REQUESTS_RIDE,
8,44995668,697,RECEIVES_OFFER,
8,44995668,697,ACCEPTS_OFFER,
8,44995668,717,ARRIVES_AT_PICKUP,8.0
8,44995668,785,MEETS_DRIVER_AT_PICKUP,8.0
8,44995668,815,DEPARTS_FROM_PICKUP,8.0
8,5040974850,903,ARRIVES_AT_DROPOFF,8.0
8,5040974850,913,SETS_OFF_FOR_DEST,
8,5040974850,913,ARRIVES_AT_DEST,
9,44988797,0,STARTS_DAY,
9,44988797,699,REQUESTS_RIDE,
9,44988797,817,RECEIVES_OFFER,
9,44988797,817,ACCEPTS_OFFER,
9,44988797,837,ARRIVES_AT_PICKUP,3.0
9,44988797,927,MEETS_DRIVER_AT_PICKUP,3.0
9,44988797,957,DEPARTS_FROM_PICKUP,3.0
9,1430043106,1159,ARRIVES_AT_DROPOFF,3.0
9,1430043106,1169,SETS_OFF_FOR_DEST,
