pax,pos,t,event,veh_id
0,44977980,0,STARTS_DAY,
0,44977980,0,REQUESTS_RIDE,
0,44977980,2,RECEIVES_OFFER,
0,44977980,15,ACCEPTS_OFFER,
0,44977980,35,ARRIVES_AT_PICKUP,3.0
0,44977980,51,MEETS_DRIVER_AT_PICKUP,3.0
0,44977980,81,DEPARTS_FROM_PICKUP,3.0
0,44980265,135,ARRIVES_AT_DROPOFF,3.0
0,44980265,145,SETS_OFF_FOR_DEST,
0,44980265,145,ARRIVES_AT_DEST,
1,45032190,0,STARTS_DAY,
1,45032190,120,REQUESTS_RIDE,
1,45032190,122,RECEIVES_OFFER,
1,45032190,135,ACCEPTS_OFFER,
1,45032190,155,ARRIVES_AT_PICKUP,4.0
1,45032190,338,MEETS_DRIVER_AT_PICKUP,4.0
1,45032190,368,DEPARTS_FROM_PICKUP,4.0
1,45002624,606,ARRIVES_AT_DROPOFF,4.0
1,45002624,616,SETS_OFF_FOR_DEST,
1,45002624,616,ARRIVES_AT_DEST,
2,45011956,0,STARTS_DAY,
2,45011956,178,REQUESTS_RIDE,
2,45011956,242,RECEIVES_OFFER,
2,45011956,242,ACCEPTS_OFFER,
2,45011956,262,ARRIVES_AT_PICKUP,1.0
2,45011956,339,MEETS_DRIVER_AT_PICKUP,1.0
2,45011956,369,DEPARTS_FROM_PICKUP,1.0
2,520819490,448,ARRIVES_AT_DROPOFF,1.0
2,520819490,458,SETS_OFF_FOR_DEST,
2,520819490,458,ARRIVES_AT_DEST,
3,44975073,0,STARTS_DAY,
3,44975073,220,REQUESTS_RIDE,
3,44975073,242,RECEIVES_OFFER,
3,44975073,242,ACCEPTS_OFFER,
3,44975073,262,ARRIVES_AT_PICKUP,2.0
3,44975073,316,MEETS_DRIVER_AT_PICKUP,2.0
3,44975073,346,DEPARTS_FROM_PICKUP,2.0
3,306568311,523,ARRIVES_AT_DROPOFF,2.0
3,306568311,533,SETS_OFF_FOR_DEST,
3,306568311,533,ARRIVES_AT_DEST,
4,2802457954,0,STARTS_DAY,
4,2802457954,305,REQUESTS_RIDE,
4,2802457954,362,RECEIVES_OFFER,
4,2802457954,362,ACCEPTS_OFFER,
4,2802457954,382,ARRIVES_AT_PICKUP,3.0
4,2802457954,539,MEETS_DRIVER_AT_PICKUP,3.0
4,2802457954,569,DEPARTS_FROM_PICKUP,3.0
4,1130072619,707,ARRIVES_AT_DROPOFF,3.0
4,1130072619,717,SETS_OFF_FOR_DEST,
4,1130072619,717,ARRIVES_AT_DEST,
5,522125165,0,STARTS_DAY,
5,522125165,400,REQUESTS_RIDE,
5,522125165,482,RECEIVES_OFFER,
5,522125165,482,ACCEPTS_OFFER,
5,522125165,502,ARRIVES_AT_PICKUP,1.0
5,522125165,571,MEETS_DRIVER_AT_PICKUP,1.0
5,522125165,601,DEPARTS_FROM_PICKUP,1.0
5,510874713,693,ARRIVES_AT_DROPOFF,1.0
5,510874713,703,SETS_OFF_FOR_DEST,
5,510874713,703,ARRIVES_AT_DEST,
6,44985735,0,STARTS_DAY,
6,44985735,594,REQUESTS_RIDE,
6,44985735,602,RECEIVES_OFFER,
6,44985735,609,ACCEPTS_OFFER,
6,44985735,629,ARRIVES_AT_PICKUP,8.0
6,44985735,717,MEETS_DRIVER_AT_PICKUP,8.0
6,44985735,747,DEPARTS_FROM_PICKUP,8.0
6,412116728,941,ARRIVES_AT_DROPOFF,8.0
6,412116728,951,SETS_OFF_FOR_DEST,
6,412116728,951,ARRIVES_AT_DEST,
7,634613613,0,STARTS_DAY,
7,634613613,595,REQUESTS_RIDE,
7,634613613,602,RECEIVES_OFFER,
7,634613613,610,ACCEPTS_OFFER,
7,634613613,630,ARRIVES_AT_PICKUP,5.0
7,634613613,644,MEETS_DRIVER_AT_PICKUP,5.0
7,634613613,674,DEPARTS_FROM_PICKUP,5.0
7,513898290,852,ARRIVES_AT_DROPOFF,5.0
7,513898290,862,SETS_OFF_FOR_DEST,
7,513898290,862,ARRIVES_AT_DEST,
8,45011956,0,STARTS_DAY,
8,45011956,809,REQUESTS_RIDE,
8,45011956,842,RECEIVES_OFFER,
8,45011956,842,ACCEPTS_OFFER,
8,45011956,862,ARRIVES_AT_PICKUP,1.0
8,45011956,932,MEETS_DRIVER_AT_PICKUP,1.0
8,45011956,962,DEPARTS_FROM_PICKUP,1.0
8,45017204,980,ARRIVES_AT_DROPOFF,1.0
8,45017204,990,SETS_OFF_FOR_DEST,
8,45017204,990,ARRIVES_AT_DEST,
9,45005027,0,STARTS_DAY,
9,45005027,865,REQUESTS_RIDE,
9,45005027,962,RECEIVES_OFFER,
9,45005027,962,ACCEPTS_OFFER,
9,45005027,982,ARRIVES_AT_PICKUP,3.0
9,45005027,1002,MEETS_DRIVER_AT_PICKUP,3.0
9,45005027,1032,DEPARTS_FROM_PICKUP,3.0
9,4290089187,1108,ARRIVES_AT_DROPOFF,3.0
9,4290089187,1118,SETS_OFF_FOR_DEST,
9,4290089187,1118,ARRIVES_AT_DEST,
10,45011500,0,STARTS_DAY,
