pax,pos,t,event,veh_id
0,520831192,0,STARTS_DAY,
0,520831192,0,REQUESTS_RIDE,
0,520831192,80,RECEIVES_OFFER,
0,520831192,80,ACCEPTS_OFFER,
0,520831192,100,ARRIVES_AT_PICKUP,3.0
0,520831192,144,MEETS_DRIVER_AT_PICKUP,3.0
0,520831192,174,DEPARTS_FROM_PICKUP,3.0
0,45018350,321,ARRIVES_AT_DROPOFF,3.0
0,45018350,331,SETS_OFF_FOR_DEST,
0,45018350,331,ARRIVES_AT_DEST,
1,401320319,0,STARTS_DAY,
1,401320319,211,REQUESTS_RIDE,
1,401320319,320,RECEIVES_OFFER,
1,401320319,320,ACCEPTS_OFFER,
1,401320319,340,ARRIVES_AT_PICKUP,1.0
1,401320319,340,MEETS_DRIVER_AT_PICKUP,1.0
1,401320319,370,DEPARTS_FROM_PICKUP,1.0
1,44992299,498,ARRIVES_AT_DROPOFF,1.0
1,44992299,508,SETS_OFF_FOR_DEST,
1,44992299,508,ARRIVES_AT_DEST,
2,441422911,0,STARTS_DAY,
2,441422911,298,REQUESTS_RIDE,
2,441422911,320,RECEIVES_OFFER,
2,441422911,320,IS_REJECTED_BY_VEHICLE,
2,441422911,320,RECEIVES_OFFER,
2,441422911,320,ACCEPTS_OFFER,
2,441422911,340,ARRIVES_AT_PICKUP,5.0
2,441422911,386,MEETS_DRIVER_AT_PICKUP,5.0
2,441422911,416,DEPARTS_FROM_PICKUP,5.0
2,44990934,744,ARRIVES_AT_DROPOFF,5.0
2,44990934,754,SETS_OFF_FOR_DEST,
2,44990934,754,ARRIVES_AT_DEST,
3,44982395,0,STARTS_DAY,
3,44982395,354,REQUESTS_RIDE,
3,44982395,440,RECEIVES_OFFER,
3,44982395,440,ACCEPTS_OFFER,
3,44982395,460,ARRIVES_AT_PICKUP,2.0
3,44982395,537,MEETS_DRIVER_AT_PICKUP,2.0
3,44982395,567,DEPARTS_FROM_PICKUP,2.0
3,510604520,781,ARRIVES_AT_DROPOFF,2.0
3,510604520,791,SETS_OFF_FOR_DEST,
3,510604520,791,ARRIVES_AT_DEST,
4,45033214,0,STARTS_DAY,
4,45033214,478,REQUESTS_RIDE,
4,45033214,560,RECEIVES_OFFER,
