veh,pos,t,event,paxes
1,44976024.0,0,STARTS_DAY,[]
1,44976024.0,0,OPENS_APP,[]
1,44976024.0,1866,RECEIVES_REQUEST,[]
1,44976024.0,1866,IS_REJECTED_BY_TRAVELLER,[]
1,44976024.0,2346,RECEIVES_REQUEST,[]
1,44976024.0,2346,REJECTS_REQUEST,[]
1,44976024.0,10799,ENDS_SHIFT,[]
2,541199371.0,0,STARTS_DAY,[]
2,541199371.0,0,OPENS_APP,[]
2,541199371.0,66,RECEIVES_REQUEST,[]
2,541199371.0,66,ACCEPTS_REQUEST,[]
2,541199371.0,86,IS_ACCEPTED_BY_TRAVELLER,[]
2,515739486.0,90,ARRIVES_AT_PICKUP,[]
2,515739486.0,90,MEETS_TRAVELLER_AT_PICKUP,[]
2,515739486.0,120,DEPARTS_FROM_PICKUP,[0]
2,45029511.0,297,ARRIVES_AT_DROPOFF,[0]
2,45029511.0,906,RECEIVES_REQUEST,[]
2,45029511.0,906,REJECTS_REQUEST,[]
2,45029511.0,1626,RECEIVES_REQUEST,[]
2,45029511.0,1626,ACCEPTS_REQUEST,[]
2,45029511.0,1646,IS_ACCEPTED_BY_TRAVELLER,[]
2,45014110.0,1703,ARRIVES_AT_PICKUP,[]
2,45014110.0,1703,MEETS_TRAVELLER_AT_PICKUP,[]
2,45014110.0,1733,DEPARTS_FROM_PICKUP,[17]
2,44985356.0,1898,ARRIVES_AT_DROPOFF,[17]
2,44985356.0,2346,RECEIVES_REQUEST,[]
2,44985356.0,2346,ACCEPTS_REQUEST,[]
2,44985356.0,2366,IS_ACCEPTED_BY_TRAVELLER,[]
2,44993506.0,2390,ARRIVES_AT_PICKUP,[]
2,44993506.0,2390,MEETS_TRAVELLER_AT_PICKUP,[]
2,44993506.0,2420,DEPARTS_FROM_PICKUP,[26]
2,45025769.0,2538,ARRIVES_AT_DROPOFF,[26]
2,45025769.0,2586,RECEIVES_REQUEST,[]
2,45025769.0,2586,ACCEPTS_REQUEST,[]
2,45025769.0,2606,IS_ACCEPTED_BY_TRAVELLER,[]
2,510874621.0,2698,ARRIVES_AT_PICKUP,[]
2,510874621.0,2698,MEETS_TRAVELLER_AT_PICKUP,[]
2,510874621.0,2728,DEPARTS_FROM_PICKUP,[32]
2,45025769.0,2838,ARRIVES_AT_DROPOFF,[32]
2,45025769.0,3306,RECEIVES_REQUEST,[]
2,45025769.0,3306,REJECTS_REQUEST,[]
2,45025769.0,10799,ENDS_SHIFT,[]
3,44991818.0,0,STARTS_DAY,[]
3,44991818.0,0,OPENS_APP,[]
3,44991818.0,186,RECEIVES_REQUEST,[]
3,44991818.0,186,REJECTS_REQUEST,[]
3,44991818.0,426,RECEIVES_REQUEST,[]
3,44991818.0,426,ACCEPTS_REQUEST,[]
3,44991818.0,446,IS_ACCEPTED_BY_TRAVELLER,[]
3,510841574.0,542,ARRIVES_AT_PICKUP,[]
3,510841574.0,542,MEETS_TRAVELLER_AT_PICKUP,[]
3,510841574.0,572,DEPARTS_FROM_PICKUP,[5]
3,520831192.0,623,ARRIVES_AT_DROPOFF,[5]
3,520831192.0,666,RECEIVES_REQUEST,[]
3,520831192.0,666,IS_REJECTED_BY_TRAVELLER,[]
3,520831192.0,786,RECEIVES_REQUEST,[]
3,520831192.0,786,ACCEPTS_REQUEST,[]
3,520831192.0,806,IS_ACCEPTED_BY_TRAVELLER,[]
3,522125134.0,868,ARRIVES_AT_PICKUP,[]
3,522125134.0,868,MEETS_TRAVELLER_AT_PICKUP,[]
3,522125134.0,898,DEPARTS_FROM_PICKUP,[9]
3,1665808435.0,1038,ARRIVES_AT_DROPOFF,[9]
3,1665808435.0,1386,RECEIVES_REQUEST,[]
3,1665808435.0,1392,ACCEPTS_REQUEST,[]
3,1665808435.0,1412,IS_ACCEPTED_BY_TRAVELLER,[]
3,44988342.0,1493,ARRIVES_AT_PICKUP,[]
3,44988342.0,1493,MEETS_TRAVELLER_AT_PICKUP,[]
3,44988342.0,1523,DEPARTS_FROM_PICKUP,[16]
3,45022840.0,1662,ARRIVES_AT_DROPOFF,[16]
3,45022840.0,2346,RECEIVES_REQUEST,[]
3,45022840.0,2346,REJECTS_REQUEST,[]
3,45022840.0,2586,RECEIVES_REQUEST,[]
3,45022840.0,2586,ACCEPTS_REQUEST,[]
3,45022840.0,2606,IS_ACCEPTED_BY_TRAVELLER,[]
3,45011027.0,2629,ARRIVES_AT_PICKUP,[]
3,45011027.0,2629,MEETS_TRAVELLER_AT_PICKUP,[]
3,45011027.0,2659,DEPARTS_FROM_PICKUP,[30]
3,520831192.0,2717,ARRIVES_AT_DROPOFF,[30]
3,520831192.0,2946,RECEIVES_REQUEST,[]
3,520831192.0,2946,ACCEPTS_REQUEST,[]
3,45016272.0,2946,ARRIVES_AT_PICKUP,[]
3,45016272.0,2966,IS_ACCEPTED_BY_TRAVELLER,[]
3,45016272.0,2966,MEETS_TRAVELLER_AT_PICKUP,[]
3,45016272.0,2996,DEPARTS_FROM_PICKUP,[34]
3,45022517.0,3120,ARRIVES_AT_DROPOFF,[34]
3,45022517.0,3546,RECEIVES_REQUEST,[]
3,45022517.0,3546,ACCEPTS_REQUEST,[]
3,45022517.0,3566,IS_ACCEPTED_BY_TRAVELLER,[]
3,44999815.0,3617,ARRIVES_AT_PICKUP,[]
3,44999815.0,3617,MEETS_TRAVELLER_AT_PICKUP,[]
3,44999815.0,3647,DEPARTS_FROM_PICKUP,[39]
3,838045970.0,3861,ARRIVES_AT_DROPOFF,[39]
3,838045970.0,10799,ENDS_SHIFT,[]
4,550771675.0,0,STARTS_DAY,[]
4,550771675.0,0,OPENS_APP,[]
4,550771675.0,906,RECEIVES_REQUEST,[]
4,550771675.0,906,REJECTS_REQUEST,[]
4,550771675.0,1386,RECEIVES_REQUEST,[]
4,550771675.0,1386,ACCEPTS_REQUEST,[]
4,550771675.0,1406,IS_ACCEPTED_BY_TRAVELLER,[]
4,634613613.0,1469,ARRIVES_AT_PICKUP,[]
4,634613613.0,1469,MEETS_TRAVELLER_AT_PICKUP,[]
4,634613613.0,1499,DEPARTS_FROM_PICKUP,[15]
4,1430378821.0,1663,ARRIVES_AT_DROPOFF,[15]
4,1430378821.0,1746,RECEIVES_REQUEST,[]
4,1430378821.0,1754,ACCEPTS_REQUEST,[]
4,1430378821.0,1774,IS_ACCEPTED_BY_TRAVELLER,[]
4,45005027.0,1813,ARRIVES_AT_PICKUP,[]
4,45005027.0,1813,MEETS_TRAVELLER_AT_PICKUP,[]
4,45005027.0,1843,DEPARTS_FROM_PICKUP,[19]
4,550501382.0,1988,ARRIVES_AT_DROPOFF,[19]
4,550501382.0,2346,RECEIVES_REQUEST,[]
4,550501382.0,2346,REJECTS_REQUEST,[]
4,550501382.0,2586,RECEIVES_REQUEST,[]
4,550501382.0,2586,ACCEPTS_REQUEST,[]
4,550501382.0,2606,IS_ACCEPTED_BY_TRAVELLER,[]
4,520819478.0,2651,ARRIVES_AT_PICKUP,[]
4,520819478.0,2651,MEETS_TRAVELLER_AT_PICKUP,[]
4,520819478.0,2681,DEPARTS_FROM_PICKUP,[31]
4,45001822.0,2771,ARRIVES_AT_DROPOFF,[31]
4,45001822.0,3546,RECEIVES_REQUEST,[]
4,45001822.0,3546,REJECTS_REQUEST,[]
4,45001822.0,10799,ENDS_SHIFT,[]
5,44992296.0,0,STARTS_DAY,[]
5,44992296.0,0,OPENS_APP,[]
5,44992296.0,186,RECEIVES_REQUEST,[]
5,44992296.0,186,ACCEPTS_REQUEST,[]
5,44992296.0,206,IS_ACCEPTED_BY_TRAVELLER,[]
5,534558193.0,446,ARRIVES_AT_PICKUP,[]
5,534558193.0,446,MEETS_TRAVELLER_AT_PICKUP,[]
5,534558193.0,476,DEPARTS_FROM_PICKUP,[1]
5,616509588.0,778,ARRIVES_AT_DROPOFF,[1]
5,616509588.0,906,RECEIVES_REQUEST,[]
5,616509588.0,917,ACCEPTS_REQUEST,[]
5,616509588.0,937,IS_ACCEPTED_BY_TRAVELLER,[]
5,2345964537.0,1257,ARRIVES_AT_PICKUP,[]
5,2345964537.0,1257,MEETS_TRAVELLER_AT_PICKUP,[]
5,2345964537.0,1287,DEPARTS_FROM_PICKUP,[11]
5,472323878.0,1682,ARRIVES_AT_DROPOFF,[11]
