pax,pos,t,event,veh_id
0,45033214,0,STARTS_DAY,
0,45033214,0,REQUESTS_RIDE,
0,45033214,73,RECEIVES_OFFER,
0,45033214,73,ACCEPTS_OFFER,
0,45033214,93,ARRIVES_AT_PICKUP,1.0
0,45033214,113,MEETS_DRIVER_AT_PICKUP,1.0
0,45033214,143,DEPARTS_FROM_PICKUP,1.0
0,44973862,354,ARRIVES_AT_DROPOFF,1.0
0,44973862,364,SETS_OFF_FOR_DEST,
0,44973862,364,ARRIVES_AT_DEST,
1,44973862,0,STARTS_DAY,
1,44973862,133,REQUESTS_RIDE,
1,44973862,193,RECEIVES_OFFER,
1,44973862,193,ACCEPTS_OFFER,
1,44973862,213,ARRIVES_AT_PICKUP,4.0
1,44973862,232,MEETS_DRIVER_AT_PICKUP,4.0
1,44973862,262,DEPARTS_FROM_PICKUP,4.0
1,616509539,447,ARRIVES_AT_DROPOFF,4.0
1,616509539,457,SETS_OFF_FOR_DEST,
1,616509539,457,ARRIVES_AT_DEST,
2,411012764,0,STARTS_DAY,
2,411012764,301,REQUESTS_RIDE,
2,411012764,313,RECEIVES_OFFER,
2,411012764,316,ACCEPTS_OFFER,
2,411012764,336,ARRIVES_AT_PICKUP,2.0
2,411012764,374,MEETS_DRIVER_AT_PICKUP,2.0
2,411012764,404,DEPARTS_FROM_PICKUP,2.0
2,44987836,616,ARRIVES_AT_DROPOFF,2.0
2,44987836,626,SETS_OFF_FOR_DEST,
2,44987836,626,ARRIVES_AT_DEST,
3,45011794,0,STARTS_DAY,
3,45011794,433,REQUESTS_RIDE,
3,45011794,433,RECEIVES_OFFER,
3,45011794,448,ACCEPTS_OFFER,
3,45011794,468,ARRIVES_AT_PICKUP,8.0
3,45011794,511,MEETS_DRIVER_AT_PICKUP,8.0
3,45011794,541,DEPARTS_FROM_PICKUP,8.0
3,44987841,691,ARRIVES_AT_DROPOFF,8.0
3,44987841,701,SETS_OFF_FOR_DEST,
3,44987841,701,ARRIVES_AT_DEST,
4,44996087,0,STARTS_DAY,
4,44996087,539,REQUESTS_RIDE,
4,44996087,553,RECEIVES_OFFER,
4,44996087,554,ACCEPTS_OFFER,
4,44996087,574,ARRIVES_AT_PICKUP,4.0
4,44996087,613,MEETS_DRIVER_AT_PICKUP,4.0
4,44996087,643,DEPARTS_FROM_PICKUP,4.0
4,1402795362,760,ARRIVES_AT_DROPOFF,4.0
4,1402795362,770,SETS_OFF_FOR_DEST,
4,1402795362,770,ARRIVES_AT_DEST,
5,44999015,0,STARTS_DAY,
5,44999015,592,REQUESTS_RIDE,
5,44999015,673,RECEIVES_OFFER,
5,44999015,673,REJECTS_OFFER,
6,44996087,0,STARTS_DAY,
6,44996087,663,REQUESTS_RIDE,
6,44996087,673,RECEIVES_OFFER,
6,44996087,678,ACCEPTS_OFFER,
6,44996087,698,ARRIVES_AT_PICKUP,2.0
6,44996087,722,MEETS_DRIVER_AT_PICKUP,2.0
6,44996087,752,DEPARTS_FROM_PICKUP,2.0
6,1665808438,822,ARRIVES_AT_DROPOFF,2.0
6,1665808438,832,SETS_OFF_FOR_DEST,
6,1665808438,832,ARRIVES_AT_DEST,
7,45019696,0,STARTS_DAY,
7,45019696,678,REQUESTS_RIDE,
7,45019696,793,RECEIVES_OFFER,
7,45019696,793,ACCEPTS_OFFER,
7,45019696,813,ARRIVES_AT_PICKUP,5.0
7,45019696,816,MEETS_DRIVER_AT_PICKUP,5.0
7,45019696,846,DEPARTS_FROM_PICKUP,5.0
