config_id,config_label,domain,backbone,seed,method,episode,instant_regret,cumulative_regret,chosen_action,oracle_action,objective_value,oracle_value,posterior_true_mass,true_types,n_agents,type_count,factored_storage,joint_storage
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,joint_psrl_uniform,11,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.10448924182202164,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,joint_psrl_uniform,12,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.10877255392886263,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,joint_psrl_uniform,13,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.11311619429506008,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,joint_psrl_uniform,14,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.11751567714972797,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,joint_psrl_uniform,15,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.12196643939940972,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,joint_psrl_uniform,16,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.12646386031710602,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,joint_psrl_uniform,17,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.131003280757527,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,joint_psrl_uniform,18,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.13558002178047351,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,joint_psrl_uniform,19,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.14018940257935708,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,joint_psrl_uniform,20,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.1448267576267961,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,1,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,2,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,3,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,4,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,5,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,6,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,7,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,8,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,9,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,10,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,11,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,12,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,13,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,14,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,15,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,16,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,17,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,18,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,19,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,psrl_notype,20,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,1,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.2566692924786813,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,2,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.2634114067076817,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,3,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.27022049196276887,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,4,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.27709052479740837,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,5,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.28401533646199684,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,6,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.29098864061023677,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,7,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.2980040610203405,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,8,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.3050551590742913,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,9,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.3121354607572301,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,10,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.3192384829604544,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,11,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.3263577588948098,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,12,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.3334868624457319,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,13,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.34061943132620853,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,14,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.3477491889088975,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,15,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.35486996464302845,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,16,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.3619757129851077,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,17,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.3690605307944711,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,18,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.37611867316512015,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,19,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.38314456768384114,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,map_type_greedy,20,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.39013282712121133,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,1,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,2,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,3,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,4,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,5,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,6,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,7,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,8,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,9,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,10,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,11,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,12,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,13,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,14,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,15,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,16,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,17,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
pub/london_mini,Pub: london_mini,pub,exact-payoff (backbone-invariant),1000,econ_bne,18,0.0,0.0,0,0,1.9555555555555555,1.9555555555555555,0.0625,3|2,2,4,8,16
