pax,pos,t,event,veh_id
0,45024537,0,STARTS_DAY,
0,45024537,0,REQUESTS_RIDE,
0,45024537,43,RECEIVES_OFFER,
0,45024537,43,ACCEPTS_OFFER,
0,45024537,63,ARRIVES_AT_PICKUP,5.0
0,45024537,199,MEETS_DRIVER_AT_PICKUP,5.0
0,45024537,229,DEPARTS_FROM_PICKUP,5.0
0,522125134,454,ARRIVES_AT_DROPOFF,5.0
0,522125134,464,SETS_OFF_FOR_DEST,
0,522125134,464,ARRIVES_AT_DEST,
1,472323867,0,STARTS_DAY,
1,472323867,3,REQUESTS_RIDE,
1,472323867,43,RECEIVES_OFFER,
1,472323867,43,ACCEPTS_OFFER,
1,472323867,63,ARRIVES_AT_PICKUP,4.0
1,472323867,85,MEETS_DRIVER_AT_PICKUP,4.0
1,472323867,115,DEPARTS_FROM_PICKUP,4.0
1,1967365364,345,ARRIVES_AT_DROPOFF,4.0
1,1967365364,355,SETS_OFF_FOR_DEST,
1,1967365364,355,ARRIVES_AT_DEST,
2,4290089183,0,STARTS_DAY,
2,4290089183,47,REQUESTS_RIDE,
2,4290089183,163,RECEIVES_OFFER,
2,4290089183,163,REJECTS_OFFER,
3,44985735,0,STARTS_DAY,
3,44985735,76,REQUESTS_RIDE,
3,44985735,163,RECEIVES_OFFER,
3,44985735,163,REJECTS_OFFER,
4,44975074,0,STARTS_DAY,
4,44975074,241,REQUESTS_RIDE,
4,44975074,283,RECEIVES_OFFER,
4,44975074,283,ACCEPTS_OFFER,
4,44975074,303,ARRIVES_AT_PICKUP,6.0
4,44975074,353,MEETS_DRIVER_AT_PICKUP,6.0
4,44975074,383,DEPARTS_FROM_PICKUP,6.0
4,45012428,526,ARRIVES_AT_DROPOFF,6.0
4,45012428,536,SETS_OFF_FOR_DEST,
4,45012428,536,ARRIVES_AT_DEST,
5,550771675,0,STARTS_DAY,
5,550771675,242,REQUESTS_RIDE,
5,550771675,283,RECEIVES_OFFER,
5,550771675,283,ACCEPTS_OFFER,
5,550771675,303,ARRIVES_AT_PICKUP,3.0
5,550771675,541,MEETS_DRIVER_AT_PICKUP,3.0
5,550771675,571,DEPARTS_FROM_PICKUP,3.0
5,2502729230,738,ARRIVES_AT_DROPOFF,3.0
