n,m,H,seed,mean_restricted_agent_first_episode,all_agent_restricted_first_episode,censored_agents,mean_error_final_preupdate,mean_proxy_half,mean_proxy_end,unique_actions,rho_global
3,4,1,50055,95.33333333333333,207.0,0,0.0,49.828586390254024,49.82858711888554,1,0.0011696097542561734
3,4,1,50056,107.0,202.0,0,0.0,60.74681328732182,60.746813287501915,1,0.0011696097542561734
3,4,1,50057,162.33333333333334,213.0,0,3.387586507604586e-12,72.44362887652132,72.44678081502464,1,0.0011696097542561734
3,4,1,50058,177.66666666666666,248.0,0,0.0,95.50266207584139,95.50266207656209,1,0.0011696097542561734
3,4,1,50059,167.33333333333334,217.0,0,0.0,80.8845913534284,80.88459136084343,1,0.0011696097542561734
3,4,1,50060,219.0,227.0,0,0.0,99.07801943472089,99.07801974589863,1,0.0011696097542561734
3,4,1,50061,210.66666666666666,345.0,0,0.0,106.56144583421134,106.5614458343053,1,0.0011696097542561734
3,4,1,50062,344.6666666666667,752.0,0,0.0,207.34398856875362,207.34398859984674,1,0.0011696097542561734
3,4,1,50063,243.66666666666666,379.0,0,0.0,181.87314726913587,181.87314758582147,1,0.0011696097542561734
3,4,1,50064,185.66666666666666,220.0,0,3.3306690738754696e-15,136.60137365718623,136.60161478778954,1,0.0011696097542561734
3,4,1,50065,74.33333333333333,93.0,0,0.0,30.10258286957829,30.10258287755251,1,0.0011696097542561734
3,4,1,50066,379.0,603.0,0,0.0,238.8197180432676,238.8197180454938,1,0.0011696097542561734
3,4,1,50067,254.66666666666666,335.0,0,3.7007434154171886e-16,135.1323994146521,135.132403503257,1,0.0011696097542561734
3,4,1,50068,252.66666666666666,319.0,0,0.0,133.04699918444751,133.0469994568792,1,0.0011696097542561734
3,4,1,50069,119.66666666666667,212.0,0,0.0,70.62215304703513,70.62215304707654,1,0.0011696097542561734
3,4,1,50070,263.0,361.0,0,0.0,138.01102612410494,138.01221475971997,1,0.0011696097542561734
3,4,1,50071,204.66666666666666,298.0,0,0.0,94.79754283553495,94.79754319242113,1,0.0011696097542561734
3,4,1,50072,160.0,264.0,0,0.0,86.5705022800493,86.5705022800493,1,0.0011696097542561734
