variant,label,belief_source,seeds,snapshots,snapshots_sem,assignments,assignments_sem,served,served_sem,driver_rejects,driver_rejects_sem,passenger_rejects,passenger_rejects_sem,driver_accept_rate,driver_accept_rate_sem,served_rate,served_rate_sem,mean_wait_served,mean_wait_served_sem,extra_wait_per_snapshot,extra_wait_per_snapshot_sem,oracle_match_rate,oracle_match_rate_sem,realized_utility,realized_utility_sem,driver_ptrue,driver_ptrue_sem,driver_rule_acc,driver_rule_acc_sem,policy_ptrue,policy_ptrue_sem,policy_rule_acc,policy_rule_acc_sem,passenger_ptrue,passenger_ptrue_sem,passenger_rule_acc,passenger_rule_acc_sem
nearest,Nearest,none,10,41.3,3.59644886581812,65.6,4.987094455804011,30.4,1.2128936932440166,26.0,5.236623169774795,9.2,1.18133634311129,0.6335293542210426,0.0443890555570216,0.4868155798359285,0.04164449940414763,77.57690594851215,5.1055371965032865,3.0601794294274436,1.7088586853897738,0.9061691728479764,0.015218387643692852,11.025000000000002,10.884837287611504,0.2573389384552586,0.04582700509781706,0.731729857837979,0.024540570610252985,nan,nan,nan,nan,0.07951852246383509,0.0013007078027253397,0.5321932535742164,0.002554421735113029
random,Random,none,10,41.3,3.59644886581812,65.6,4.937835783237654,20.4,1.3515423288475528,30.6,5.67881051707916,14.6,1.0132456102380443,0.562727304784036,0.04999365417396508,0.32642805109532425,0.032310213784213525,130.8521602752253,6.54762658212453,108.86080356296804,6.486395196561092,0.2310285221036906,0.020231333691991527,-33.937,11.617403137821578,0.2684335935698368,0.032889566058508735,0.7448999034851862,0.0158447026847152,nan,nan,nan,nan,0.09138266690706384,0.0016134979747551561,0.553702731721773,0.0030650124576262062
pact_prior,PACT-prior,uniform prior,10,40.6,3.3206425081099384,64.1,4.209645010106091,29.8,1.1527744310527055,25.1,4.8406840655244405,9.2,1.1527744310527055,0.6349658210118105,0.045802819344345755,0.4860105379049192,0.04113218641971078,78.6627281970715,5.867803219946151,0.44910180097680097,0.18924805549512788,0.9684210927960928,0.008907639162588625,11.109000000000002,10.7389569584553,0.2562736006605201,0.0460808360295761,0.7279540576036749,0.023685057016056752,0.0625,0.0,0.5,0.0,0.07942131934137343,0.0012786878943755347,0.5320337992482778,0.0024752984933507586
pact_shuffled,PACT-shuffled,"learned posterior, shuffled across drivers",10,40.6,3.3206425081099384,64.1,4.209645010106091,29.0,1.1055415967851332,26.5,4.6433943523150285,8.6,1.469693845669907,0.6089744455835551,0.04316087813182597,0.4701585602740585,0.035337669197295675,78.47638411370795,5.815553899028459,17.563563821930757,2.11356037796043,0.6822685636496121,0.03050149093454605,6.872999999999999,9.545584208883648,0.1973551221069894,0.02197203560880323,0.6883974734834691,0.015055819336040095,0.0559464731004384,0.012964106926329598,0.5211596729892822,0.018161437054908927,0.07846123434423116,0.0014805295938382624,0.5309190167197857,0.002979222428410386
pact,PACT,learned posterior,10,40.6,3.3206425081099384,64.1,4.209645010106091,33.3,1.8138357147217055,18.5,5.0337748150755495,12.3,1.9151443229630967,0.7398283167191384,0.05578401135173272,0.5423334210290456,0.04937256229282544,86.73256262313619,7.478770814216153,16.254475806451612,2.7212401419163474,0.7269208860136279,0.02709802967646361,27.607,11.646997519628059,0.24652063156024914,0.04106760846956223,0.7203018414602281,0.022686950480000308,0.24652063156024914,0.04106760846956223,0.7203018414602281,0.02268695048000031,0.08112184424143812,0.0014567112901983027,0.5350170108859952,0.0027326525127813897
oracle,Oracle,true hidden persona,10,40.6,3.3206425081099384,64.1,4.209645010106091,34.7,1.9891371663780923,13.2,4.730045806684469,16.2,2.6948510575210314,0.8221500091547957,0.05808463451977268,0.5668812753102831,0.05504172945670977,87.22097879536764,7.506890840494041,26.83668514169522,3.7477081863551494,0.6540580197132616,0.026721538713802843,38.92,11.172490620567405,0.23234940967527762,0.04459507273636824,0.6804155389451082,0.02547383572822229,1.0,0.0,1.0,0.0,0.08096255550320293,0.0014606973142239524,0.5346247760749306,0.0027820977197076267
