pax,pos,t,event,veh_id
0,45016738,0,STARTS_DAY,
0,45016738,0,REQUESTS_RIDE,
0,45016738,31,RECEIVES_OFFER,
0,45016738,31,ACCEPTS_OFFER,
0,45016738,51,ARRIVES_AT_PICKUP,2.0
0,45016738,176,MEETS_DRIVER_AT_PICKUP,2.0
0,45016738,206,DEPARTS_FROM_PICKUP,2.0
0,306568278,374,ARRIVES_AT_DROPOFF,2.0
0,306568278,384,SETS_OFF_FOR_DEST,
0,306568278,384,ARRIVES_AT_DEST,
1,44997885,0,STARTS_DAY,
1,44997885,241,REQUESTS_RIDE,
1,44997885,271,RECEIVES_OFFER,
1,44997885,271,REJECTS_OFFER,
2,45014330,0,STARTS_DAY,
2,45014330,289,REQUESTS_RIDE,
2,45014330,391,RECEIVES_OFFER,
2,45014330,391,ACCEPTS_OFFER,
2,45014330,411,ARRIVES_AT_PICKUP,2.0
2,45014330,538,MEETS_DRIVER_AT_PICKUP,2.0
2,45014330,568,DEPARTS_FROM_PICKUP,2.0
2,510615533,657,ARRIVES_AT_DROPOFF,2.0
2,510615533,667,SETS_OFF_FOR_DEST,
2,510615533,667,ARRIVES_AT_DEST,
3,44964616,0,STARTS_DAY,
3,44964616,404,REQUESTS_RIDE,
3,44964616,511,RECEIVES_OFFER,
3,44964616,511,REJECTS_OFFER,
4,45005027,0,STARTS_DAY,
4,45005027,466,REQUESTS_RIDE,
4,45005027,991,RECEIVES_OFFER,
4,45005027,991,ACCEPTS_OFFER,
4,45005027,1011,ARRIVES_AT_PICKUP,1.0
4,45005027,1046,MEETS_DRIVER_AT_PICKUP,1.0
4,45005027,1076,DEPARTS_FROM_PICKUP,1.0
4,44980265,1169,ARRIVES_AT_DROPOFF,1.0
4,44980265,1179,SETS_OFF_FOR_DEST,
4,44980265,1179,ARRIVES_AT_DEST,
5,661170842,0,STARTS_DAY,
5,661170842,586,REQUESTS_RIDE,
5,661170842,751,RECEIVES_OFFER,
5,661170842,751,ACCEPTS_OFFER,
5,661170842,771,ARRIVES_AT_PICKUP,2.0
5,661170842,828,MEETS_DRIVER_AT_PICKUP,2.0
5,661170842,858,DEPARTS_FROM_PICKUP,2.0
5,44989725,936,ARRIVES_AT_DROPOFF,2.0
5,44989725,946,SETS_OFF_FOR_DEST,
5,44989725,946,ARRIVES_AT_DEST,
6,5508998875,0,STARTS_DAY,
6,5508998875,609,REQUESTS_RIDE,
6,5508998875,1224,LOSES_PATIENCE,
6,5508998875,1224,LOSES_PATIENCE,
7,44977983,0,STARTS_DAY,
7,44977983,609,REQUESTS_RIDE,
7,44977983,631,RECEIVES_OFFER,
7,44977983,631,ACCEPTS_OFFER,
7,44977983,651,ARRIVES_AT_PICKUP,1.0
7,44977983,728,MEETS_DRIVER_AT_PICKUP,1.0
7,44977983,758,DEPARTS_FROM_PICKUP,1.0
7,5040974833,879,ARRIVES_AT_DROPOFF,1.0
7,5040974833,889,SETS_OFF_FOR_DEST,
7,5040974833,889,ARRIVES_AT_DEST,
8,44977983,0,STARTS_DAY,
8,44977983,829,REQUESTS_RIDE,
8,44977983,991,RECEIVES_OFFER,
8,44977983,991,REJECTS_OFFER,
9,45018350,0,STARTS_DAY,
9,45018350,854,REQUESTS_RIDE,
9,45018350,1469,LOSES_PATIENCE,
