pax,pos,t,event,veh_id
0,5257342097,0,STARTS_DAY,
0,5257342097,0,REQUESTS_RIDE,
0,5257342097,109,RECEIVES_OFFER,
0,5257342097,109,IS_REJECTED_BY_VEHICLE,
0,5257342097,615,LOSES_PATIENCE,
0,5257342097,615,LOSES_PATIENCE,
1,45003905,0,STARTS_DAY,
1,45003905,54,REQUESTS_RIDE,
1,45003905,109,RECEIVES_OFFER,
1,45003905,109,ACCEPTS_OFFER,
1,45003905,129,ARRIVES_AT_PICKUP,2.0
1,45003905,223,MEETS_DRIVER_AT_PICKUP,2.0
1,45003905,253,DEPARTS_FROM_PICKUP,2.0
1,45003346,323,ARRIVES_AT_DROPOFF,2.0
1,45003346,333,SETS_OFF_FOR_DEST,
1,45003346,333,ARRIVES_AT_DEST,
2,522125156,0,STARTS_DAY,
2,522125156,113,REQUESTS_RIDE,
2,522125156,728,LOSES_PATIENCE,
2,522125156,728,LOSES_PATIENCE,
3,616509539,0,STARTS_DAY,
3,616509539,191,REQUESTS_RIDE,
3,616509539,229,RECEIVES_OFFER,
3,616509539,229,ACCEPTS_OFFER,
3,616509539,249,ARRIVES_AT_PICKUP,1.0
3,616509539,308,MEETS_DRIVER_AT_PICKUP,1.0
3,616509539,338,DEPARTS_FROM_PICKUP,1.0
3,45017952,680,ARRIVES_AT_DROPOFF,1.0
3,45017952,690,SETS_OFF_FOR_DEST,
3,45017952,690,ARRIVES_AT_DEST,
4,45007130,0,STARTS_DAY,
4,45007130,343,REQUESTS_RIDE,
4,45007130,349,RECEIVES_OFFER,
4,45007130,358,ACCEPTS_OFFER,
4,45007130,378,ARRIVES_AT_PICKUP,2.0
4,45007130,470,MEETS_DRIVER_AT_PICKUP,2.0
4,45007130,500,DEPARTS_FROM_PICKUP,2.0
4,44990922,636,ARRIVES_AT_DROPOFF,2.0
4,44990922,646,SETS_OFF_FOR_DEST,
4,44990922,646,ARRIVES_AT_DEST,
5,661170806,0,STARTS_DAY,
5,661170806,358,REQUESTS_RIDE,
5,661170806,709,RECEIVES_OFFER,
5,661170806,709,REJECTS_OFFER,
6,510874642,0,STARTS_DAY,
6,510874642,522,REQUESTS_RIDE,
6,510874642,1137,LOSES_PATIENCE,
6,510874642,1137,LOSES_PATIENCE,
7,45028271,0,STARTS_DAY,
7,45028271,597,REQUESTS_RIDE,
7,45028271,709,RECEIVES_OFFER,
7,45028271,709,REJECTS_OFFER,
8,510841574,0,STARTS_DAY,
8,510841574,617,REQUESTS_RIDE,
8,510841574,829,RECEIVES_OFFER,
8,510841574,829,ACCEPTS_OFFER,
8,510841574,849,ARRIVES_AT_PICKUP,1.0
8,510841574,926,MEETS_DRIVER_AT_PICKUP,1.0
8,510841574,956,DEPARTS_FROM_PICKUP,1.0
8,5040974850,1094,ARRIVES_AT_DROPOFF,1.0
8,5040974850,1104,SETS_OFF_FOR_DEST,
8,5040974850,1104,ARRIVES_AT_DEST,
9,45007130,0,STARTS_DAY,
9,45007130,642,REQUESTS_RIDE,
9,45007130,1189,RECEIVES_OFFER,
9,45007130,1189,ACCEPTS_OFFER,
9,45007130,1209,ARRIVES_AT_PICKUP,2.0
9,45007130,1266,MEETS_DRIVER_AT_PICKUP,2.0
9,45007130,1296,DEPARTS_FROM_PICKUP,2.0
9,4416643148,1558,ARRIVES_AT_DROPOFF,2.0
9,4416643148,1568,SETS_OFF_FOR_DEST,
9,4416643148,1568,ARRIVES_AT_DEST,
10,1967365383,0,STARTS_DAY,
10,1967365383,716,REQUESTS_RIDE,
10,1967365383,829,RECEIVES_OFFER,
10,1967365383,829,ACCEPTS_OFFER,
10,1967365383,849,ARRIVES_AT_PICKUP,2.0
10,1967365383,906,MEETS_DRIVER_AT_PICKUP,2.0
10,1967365383,936,DEPARTS_FROM_PICKUP,2.0
10,1670703736,1147,ARRIVES_AT_DROPOFF,2.0
