model,method,episodes,final_mean_cumulative_reward,final_mean_cumulative_regret,final_mean_cumulative_exploration_cost,final_mean_true_tuple_posterior,final_mean_rule_marginal_accuracy,final_mean_nll_true,live_score_parse_ok_rate,mean_llm_assignment_score,mean_structured_assignment_score
DeepSeek-V3.2,live_pact_plus,5,15.33310666666667,1.3100984786252388,1.1703592505027445,0.28268782556971705,0.738294512872281,1.5990116773254948,1.0,0.9133333333333334,2.1887444875113626
Kimi-K2.6,live_pact_plus,5,15.00485,1.599169939382985,1.0753010249995754,0.34816356183861635,0.7727526005581364,1.31032370328202,1.0,0.4133333333333333,2.1684648270528735
Llama-4-Maverick-17B-128E-Instruct-FP8,live_pact_plus,5,14.425646666666665,2.0443634026797466,1.392394257269461,0.24450209927228,0.7177777142855768,1.6670154325658184,1.0,0.8257333333333333,2.2511696306760287
gpt-5.4-mini-20260317,live_pact_plus,5,15.33310666666667,1.3100984786252388,1.1703592505027445,0.28268782556971705,0.738294512872281,1.5990116773254948,1.0,1.3366666666666667,2.1887444875113626
