model,method,episodes,final_mean_cumulative_reward,final_mean_cumulative_regret,final_mean_cumulative_exploration_cost,final_mean_true_tuple_posterior,final_mean_rule_marginal_accuracy,live_parse_ok_rate
gpt-5.4-mini-20260317,live_joint_psrl,1,0.7309666666666667,1.2212392885524996,1.1465879381337232,0.34640476329696246,0.7817319025839032,1.0
gpt-5.4-mini-20260317,live_llm_belief,1,0.8240666666666667,1.0590126716904307,0.3036896808361583,0.0625,0.5,1.0
gpt-5.4-mini-20260317,live_map_greedy,1,0.7149666666666666,1.2582810157097963,0.2631198161912395,0.15067529885589737,0.6180766095331921,1.0
gpt-5.4-mini-20260317,live_pact,1,0.7309666666666667,1.2212392885524996,1.1465879381337232,0.3464047632969624,0.781731902583903,1.0
gpt-5.4-mini-20260317,live_pact_plus,1,1.3724666666666665,0.5406025927237226,1.2043214870412304,0.2773762017559178,0.7093558660680719,1.0
gpt-5.4-mini-20260317,live_psrl_notype,1,0.8400666666666667,1.0219709445331338,0.9113649060220217,0.0625,0.5,1.0
