model,method,episodes,final_mean_cumulative_reward,final_mean_cumulative_regret,final_mean_cumulative_exploration_cost,final_mean_true_tuple_posterior,final_mean_rule_marginal_accuracy,live_score_parse_ok_rate,mean_llm_assignment_score,mean_structured_assignment_score
DeepSeek-V3.2,live_pact_plus,5,14.368170000000001,1.542453911691684,1.3144238720933559,0.2912958326998702,0.737278878786078,1.0,0.9066666666666666,2.095026219447405
Kimi-K2.6,live_pact_plus,5,14.003709999999998,1.6610615719242354,1.2520242456163344,0.31511980417276264,0.7543462678450924,1.0,0.9793333333333333,2.012085934301627
Llama-4-Maverick-17B-128E-Instruct-FP8,live_pact_plus,5,14.526889999999998,1.5783506308590218,1.1286837702355488,0.25209154121929717,0.7292174131704012,1.0,0.8583999999999999,1.9872671367411123
gpt-5.4-mini-20260317,live_pact_plus,5,14.380503333333332,1.527642294822345,1.2967875385607137,0.29108626313991126,0.7371693138643238,1.0,1.3399999999999999,2.0950405169970976
