model,method,episodes,final_mean_cumulative_reward,final_mean_cumulative_regret,final_mean_cumulative_exploration_cost,final_mean_true_tuple_posterior,final_mean_rule_marginal_accuracy,live_score_parse_ok_rate,mean_llm_assignment_score,mean_structured_assignment_score
DeepSeek-V3.2,live_atom_adaptive_hedge,1,1.7648000000000001,0.3591107422834785,0.5581819418351444,0.0625,0.5,1.0,0.0,0.0
DeepSeek-V3.2,live_atom_tom0,1,0.7667,0.8300946465859083,1.014160166679553,0.0625,0.5,1.0,0.8666666666666667,0.0
DeepSeek-V3.2,live_atom_tom1,1,1.7648000000000001,0.3591107422834785,0.5581819418351444,0.0625,0.5,1.0,0.0,0.0
DeepSeek-V3.2,live_econ_bne,1,0.7667,0.8300946465859083,1.014160166679553,0.0625,0.5,1.0,0.3333333333333333,0.0
DeepSeek-V3.2,live_joint_psrl,1,1.67565,0.4837789479868595,0.5035388019416036,0.12699073946773456,0.6206090577831527,1.0,-0.6666666666666666,2.0198393869164066
DeepSeek-V3.2,live_llm_belief,1,1.33345,0.7904302289076954,0.30037900175767174,0.0625,0.5,1.0,0.30000000000000004,0.0
DeepSeek-V3.2,live_llm_greedy,1,0.8706833333333334,1.3029960566105983,0.5698984188313625,0.0625,0.5,1.0,0.5333333333333333,0.0
DeepSeek-V3.2,live_map_greedy,1,0.8743333333333334,1.2974447482488802,0.5445700217333598,0.09775673258714494,0.5877203409705537,1.0,0.0,1.6388982098660159
DeepSeek-V3.2,live_pact,1,1.7058166666666665,0.4242823139580125,0.22236195131429137,0.10640911597448975,0.5977213239115168,1.0,0.0,2.4317855179088648
DeepSeek-V3.2,live_pact_plus,1,1.7058166666666665,0.4242823139580125,0.22236195131429137,0.10640911597448975,0.5977213239115168,1.0,0.0,2.4317855179088648
DeepSeek-V3.2,live_psrl_notype,1,0.8743333333333334,1.2974447482488802,0.5445700217333598,0.0625,0.5,1.0,0.3333333333333333,1.6388982098660159
Kimi-K2.6,live_atom_adaptive_hedge,1,0.8706833333333334,1.3029960566105983,0.5698984188313625,0.0625,0.5,1.0,0.20000000000000004,0.0
Kimi-K2.6,live_atom_tom0,1,1.7648000000000001,0.3591107422834785,0.5581819418351444,0.0625,0.5,1.0,0.3333333333333333,0.0
Kimi-K2.6,live_atom_tom1,1,1.7648000000000001,0.3591107422834785,0.5581819418351444,0.0625,0.5,1.0,0.0,0.0
Kimi-K2.6,live_econ_bne,1,0.7667,0.8300946465859083,1.014160166679553,0.0625,0.5,1.0,0.5333333333333333,0.0
Kimi-K2.6,live_joint_psrl,1,1.1884833333333333,0.39586239932894474,0.7731102892708281,0.1050445358549766,0.5933822444801102,1.0,1.0,2.0247363424066447
Kimi-K2.6,live_llm_belief,1,0.7679499999999999,0.8064752167056415,0.9874339841575299,0.0625,0.5,1.0,0.6333333333333334,0.0
Kimi-K2.6,live_llm_greedy,1,0.8706833333333334,1.3029960566105983,0.5698984188313625,0.0625,0.5,1.0,0.5,0.0
