cell,gap,target_information,turns,batch,mean_root_lr
0,1,0.25,71,117,0.8002759082770106
0,1,0.25,71,118,0.8009650969010184
0,1,0.25,71,119,0.7768452952973914
0,1,0.25,71,120,0.7743835143224882
0,1,0.25,71,121,0.7814878459331855
0,1,0.25,71,122,0.8074515582720228
0,1,0.25,71,123,0.7718314328848302
0,1,0.25,71,124,0.7669462454989328
0,1,0.25,71,125,0.801789636317183
0,1,0.25,71,126,0.8451773504939499
0,1,0.25,71,127,0.7483506117481715
0,1,0.25,71,128,0.7419585676656488
0,1,0.25,71,129,0.7856878143881267
0,1,0.25,71,130,0.7594323696140556
0,1,0.25,71,131,0.7830884914051203
0,1,0.25,71,132,0.7586698141544477
0,1,0.25,71,133,0.7652610619176492
0,1,0.25,71,134,0.8167967248642397
0,1,0.25,71,135,0.7709046729603755
0,1,0.25,71,136,0.7560737664949235
0,1,0.25,71,137,0.7917865571424508
0,1,0.25,71,138,0.7768311959658251
0,1,0.25,71,139,0.7816520631335714
0,1,0.25,71,140,0.7478788945375444
0,1,0.25,71,141,0.7805286695610866
0,1,0.25,71,142,0.7767098274056391
0,1,0.25,71,143,0.7757844203418399
0,1,0.25,71,144,0.7600393668227521
0,1,0.25,71,145,0.8081364121655954
0,1,0.25,71,146,0.8068026180940026
0,1,0.25,71,147,0.7978400185337591
0,1,0.25,71,148,0.7440285791994333
0,1,0.25,71,149,0.7930277293769844
0,1,0.25,71,150,0.8028295540006716
0,1,0.25,71,151,0.7709689714670198
0,1,0.25,71,152,0.7744155003992075
0,1,0.25,71,153,0.8013865592442996
0,1,0.25,71,154,0.8184723051869387
0,1,0.25,71,155,0.74792231931766
0,1,0.25,71,156,0.7833438699069823
0,1,0.25,71,157,0.7711317137879594
0,1,0.25,71,158,0.7785198643671677
0,1,0.25,71,159,0.813937774825539
0,1,0.25,71,160,0.7955270051473494
0,1,0.25,71,161,0.8089771425416716
0,1,0.25,71,162,0.7637360301249216
0,1,0.25,71,163,0.794453911697477
0,1,0.25,71,164,0.8279804386396493
0,1,0.25,71,165,0.7728397092132311
0,1,0.25,71,166,0.7944471274815154
0,1,0.25,71,167,0.8012911487222442
0,1,0.25,71,168,0.7674149094497877
0,1,0.25,71,169,0.7839297592146991
0,1,0.25,71,170,0.7560000201763966
0,1,0.25,71,171,0.7770752292036659
0,1,0.25,71,172,0.7661059829195942
0,1,0.25,71,173,0.7800629510507375
0,1,0.25,71,174,0.8143400868340607
0,1,0.25,71,175,0.772272641217397
0,1,0.25,71,176,0.764587048294651
0,1,0.25,71,177,0.7997354222594099
0,1,0.25,71,178,0.7609769982894298
0,1,0.25,71,179,0.7843589080697919
0,1,0.25,71,180,0.7736310101310626
0,1,0.25,71,181,0.7940725333566697
0,1,0.25,71,182,0.7914975977251206
0,1,0.25,71,183,0.815868156496406
0,1,0.25,71,184,0.7653154533360741
0,1,0.25,71,185,0.7848657006497228
0,1,0.25,71,186,0.8127605309609255
0,1,0.25,71,187,0.7966686810294157
0,1,0.25,71,188,0.7908548689130595
0,1,0.25,71,189,0.8033117953369971
0,1,0.25,71,190,0.7985221598519759
0,1,0.25,71,191,0.8107026507930042
0,1,0.25,71,192,0.8053576667795794
0,1,0.25,71,193,0.7880764300624129
0,1,0.25,71,194,0.7685374181514759
0,1,0.25,71,195,0.7955569365817405
0,1,0.25,71,196,0.7919468457725743
0,1,0.25,71,197,0.7644729808584679
0,1,0.25,71,198,0.8032550811817942
0,1,0.25,71,199,0.7720079413652855
1,1,0.5,142,0,0.5908204169213657
1,1,0.5,142,1,0.5507568367540683
1,1,0.5,142,2,0.5916999170326492
1,1,0.5,142,3,0.6387606367552239
1,1,0.5,142,4,0.5933042710344657
