n,m,H,seeds,rho_global,mean_error_final_preupdate,sem_error_final_preupdate,upper95_error_final_preupdate,global_rho_error_bound,upper95_below_bound,censoring_fraction_agents,mean_proxy_half,mean_proxy_end,relative_proxy_increment
3,4,1,200,0.0011696097542561734,1.0958382349694299e-13,5.043295963378083e-14,2.0843242437915343e-13,0.04989709599301191,True,0.0,148.7679801774032,148.76960808316323,1.0942461844328228e-05
3,4,4,200,0.0011696097542561734,0.0,0.0,0.0,2.8697715820384105e-08,True,0.0,146.66316957708938,146.66316957708938,0.0
3,8,1,200,0.0011696097542561734,2.767175377726971e-13,2.589222893834958e-13,7.842052249643489e-13,0.16465201637814922,True,0.0,153.80677088744142,153.82937948909424,0.00014697193558154352
3,8,4,200,0.0011696097542561734,0.0,0.0,0.0,9.469763081873764e-08,True,0.0,166.80039606452306,166.80039606452306,0.0
3,16,1,200,0.0011696097542561734,4.7217105410742494e-11,3.6122471755867135e-11,1.1801715005224208e-10,0.4989709599301191,True,0.0,142.00499343812515,142.68955575986539,0.004797564321331912
3,16,4,200,0.0011696097542561734,0.0,0.0,0.0,2.8697715820384103e-07,True,0.0,155.6683603476399,155.6683603476399,0.0
