backbone,round,mean_true_mass,sem
Llama_smoke,1,0.599998180492244,0.2023348157668496
Llama_smoke,2,0.6854463736526145,0.16242130812339242
Llama_smoke,3,0.7551344858193749,0.13069668558358863
