experiment,model,family,algorithm,episode_k,n_seeds,cumulative_regret_mean,cumulative_regret_std,cumulative_regret_sem,instant_regret_mean,source
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,7,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,8,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,9,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,10,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,11,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,12,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,13,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,14,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,15,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,16,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,17,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,18,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,19,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg_plus,20,5,0.912,0.3263740186,0.1459588983,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,1,5,0.62,0.7277362159,0.3254535297,0.62,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,2,5,0.628,0.7199444423,0.3219689426,0.008,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,3,5,0.636,0.7125166665,0.3186471403,0.008,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,4,5,0.644,0.7054643861,0.3154932646,0.008,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,5,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,6,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,7,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,8,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,9,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,10,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,11,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,12,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,13,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,14,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,15,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,16,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,17,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,18,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,19,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,hpsmg,20,5,0.644,0.7054643861,0.3154932646,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,1,5,1.338,0.3856423213,0.1724644891,1.338,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,2,5,1.338,0.3856423213,0.1724644891,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,3,5,1.338,0.3856423213,0.1724644891,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,4,5,1.338,0.3856423213,0.1724644891,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,5,5,1.362,0.3384080377,0.1513406753,0.024,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,6,5,1.362,0.3384080377,0.1513406753,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,7,5,1.362,0.3384080377,0.1513406753,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,8,5,1.362,0.3384080377,0.1513406753,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,9,5,1.362,0.3384080377,0.1513406753,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,10,5,1.468,0.425170554,0.1901420522,0.106,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,11,5,1.492,0.3820602047,0.1708625178,0.024,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,12,5,1.492,0.3820602047,0.1708625178,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,13,5,1.492,0.3820602047,0.1708625178,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,14,5,1.492,0.3820602047,0.1708625178,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,15,5,1.492,0.3820602047,0.1708625178,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,16,5,1.492,0.3820602047,0.1708625178,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,17,5,1.492,0.3820602047,0.1708625178,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,18,5,1.492,0.3820602047,0.1708625178,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,19,5,1.492,0.3820602047,0.1708625178,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,joint_psrl,20,5,1.492,0.3820602047,0.1708625178,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,1,5,0.854,0.470563492,0.2104423912,0.854,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,2,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,3,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,5,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,6,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,7,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,8,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,9,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,10,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,11,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,12,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,13,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,14,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,15,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,16,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,17,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,18,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,19,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,20,5,0.854,0.470563492,0.2104423912,0,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,5,1.53,0.4141255848,0.1852025918,1.53,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,5,2.392,1.034079301,0.4624543221,0.862,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,5,3.298,0.9249432415,0.4136471927,0.906,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,5,4.406,1.588011335,0.7101802588,1.108,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,5,5,5.07,1.392515709,0.622751957,0.664,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,6,5,6.074,1.906667249,0.852687516,1.004,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,7,5,7.002,2.126468904,0.9509858043,0.928,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,8,5,7.95,2.283867334,1.021376522,0.948,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,9,5,9.068,2.014924316,0.9011015481,1.118,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,10,5,9.756,1.873173777,0.8377087799,0.688,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,11,5,10.688,2.072213792,0.9267221806,0.932,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,12,5,11.248,2.205100905,0.986151104,0.56,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,13,5,12.238,2.171697493,0.9712126441,0.99,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,14,5,13.138,2.720637793,1.216706209,0.9,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,15,5,13.662,2.583673741,1.155454023,0.524,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,16,5,14.532,2.815007993,1.258909846,0.87,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,17,5,15.394,3.174355053,1.419614736,0.862,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,18,5,16.418,2.763941027,1.236072004,1.024,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,19,5,17.186,2.207335498,0.9871504445,0.768,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,20,5,17.72,1.87484666,0.838456916,0.534,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,5,1.360989044,0.9923960706,0.4438130149,1.360989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,2,5,3.123978088,1.6242327,0.7263789459,1.762989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,3,5,4.484967133,2.597823643,1.161782052,1.360989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,4,5,6.066967133,3.489105476,1.560375405,1.582,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,5,5,7.427956177,4.460810749,1.994935214,1.360989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,6,5,8.602945221,5.081156119,2.272362097,1.174989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,7,5,9.777934265,5.713181444,2.555012415,1.174989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,8,5,10.95292331,6.353401974,2.84132774,1.174989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,9,5,11.83492331,6.934614294,3.101253792,0.882,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,10,5,13.00991235,7.572920608,3.386713054,1.174989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,11,5,14.3849014,7.902208976,3.533975289,1.374989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,12,5,15.55989044,8.547141205,3.82239775,1.174989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,13,5,16.45887949,9.171404769,4.101576903,0.8989890442,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,14,5,17.63386853,9.81773311,4.390623724,1.174989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,15,5,18.80885757,10.46728624,4.681112713,1.174989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,16,5,19.98384662,11.11949903,4.972791139,1.174989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,17,5,20.93083566,11.26839261,5.039378376,0.9469890442,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,18,5,22.22283566,12.21017849,5.460557825,1.292,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,19,5,23.61683566,12.45628916,5.57062186,1.394,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,20,5,24.79182471,13.11243476,5.864059096,1.174989044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,1,5,1.411960723,0.150813044,0.06744564367,1.411960723,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,2,5,3.191960723,0.7008050004,0.313409524,1.78,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,3,5,4.792341824,1.158020021,0.5178822971,1.6003811,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,4,5,6.008972648,1.356392408,0.6065971255,1.216630825,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,5,5,7.244765511,1.882658853,0.8419506346,1.235792863,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,6,5,8.310083137,2.089213543,0.9343247005,1.065317625,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,7,5,9.62963346,2.394366969,1.070793461,1.319550323,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,8,5,11.06690134,2.760746383,1.234643316,1.43726788,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,9,5,12.19457563,2.605570664,1.165246625,1.127674286,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,10,5,13.71808047,2.276072359,1.017890503,1.523504846,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,11,5,15.11208047,2.13321859,0.9540043555,1.394,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,12,5,16.41278078,2.016971911,0.9020172602,1.30070031,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,13,5,17.56915783,1.707160996,0.7634656073,1.156377044,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,14,5,18.52267942,1.696038211,0.7584913464,0.9535215936,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,15,5,19.74174541,1.687890895,0.7548477558,1.219065992,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,16,5,21.28374541,1.719321325,0.7689038716,1.542,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,17,5,22.65134348,1.180734823,0.5280406656,1.367598065,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,18,5,23.88684543,1.302305659,0.582408796,1.235501958,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,19,5,24.93241108,1.646502136,0.7363381404,1.045565645,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,random,20,5,26.45841108,2.02816471,0.9070228323,1.526,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
