experiment,model,family,algorithm,episode_k,n_seeds,cumulative_regret_mean,cumulative_regret_std,cumulative_regret_sem,instant_regret_mean,source
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,7,5,1.168,0.407394158,0.1821922062,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,8,5,1.168,0.407394158,0.1821922062,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,9,5,1.17,0.4090843434,0.1829480801,0.002,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,10,5,1.17,0.4090843434,0.1829480801,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,11,5,1.194,0.387853065,0.1734531637,0.024,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,12,5,1.194,0.387853065,0.1734531637,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,13,5,1.194,0.387853065,0.1734531637,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,14,5,1.194,0.387853065,0.1734531637,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,15,5,1.194,0.387853065,0.1734531637,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,16,5,1.194,0.387853065,0.1734531637,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,17,5,1.194,0.387853065,0.1734531637,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,18,5,1.194,0.387853065,0.1734531637,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,19,5,1.194,0.387853065,0.1734531637,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,joint_psrl,20,5,1.194,0.387853065,0.1734531637,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,1,5,0.974,0.490642436,0.2194219679,0.974,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,2,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,3,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,4,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,5,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,6,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,7,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,8,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,9,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,10,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,11,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,12,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,13,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,14,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,15,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,16,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,17,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,18,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,19,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,map_greedy,20,5,0.974,0.490642436,0.2194219679,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,1,5,0.76,0.9779314904,0.437344258,0.76,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,2,5,0.874,1.057061966,0.4727324825,0.114,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,3,5,1.352,0.7535051427,0.3369777441,0.478,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,4,5,2.668,0.8859853272,0.3962246837,1.316,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,5,5,2.686,0.8472484878,0.3789010425,0.018,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,6,5,3.016,1.226185141,0.5483666657,0.33,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,7,5,3.756,1.715190951,0.7670567124,0.74,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,8,5,4.388,2.287732502,1.023105078,0.632,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,9,5,5.232,2.373240401,1.061345373,0.844,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,10,5,5.648,2.252347664,1.007280497,0.416,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,11,5,6.164,2.070224625,0.9258325983,0.516,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,12,5,6.318,2.253157784,1.007642794,0.154,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,13,5,6.782,2.211576361,0.9890470161,0.464,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,14,5,7.386,2.460087397,1.10018453,0.604,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,15,5,7.588,2.703510681,1.209046732,0.202,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,16,5,8.23,3.119102435,1.394905015,0.642,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,17,5,8.824,3.332361025,1.490277155,0.594,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,18,5,9.794,4.138463483,1.850777134,0.97,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,19,5,10.548,5.003640675,2.237696137,0.754,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,psrl_notype,20,5,10.654,4.870906486,2.178335603,0.106,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,1,5,1.44,0.891627725,0.3987480407,1.44,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,2,5,3.062,1.709537949,0.7645286129,1.622,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,3,5,4.44,2.655108284,1.187400522,1.378,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,4,5,6.116,3.503502533,1.566813965,1.676,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,5,5,7.494,4.439558537,1.985430936,1.378,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,6,5,8.856,5.355373937,2.394996033,1.362,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,7,5,10.234,6.3083738,2.821190529,1.378,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,8,5,11.612,7.265078802,3.249042013,1.378,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,9,5,12.794,8.243596303,3.686648342,1.182,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,10,5,14.172,9.201759071,4.115151759,1.378,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,11,5,15.63,10.0504776,4.494710224,1.458,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,12,5,17.008,11.01192399,4.924682122,1.378,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,13,5,18.11,11.95056066,5.344453199,1.102,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,14,5,19.488,12.91157504,5.774231897,1.378,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,15,5,20.866,13.87342351,6.204383612,1.378,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,16,5,22.244,14.83594385,6.634835793,1.378,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,17,5,23.532,15.55258081,6.955325585,1.288,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,18,5,24.658,16.49785653,7.378065736,1.126,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,19,5,26.148,17.30502008,7.739040251,1.49,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,iql,20,5,27.526,18.26774836,8.169585424,1.378,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,1,5,1.402,0.3820602047,0.1708625178,1.402,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,2,5,2.954,0.7042939727,0.3149698398,1.552,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,3,5,4.234,1.505134545,0.6731166318,1.28,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,4,5,5.546,1.994875936,0.8921356399,1.312,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,5,5,6.812,2.576687796,1.152329814,1.266,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,6,5,7.934,3.013789973,1.34780785,1.122,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,7,5,8.776,2.977201706,1.33144508,0.842,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,8,5,9.89,3.102909925,1.387663504,1.114,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,9,5,11.098,3.303796301,1.477502623,1.208,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,10,5,12.412,3.517807556,1.573211365,1.314,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,11,5,13.74,3.651657158,1.633070727,1.328,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,12,5,14.8018261,3.506750503,1.568266501,1.061826101,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,13,5,15.7178261,3.919606728,1.752901418,0.916,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,14,5,16.4658261,4.19394205,1.875587904,0.748,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,15,5,17.4958261,4.275029358,1.91185125,1.03,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,16,5,19.2358261,4.179861911,1.869291074,1.74,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,17,5,20.2058261,4.659428022,2.083759559,0.97,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,18,5,21.3318261,4.648267225,2.078768299,1.126,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,19,5,22.7138261,4.742632861,2.120969894,1.382,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,random,20,5,24.3418261,4.833663108,2.161679858,1.628,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,1,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,2,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,3,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,4,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,5,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,6,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,7,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,8,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,9,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,10,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,11,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,12,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,13,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,14,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,15,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,16,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,17,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,18,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,19,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Native,oracle,20,5,0,0,0,0,results/cloudgpt/E2_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Prompted LLM,llm_greedy,1,5,0.266,0.4859835388,0.2173384457,0.266,results/cloudgpt/E2_llm_baselines_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Prompted LLM,llm_greedy,2,5,0.532,0.9719670776,0.4346768915,0.266,results/cloudgpt/E2_llm_baselines_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Prompted LLM,llm_greedy,3,5,1.438,1.634233765,0.7308515581,0.906,results/cloudgpt/E2_llm_baselines_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Prompted LLM,llm_greedy,4,5,1.704,2.036732678,0.9108545438,0.266,results/cloudgpt/E2_llm_baselines_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Prompted LLM,llm_greedy,5,5,1.97,2.469453381,1.104373125,0.266,results/cloudgpt/E2_llm_baselines_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Prompted LLM,llm_greedy,6,5,2.236,2.918986125,1.30541028,0.266,results/cloudgpt/E2_llm_baselines_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Prompted LLM,llm_greedy,7,5,2.502,3.37862694,1.510967902,0.266,results/cloudgpt/E2_llm_baselines_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Prompted LLM,llm_greedy,8,5,2.768,3.844752268,1.719425485,0.266,results/cloudgpt/E2_llm_baselines_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Prompted LLM,llm_greedy,9,5,3.034,4.31526129,1.929843517,0.266,results/cloudgpt/E2_llm_baselines_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,Llama-4-Maverick,Prompted LLM,llm_greedy,10,5,3.3,4.788862078,2.141644228,0.266,results/cloudgpt/E2_llm_baselines_Llama_4_Maverick_17B_128E_Instruct_FP8_c19_K20_s5.npz
