model,model_snapshot,algorithm,family,seed_index,rng_seed,true_types,initial_state_id,final_cumulative_regret,matched_seed,source_file
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg_plus,native,2,2,3|1|0,fixed_hp_spgg_initial_state,0.2699999999999996,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg_plus,native,3,3,3|0|0,fixed_hp_spgg_initial_state,0.3199999999999994,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg_plus,native,4,4,2|3|3,fixed_hp_spgg_initial_state,0.22999999999999998,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg_plus,native,5,5,2|3|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg_plus,native,6,6,1|2|2,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg_plus,native,7,7,3|2|2,fixed_hp_spgg_initial_state,0.1499999999999999,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg_plus,native,8,8,2|1|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg_plus,native,9,9,1|3|3,fixed_hp_spgg_initial_state,0.25,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg,native,0,0,3|2|2,fixed_hp_spgg_initial_state,0.5399999999999998,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg,native,1,1,1|2|3,fixed_hp_spgg_initial_state,0.38000000000000034,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg,native,2,2,3|1|0,fixed_hp_spgg_initial_state,0.4399999999999995,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg,native,3,3,3|0|0,fixed_hp_spgg_initial_state,0.3199999999999994,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg,native,4,4,2|3|3,fixed_hp_spgg_initial_state,1.33,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg,native,5,5,2|3|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg,native,6,6,1|2|2,fixed_hp_spgg_initial_state,0.4900000000000002,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg,native,7,7,3|2|2,fixed_hp_spgg_initial_state,0.1200000000000001,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg,native,8,8,2|1|0,fixed_hp_spgg_initial_state,1.44,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,hpsmg,native,9,9,1|3|3,fixed_hp_spgg_initial_state,0.3799999999999999,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,joint_psrl,native,0,0,3|2|2,fixed_hp_spgg_initial_state,0.22999999999999998,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,joint_psrl,native,1,1,1|2|3,fixed_hp_spgg_initial_state,0.38000000000000034,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,joint_psrl,native,2,2,3|1|0,fixed_hp_spgg_initial_state,0.2699999999999996,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,joint_psrl,native,3,3,3|0|0,fixed_hp_spgg_initial_state,0.6599999999999984,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,joint_psrl,native,4,4,2|3|3,fixed_hp_spgg_initial_state,0.7399999999999998,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,joint_psrl,native,5,5,2|3|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,joint_psrl,native,6,6,1|2|2,fixed_hp_spgg_initial_state,0.4900000000000002,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,joint_psrl,native,7,7,3|2|2,fixed_hp_spgg_initial_state,0.18999999999999995,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,joint_psrl,native,8,8,2|1|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,joint_psrl,native,9,9,1|3|3,fixed_hp_spgg_initial_state,0.9499999999999997,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,llm_psrl_verbal,native,0,0,3|2|2,fixed_hp_spgg_initial_state,1.3999999999999968,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,llm_psrl_verbal,native,1,1,1|2|3,fixed_hp_spgg_initial_state,2.0000000000000018,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,llm_psrl_verbal,native,2,2,3|1|0,fixed_hp_spgg_initial_state,5.3999999999999915,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,llm_psrl_verbal,native,3,3,3|0|0,fixed_hp_spgg_initial_state,6.399999999999988,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,llm_psrl_verbal,native,4,4,2|3|3,fixed_hp_spgg_initial_state,1.740000000000001,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,llm_psrl_verbal,native,5,5,2|3|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,llm_psrl_verbal,native,6,6,1|2|2,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,llm_psrl_verbal,native,7,7,3|2|2,fixed_hp_spgg_initial_state,1.3999999999999968,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,llm_psrl_verbal,native,8,8,2|1|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,llm_psrl_verbal,native,9,9,1|3|3,fixed_hp_spgg_initial_state,3.5900000000000007,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,psrl_notype,native,0,0,3|2|2,fixed_hp_spgg_initial_state,1.199999999999998,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,psrl_notype,native,1,1,1|2|3,fixed_hp_spgg_initial_state,2.860000000000002,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,psrl_notype,native,2,2,3|1|0,fixed_hp_spgg_initial_state,5.629999999999994,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,psrl_notype,native,3,3,3|0|0,fixed_hp_spgg_initial_state,7.39999999999999,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,psrl_notype,native,4,4,2|3|3,fixed_hp_spgg_initial_state,5.360000000000005,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,psrl_notype,native,5,5,2|3|0,fixed_hp_spgg_initial_state,12.069999999999999,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,psrl_notype,native,6,6,1|2|2,fixed_hp_spgg_initial_state,8.330000000000002,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,psrl_notype,native,7,7,3|2|2,fixed_hp_spgg_initial_state,2.449999999999998,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,psrl_notype,native,8,8,2|1|0,fixed_hp_spgg_initial_state,4.180000000000001,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,psrl_notype,native,9,9,1|3|3,fixed_hp_spgg_initial_state,5.1,True,analysis\e_a_matched_likelihood\matched_s10\native\gpt_5_4_nano_20260317.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom0,LLM-coordination,0,0,3|2|2,fixed_hp_spgg_initial_state,9.199999999999996,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom0.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom0,LLM-coordination,1,1,1|2|3,fixed_hp_spgg_initial_state,4.400000000000004,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom0.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom0,LLM-coordination,2,2,3|1|0,fixed_hp_spgg_initial_state,7.400000000000002,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom0.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom0,LLM-coordination,3,3,3|0|0,fixed_hp_spgg_initial_state,8.399999999999999,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom0.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom0,LLM-coordination,4,4,2|3|3,fixed_hp_spgg_initial_state,17.199999999999992,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom0.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom0,LLM-coordination,5,5,2|3|0,fixed_hp_spgg_initial_state,19.999999999999996,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom0.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom0,LLM-coordination,6,6,1|2|2,fixed_hp_spgg_initial_state,8.800000000000008,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom0.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom0,LLM-coordination,7,7,3|2|2,fixed_hp_spgg_initial_state,9.199999999999996,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom0.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom0,LLM-coordination,8,8,2|1|0,fixed_hp_spgg_initial_state,6.000000000000007,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom0.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom0,LLM-coordination,9,9,1|3|3,fixed_hp_spgg_initial_state,15.0,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom0.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom1,LLM-coordination,0,0,3|2|2,fixed_hp_spgg_initial_state,8.859999999999996,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom1.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom1,LLM-coordination,1,1,1|2|3,fixed_hp_spgg_initial_state,4.880000000000006,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom1.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom1,LLM-coordination,2,2,3|1|0,fixed_hp_spgg_initial_state,7.440000000000002,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom1.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom1,LLM-coordination,3,3,3|0|0,fixed_hp_spgg_initial_state,8.359999999999998,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom1.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom1,LLM-coordination,4,4,2|3|3,fixed_hp_spgg_initial_state,6.439999999999994,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom1.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom1,LLM-coordination,5,5,2|3|0,fixed_hp_spgg_initial_state,19.709999999999997,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom1.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom1,LLM-coordination,6,6,1|2|2,fixed_hp_spgg_initial_state,9.36000000000001,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom1.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom1,LLM-coordination,7,7,3|2|2,fixed_hp_spgg_initial_state,8.859999999999996,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom1.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom1,LLM-coordination,8,8,2|1|0,fixed_hp_spgg_initial_state,10.479999999999995,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom1.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom1,LLM-coordination,9,9,1|3|3,fixed_hp_spgg_initial_state,8.549999999999999,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom1.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom2,LLM-coordination,0,0,3|2|2,fixed_hp_spgg_initial_state,9.199999999999996,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom2.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom2,LLM-coordination,1,1,1|2|3,fixed_hp_spgg_initial_state,4.400000000000004,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom2.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom2,LLM-coordination,2,2,3|1|0,fixed_hp_spgg_initial_state,7.400000000000002,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom2.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom2,LLM-coordination,3,3,3|0|0,fixed_hp_spgg_initial_state,8.399999999999999,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom2.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom2,LLM-coordination,4,4,2|3|3,fixed_hp_spgg_initial_state,17.199999999999992,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom2.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom2,LLM-coordination,5,5,2|3|0,fixed_hp_spgg_initial_state,19.999999999999996,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom2.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom2,LLM-coordination,6,6,1|2|2,fixed_hp_spgg_initial_state,8.800000000000008,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom2.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom2,LLM-coordination,7,7,3|2|2,fixed_hp_spgg_initial_state,9.199999999999996,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom2.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom2,LLM-coordination,8,8,2|1|0,fixed_hp_spgg_initial_state,6.000000000000007,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom2.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,atom_tom2,LLM-coordination,9,9,1|3|3,fixed_hp_spgg_initial_state,15.0,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_atom_tom2.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,econ_bne,LLM-coordination,0,0,3|2|2,fixed_hp_spgg_initial_state,2.1999999999999886,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_econ_bne.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,econ_bne,LLM-coordination,1,1,1|2|3,fixed_hp_spgg_initial_state,4.800000000000004,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_econ_bne.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,econ_bne,LLM-coordination,2,2,3|1|0,fixed_hp_spgg_initial_state,4.799999999999997,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_econ_bne.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,econ_bne,LLM-coordination,3,3,3|0|0,fixed_hp_spgg_initial_state,3.3999999999999897,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_econ_bne.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,econ_bne,LLM-coordination,4,4,2|3|3,fixed_hp_spgg_initial_state,6.199999999999994,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_econ_bne.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,econ_bne,LLM-coordination,5,5,2|3|0,fixed_hp_spgg_initial_state,13.99999999999999,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_econ_bne.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,econ_bne,LLM-coordination,6,6,1|2|2,fixed_hp_spgg_initial_state,13.200000000000003,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_econ_bne.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,econ_bne,LLM-coordination,7,7,3|2|2,fixed_hp_spgg_initial_state,2.1999999999999886,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_econ_bne.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,econ_bne,LLM-coordination,8,8,2|1|0,fixed_hp_spgg_initial_state,10.399999999999995,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_econ_bne.npz
GPT-5.4-nano,gpt-5.4-nano-20260317,econ_bne,LLM-coordination,9,9,1|3|3,fixed_hp_spgg_initial_state,8.399999999999999,True,analysis\e_a_matched_likelihood\matched_s10\external\gpt_5_4_nano_20260317_econ_bne.npz
Kimi-K2.6,Kimi-K2.6,oracle,native,0,0,3|2|2,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,oracle,native,1,1,1|2|3,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,oracle,native,2,2,3|1|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,oracle,native,3,3,3|0|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,oracle,native,4,4,2|3|3,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,oracle,native,5,5,2|3|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,oracle,native,6,6,1|2|2,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,oracle,native,7,7,3|2|2,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,oracle,native,8,8,2|1|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,oracle,native,9,9,1|3|3,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg_plus,native,0,0,3|2|2,fixed_hp_spgg_initial_state,0.4200000000000004,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg_plus,native,1,1,1|2|3,fixed_hp_spgg_initial_state,0.490000000000002,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg_plus,native,2,2,3|1|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg_plus,native,3,3,3|0|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg_plus,native,4,4,2|3|3,fixed_hp_spgg_initial_state,0.7899999999999998,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg_plus,native,5,5,2|3|0,fixed_hp_spgg_initial_state,0.20999999999999863,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg_plus,native,6,6,1|2|2,fixed_hp_spgg_initial_state,0.2699999999999996,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg_plus,native,7,7,3|2|2,fixed_hp_spgg_initial_state,0.4200000000000004,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg_plus,native,8,8,2|1|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg_plus,native,9,9,1|3|3,fixed_hp_spgg_initial_state,0.6499999999999999,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg,native,0,0,3|2|2,fixed_hp_spgg_initial_state,0.77,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg,native,1,1,1|2|3,fixed_hp_spgg_initial_state,0.4500000000000002,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg,native,2,2,3|1|0,fixed_hp_spgg_initial_state,0.10000000000000009,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg,native,3,3,3|0|0,fixed_hp_spgg_initial_state,0.10000000000000009,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg,native,4,4,2|3|3,fixed_hp_spgg_initial_state,0.94,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg,native,5,5,2|3|0,fixed_hp_spgg_initial_state,0.05999999999999961,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg,native,6,6,1|2|2,fixed_hp_spgg_initial_state,0.8699999999999992,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg,native,7,7,3|2|2,fixed_hp_spgg_initial_state,0.4200000000000004,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg,native,8,8,2|1|0,fixed_hp_spgg_initial_state,0.95,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,hpsmg,native,9,9,1|3|3,fixed_hp_spgg_initial_state,0.8099999999999996,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,joint_psrl,native,0,0,3|2|2,fixed_hp_spgg_initial_state,0.4200000000000004,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,joint_psrl,native,1,1,1|2|3,fixed_hp_spgg_initial_state,0.7000000000000006,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,joint_psrl,native,2,2,3|1|0,fixed_hp_spgg_initial_state,0.0,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
Kimi-K2.6,Kimi-K2.6,joint_psrl,native,3,3,3|0|0,fixed_hp_spgg_initial_state,1.3600000000000005,True,analysis\e_a_matched_likelihood\matched_s10\native\Kimi_K2_6.npz
