rho,g,n,m,K,lambda,seed,arm,cum_regret,corr_tv,unelicited_frac,realized_rule_corr,n_llm_calls,belief_entries,belief_bytes,beta,joint_prior,regret_source,harp_harp_s_action_mismatches,harp_harp_s_equal_regret_trace_despite_action_mismatch,joint_true_profile_monotonic,likelihood_mode,joint_alpha,common_random_numbers
0.0,4,8,2,20,0.0,33,joint,3.0,0.0,0.5125,0.5,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,33,harp,3.0,0.0,0.5125,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,33,harp_s,3.0,0.0,0.5125,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,34,oracle,0.0,0.0,0.7,0.5,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,34,joint,9.699999999999989,0.0,0.7,0.5,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,34,harp,9.699999999999989,0.0,0.7,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,34,harp_s,9.699999999999989,0.0,0.7,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,35,oracle,0.0,0.0,0.6375,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,35,joint,12.86,0.0,0.6375,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,35,harp,12.86,0.0,0.6375,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,35,harp_s,12.86,0.0,0.6375,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,36,oracle,0.0,0.0,0.38125,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,36,joint,0.0,0.0,0.38125,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,36,harp,0.0,0.0,0.38125,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,36,harp_s,0.0,0.0,0.38125,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,37,oracle,0.0,0.0,0.61875,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,37,joint,0.18999999999999773,0.0,0.61875,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,37,harp,0.18999999999999773,0.0,0.61875,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,37,harp_s,0.18999999999999773,0.0,0.61875,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,38,oracle,0.0,0.0,0.5375,0.3333333333333333,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,38,joint,1.5,0.0,0.5375,0.3333333333333333,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,38,harp,1.5,0.0,0.5375,0.3333333333333333,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,38,harp_s,1.5,0.0,0.5375,0.3333333333333333,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,39,oracle,0.0,0.0,0.64375,0.6666666666666666,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,39,joint,12.54999999999999,0.0,0.64375,0.6666666666666666,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,39,harp,12.54999999999999,0.0,0.64375,0.6666666666666666,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,39,harp_s,12.54999999999999,0.0,0.64375,0.6666666666666666,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,deterministic-rule,1.0,True
0.0,4,8,2,20,0.0,40,oracle,0.0,0.0,0.7,0.3333333333333333,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,deterministic-rule,1.0,True
