phase,H,n,m,seed,agent,true_type,first_turn,censored,rho_action,first_episode
type_horizon,1,3,8,2095,0,7,64.0,False,0.015992267610175137,64
type_horizon,1,3,8,2095,1,4,105.0,False,0.015992267610175137,105
type_horizon,1,3,8,2095,2,4,152.0,False,0.015992267610175137,152
type_horizon,1,3,8,2096,0,6,198.0,False,0.015992267610175137,198
type_horizon,1,3,8,2096,1,3,178.0,False,0.015992267610175137,178
type_horizon,1,3,8,2096,2,3,157.0,False,0.015992267610175137,157
type_horizon,1,3,8,2097,0,0,18.0,False,0.015992267610175137,18
type_horizon,1,3,8,2097,1,0,11.0,False,0.015992267610175137,11
type_horizon,1,3,8,2097,2,6,74.0,False,0.015992267610175137,74
type_horizon,1,3,8,2098,0,3,60.0,False,0.015992267610175137,60
type_horizon,1,3,8,2098,1,3,102.0,False,0.015992267610175137,102
type_horizon,1,3,8,2098,2,4,177.0,False,0.015992267610175137,177
type_horizon,1,3,8,2099,0,2,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2099,1,0,12.0,False,0.015992267610175137,12
type_horizon,1,3,8,2099,2,7,44.0,False,0.015992267610175137,44
type_horizon,1,3,8,2100,0,5,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2100,1,6,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2100,2,0,21.0,False,0.015992267610175137,21
type_horizon,1,3,8,2101,0,5,68.0,False,0.015992267610175137,68
type_horizon,1,3,8,2101,1,1,130.0,False,0.015992267610175137,130
type_horizon,1,3,8,2101,2,6,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2102,0,6,56.0,False,0.015992267610175137,56
type_horizon,1,3,8,2102,1,3,213.0,False,0.015992267610175137,213
type_horizon,1,3,8,2102,2,7,6.0,False,0.015992267610175137,6
type_horizon,1,3,8,2103,0,0,20.0,False,0.015992267610175137,20
type_horizon,1,3,8,2103,1,2,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2103,2,3,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2104,0,6,127.0,False,0.015992267610175137,127
type_horizon,1,3,8,2104,1,5,67.0,False,0.015992267610175137,67
type_horizon,1,3,8,2104,2,6,80.0,False,0.015992267610175137,80
type_horizon,1,3,8,2105,0,5,70.0,False,0.015992267610175137,70
type_horizon,1,3,8,2105,1,6,70.0,False,0.015992267610175137,70
type_horizon,1,3,8,2105,2,0,32.0,False,0.015992267610175137,32
type_horizon,1,3,8,2106,0,2,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2106,1,3,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2106,2,3,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2107,0,1,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2107,1,4,64.0,False,0.015992267610175137,64
type_horizon,1,3,8,2107,2,7,104.0,False,0.015992267610175137,104
type_horizon,1,3,8,2108,0,6,138.0,False,0.015992267610175137,138
type_horizon,1,3,8,2108,1,1,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2108,2,6,69.0,False,0.015992267610175137,69
type_horizon,1,3,8,2109,0,2,54.0,False,0.015992267610175137,54
type_horizon,1,3,8,2109,1,5,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2109,2,7,19.0,False,0.015992267610175137,19
type_horizon,1,3,8,2110,0,3,53.0,False,0.015992267610175137,53
type_horizon,1,3,8,2110,1,5,64.0,False,0.015992267610175137,64
type_horizon,1,3,8,2110,2,0,99.0,False,0.015992267610175137,99
type_horizon,1,3,8,2111,0,3,70.0,False,0.015992267610175137,70
type_horizon,1,3,8,2111,1,6,70.0,False,0.015992267610175137,70
type_horizon,1,3,8,2111,2,1,51.0,False,0.015992267610175137,51
type_horizon,1,3,8,2112,0,5,65.0,False,0.015992267610175137,65
type_horizon,1,3,8,2112,1,5,51.0,False,0.015992267610175137,51
type_horizon,1,3,8,2112,2,4,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2113,0,0,24.0,False,0.015992267610175137,24
type_horizon,1,3,8,2113,1,4,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2113,2,4,130.0,False,0.015992267610175137,130
type_horizon,1,3,8,2114,0,6,56.0,False,0.015992267610175137,56
type_horizon,1,3,8,2114,1,4,77.0,False,0.015992267610175137,77
type_horizon,1,3,8,2114,2,2,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2115,0,5,71.0,False,0.015992267610175137,71
type_horizon,1,3,8,2115,1,6,116.0,False,0.015992267610175137,116
type_horizon,1,3,8,2115,2,5,210.0,False,0.015992267610175137,210
type_horizon,1,3,8,2116,0,1,110.0,False,0.015992267610175137,110
type_horizon,1,3,8,2116,1,1,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2116,2,6,61.0,False,0.015992267610175137,61
type_horizon,1,3,8,2117,0,5,58.0,False,0.015992267610175137,58
type_horizon,1,3,8,2117,1,7,6.0,False,0.015992267610175137,6
type_horizon,1,3,8,2117,2,6,61.0,False,0.015992267610175137,61
type_horizon,1,3,8,2118,0,4,79.0,False,0.015992267610175137,79
type_horizon,1,3,8,2118,1,6,158.0,False,0.015992267610175137,158
type_horizon,1,3,8,2118,2,0,153.0,False,0.015992267610175137,153
type_horizon,1,3,8,2119,0,2,73.0,False,0.015992267610175137,73
type_horizon,1,3,8,2119,1,7,26.0,False,0.015992267610175137,26
type_horizon,1,3,8,2119,2,5,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2120,0,6,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2120,1,4,64.0,False,0.015992267610175137,64
type_horizon,1,3,8,2120,2,2,54.0,False,0.015992267610175137,54
type_horizon,1,3,8,2121,0,0,70.0,False,0.015992267610175137,70
type_horizon,1,3,8,2121,1,0,10.0,False,0.015992267610175137,10
type_horizon,1,3,8,2121,2,7,17.0,False,0.015992267610175137,17
type_horizon,1,3,8,2122,0,4,170.0,False,0.015992267610175137,170
type_horizon,1,3,8,2122,1,5,243.0,False,0.015992267610175137,243
type_horizon,1,3,8,2122,2,7,64.0,False,0.015992267610175137,64
type_horizon,1,3,8,2123,0,1,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2123,1,4,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2123,2,5,66.0,False,0.015992267610175137,66
type_horizon,1,3,8,2124,0,6,122.0,False,0.015992267610175137,122
type_horizon,1,3,8,2124,1,4,73.0,False,0.015992267610175137,73
type_horizon,1,3,8,2124,2,6,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2125,0,2,54.0,False,0.015992267610175137,54
type_horizon,1,3,8,2125,1,7,32.0,False,0.015992267610175137,32
type_horizon,1,3,8,2125,2,7,14.0,False,0.015992267610175137,14
type_horizon,1,3,8,2126,0,2,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2126,1,1,117.0,False,0.015992267610175137,117
type_horizon,1,3,8,2126,2,0,127.0,False,0.015992267610175137,127
type_horizon,1,3,8,2127,0,0,8.0,False,0.015992267610175137,8
type_horizon,1,3,8,2127,1,2,64.0,False,0.015992267610175137,64
type_horizon,1,3,8,2127,2,2,89.0,False,0.015992267610175137,89
type_horizon,1,3,8,2128,0,6,67.0,False,0.015992267610175137,67
type_horizon,1,3,8,2128,1,5,95.0,False,0.015992267610175137,95
type_horizon,1,3,8,2128,2,2,53.0,False,0.015992267610175137,53
type_horizon,1,3,8,2129,0,0,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2129,1,1,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2129,2,4,98.0,False,0.015992267610175137,98
type_horizon,1,3,8,2130,0,0,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2130,1,5,75.0,False,0.015992267610175137,75
type_horizon,1,3,8,2130,2,4,61.0,False,0.015992267610175137,61
type_horizon,1,3,8,2131,0,2,61.0,False,0.015992267610175137,61
type_horizon,1,3,8,2131,1,2,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2131,2,5,138.0,False,0.015992267610175137,138
type_horizon,1,3,8,2132,0,1,165.0,False,0.015992267610175137,165
type_horizon,1,3,8,2132,1,4,59.0,False,0.015992267610175137,59
type_horizon,1,3,8,2132,2,5,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2133,0,1,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2133,1,4,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2133,2,2,110.0,False,0.015992267610175137,110
type_horizon,1,3,8,2134,0,6,63.0,False,0.015992267610175137,63
type_horizon,1,3,8,2134,1,4,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2134,2,7,31.0,False,0.015992267610175137,31
type_horizon,1,3,8,2135,0,7,39.0,False,0.015992267610175137,39
type_horizon,1,3,8,2135,1,2,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2135,2,6,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2136,0,0,29.0,False,0.015992267610175137,29
type_horizon,1,3,8,2136,1,7,118.0,False,0.015992267610175137,118
type_horizon,1,3,8,2136,2,1,120.0,False,0.015992267610175137,120
type_horizon,1,3,8,2137,0,5,79.0,False,0.015992267610175137,79
type_horizon,1,3,8,2137,1,0,10.0,False,0.015992267610175137,10
type_horizon,1,3,8,2137,2,3,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2138,0,3,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2138,1,0,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2138,2,6,68.0,False,0.015992267610175137,68
type_horizon,1,3,8,2139,0,3,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2139,1,6,67.0,False,0.015992267610175137,67
type_horizon,1,3,8,2139,2,6,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2140,0,2,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2140,1,2,133.0,False,0.015992267610175137,133
type_horizon,1,3,8,2140,2,1,72.0,False,0.015992267610175137,72
type_horizon,1,3,8,2141,0,3,54.0,False,0.015992267610175137,54
type_horizon,1,3,8,2141,1,4,52.0,False,0.015992267610175137,52
type_horizon,1,3,8,2141,2,3,53.0,False,0.015992267610175137,53
type_horizon,1,3,8,2142,0,7,118.0,False,0.015992267610175137,118
type_horizon,1,3,8,2142,1,1,103.0,False,0.015992267610175137,103
type_horizon,1,3,8,2142,2,3,76.0,False,0.015992267610175137,76
type_horizon,1,3,8,2143,0,2,69.0,False,0.015992267610175137,69
type_horizon,1,3,8,2143,1,2,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2143,2,5,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2144,0,1,91.0,False,0.015992267610175137,91
type_horizon,1,3,8,2144,1,7,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2144,2,7,33.0,False,0.015992267610175137,33
type_horizon,1,3,8,2145,0,0,87.0,False,0.015992267610175137,87
type_horizon,1,3,8,2145,1,1,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2145,2,7,28.0,False,0.015992267610175137,28
type_horizon,1,3,8,2146,0,6,51.0,False,0.015992267610175137,51
type_horizon,1,3,8,2146,1,6,74.0,False,0.015992267610175137,74
type_horizon,1,3,8,2146,2,7,71.0,False,0.015992267610175137,71
type_horizon,1,3,8,2147,0,4,66.0,False,0.015992267610175137,66
type_horizon,1,3,8,2147,1,7,38.0,False,0.015992267610175137,38
type_horizon,1,3,8,2147,2,4,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2148,0,1,69.0,False,0.015992267610175137,69
type_horizon,1,3,8,2148,1,6,57.0,False,0.015992267610175137,57
type_horizon,1,3,8,2148,2,4,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2149,0,3,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2149,1,4,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2149,2,5,107.0,False,0.015992267610175137,107
type_horizon,1,3,8,2150,0,6,127.0,False,0.015992267610175137,127
type_horizon,1,3,8,2150,1,1,72.0,False,0.015992267610175137,72
type_horizon,1,3,8,2150,2,6,51.0,False,0.015992267610175137,51
type_horizon,1,3,8,2151,0,2,60.0,False,0.015992267610175137,60
type_horizon,1,3,8,2151,1,4,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2151,2,3,77.0,False,0.015992267610175137,77
type_horizon,1,3,8,2152,0,0,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2152,1,3,51.0,False,0.015992267610175137,51
type_horizon,1,3,8,2152,2,4,59.0,False,0.015992267610175137,59
type_horizon,1,3,8,2153,0,2,72.0,False,0.015992267610175137,72
type_horizon,1,3,8,2153,1,4,52.0,False,0.015992267610175137,52
type_horizon,1,3,8,2153,2,0,26.0,False,0.015992267610175137,26
type_horizon,1,3,8,2154,0,7,20.0,False,0.015992267610175137,20
type_horizon,1,3,8,2154,1,1,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2154,2,0,56.0,False,0.015992267610175137,56
type_horizon,1,3,8,2155,0,7,24.0,False,0.015992267610175137,24
type_horizon,1,3,8,2155,1,4,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2155,2,5,320.0,False,0.015992267610175137,320
type_horizon,1,3,8,2156,0,6,63.0,False,0.015992267610175137,63
type_horizon,1,3,8,2156,1,3,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2156,2,3,65.0,False,0.015992267610175137,65
type_horizon,1,3,8,2157,0,5,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2157,1,4,56.0,False,0.015992267610175137,56
type_horizon,1,3,8,2157,2,0,23.0,False,0.015992267610175137,23
type_horizon,1,3,8,2158,0,3,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2158,1,4,101.0,False,0.015992267610175137,101
type_horizon,1,3,8,2158,2,0,36.0,False,0.015992267610175137,36
type_horizon,1,3,8,2159,0,2,103.0,False,0.015992267610175137,103
type_horizon,1,3,8,2159,1,0,34.0,False,0.015992267610175137,34
type_horizon,1,3,8,2159,2,3,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2160,0,0,9.0,False,0.015992267610175137,9
type_horizon,1,3,8,2160,1,6,53.0,False,0.015992267610175137,53
type_horizon,1,3,8,2160,2,6,159.0,False,0.015992267610175137,159
type_horizon,1,3,8,2161,0,3,51.0,False,0.015992267610175137,51
type_horizon,1,3,8,2161,1,1,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2161,2,3,65.0,False,0.015992267610175137,65
type_horizon,1,3,8,2162,0,6,74.0,False,0.015992267610175137,74
type_horizon,1,3,8,2162,1,5,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2162,2,5,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2163,0,3,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2163,1,1,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2163,2,2,68.0,False,0.015992267610175137,68
type_horizon,1,3,8,2164,0,4,149.0,False,0.015992267610175137,149
type_horizon,1,3,8,2164,1,2,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2164,2,1,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2165,0,2,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2165,1,7,31.0,False,0.015992267610175137,31
type_horizon,1,3,8,2165,2,2,61.0,False,0.015992267610175137,61
type_horizon,1,3,8,2166,0,1,73.0,False,0.015992267610175137,73
type_horizon,1,3,8,2166,1,1,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2166,2,5,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2167,0,0,28.0,False,0.015992267610175137,28
type_horizon,1,3,8,2167,1,3,116.0,False,0.015992267610175137,116
type_horizon,1,3,8,2167,2,6,187.0,False,0.015992267610175137,187
type_horizon,1,3,8,2168,0,4,60.0,False,0.015992267610175137,60
type_horizon,1,3,8,2168,1,4,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2168,2,7,37.0,False,0.015992267610175137,37
type_horizon,1,3,8,2169,0,1,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2169,1,1,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2169,2,4,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2170,0,5,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2170,1,2,52.0,False,0.015992267610175137,52
type_horizon,1,3,8,2170,2,3,90.0,False,0.015992267610175137,90
type_horizon,1,3,8,2171,0,2,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2171,1,2,101.0,False,0.015992267610175137,101
type_horizon,1,3,8,2171,2,2,56.0,False,0.015992267610175137,56
type_horizon,1,3,8,2172,0,4,89.0,False,0.015992267610175137,89
type_horizon,1,3,8,2172,1,7,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2172,2,3,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2173,0,0,39.0,False,0.015992267610175137,39
type_horizon,1,3,8,2173,1,1,51.0,False,0.015992267610175137,51
type_horizon,1,3,8,2173,2,5,54.0,False,0.015992267610175137,54
type_horizon,1,3,8,2174,0,4,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2174,1,2,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2174,2,3,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2175,0,0,38.0,False,0.015992267610175137,38
type_horizon,1,3,8,2175,1,0,52.0,False,0.015992267610175137,52
type_horizon,1,3,8,2175,2,5,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2176,0,5,54.0,False,0.015992267610175137,54
type_horizon,1,3,8,2176,1,6,50.0,False,0.015992267610175137,50
type_horizon,1,3,8,2176,2,2,69.0,False,0.015992267610175137,69
type_horizon,1,3,8,2177,0,6,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2177,1,7,68.0,False,0.015992267610175137,68
type_horizon,1,3,8,2177,2,3,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2178,0,5,48.0,False,0.015992267610175137,48
type_horizon,1,3,8,2178,1,3,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2178,2,4,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2179,0,6,110.0,False,0.015992267610175137,110
type_horizon,1,3,8,2179,1,6,57.0,False,0.015992267610175137,57
type_horizon,1,3,8,2179,2,0,93.0,False,0.015992267610175137,93
type_horizon,1,3,8,2180,0,4,62.0,False,0.015992267610175137,62
type_horizon,1,3,8,2180,1,1,94.0,False,0.015992267610175137,94
type_horizon,1,3,8,2180,2,7,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2181,0,5,86.0,False,0.015992267610175137,86
type_horizon,1,3,8,2181,1,0,13.0,False,0.015992267610175137,13
type_horizon,1,3,8,2181,2,4,54.0,False,0.015992267610175137,54
type_horizon,1,3,8,2182,0,6,72.0,False,0.015992267610175137,72
type_horizon,1,3,8,2182,1,7,13.0,False,0.015992267610175137,13
type_horizon,1,3,8,2182,2,2,123.0,False,0.015992267610175137,123
type_horizon,1,3,8,2183,0,6,177.0,False,0.015992267610175137,177
type_horizon,1,3,8,2183,1,0,38.0,False,0.015992267610175137,38
type_horizon,1,3,8,2183,2,7,127.0,False,0.015992267610175137,127
type_horizon,1,3,8,2184,0,2,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2184,1,6,52.0,False,0.015992267610175137,52
type_horizon,1,3,8,2184,2,7,20.0,False,0.015992267610175137,20
type_horizon,1,3,8,2185,0,3,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2185,1,5,57.0,False,0.015992267610175137,57
type_horizon,1,3,8,2185,2,7,26.0,False,0.015992267610175137,26
type_horizon,1,3,8,2186,0,7,27.0,False,0.015992267610175137,27
type_horizon,1,3,8,2186,1,5,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2186,2,4,45.0,False,0.015992267610175137,45
type_horizon,1,3,8,2187,0,4,97.0,False,0.015992267610175137,97
type_horizon,1,3,8,2187,1,2,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2187,2,6,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2188,0,0,28.0,False,0.015992267610175137,28
type_horizon,1,3,8,2188,1,4,52.0,False,0.015992267610175137,52
type_horizon,1,3,8,2188,2,4,56.0,False,0.015992267610175137,56
type_horizon,1,3,8,2189,0,2,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2189,1,6,47.0,False,0.015992267610175137,47
type_horizon,1,3,8,2189,2,3,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2190,0,3,135.0,False,0.015992267610175137,135
type_horizon,1,3,8,2190,1,5,52.0,False,0.015992267610175137,52
type_horizon,1,3,8,2190,2,0,11.0,False,0.015992267610175137,11
type_horizon,1,3,8,2191,0,7,28.0,False,0.015992267610175137,28
type_horizon,1,3,8,2191,1,2,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2191,2,3,71.0,False,0.015992267610175137,71
type_horizon,1,3,8,2192,0,7,13.0,False,0.015992267610175137,13
type_horizon,1,3,8,2192,1,6,72.0,False,0.015992267610175137,72
type_horizon,1,3,8,2192,2,2,330.0,False,0.015992267610175137,330
type_horizon,1,3,8,2193,0,2,56.0,False,0.015992267610175137,56
type_horizon,1,3,8,2193,1,7,24.0,False,0.015992267610175137,24
type_horizon,1,3,8,2193,2,1,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2194,0,0,10.0,False,0.015992267610175137,10
type_horizon,1,3,8,2194,1,0,25.0,False,0.015992267610175137,25
type_horizon,1,3,8,2194,2,0,15.0,False,0.015992267610175137,15
type_horizon,1,3,8,2195,0,7,20.0,False,0.015992267610175137,20
type_horizon,1,3,8,2195,1,0,15.0,False,0.015992267610175137,15
type_horizon,1,3,8,2195,2,6,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2196,0,1,52.0,False,0.015992267610175137,52
type_horizon,1,3,8,2196,1,4,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2196,2,5,77.0,False,0.015992267610175137,77
type_horizon,1,3,8,2197,0,0,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2197,1,7,26.0,False,0.015992267610175137,26
type_horizon,1,3,8,2197,2,5,46.0,False,0.015992267610175137,46
type_horizon,1,3,8,2198,0,4,51.0,False,0.015992267610175137,51
type_horizon,1,3,8,2198,1,4,57.0,False,0.015992267610175137,57
type_horizon,1,3,8,2198,2,5,49.0,False,0.015992267610175137,49
type_horizon,1,3,8,2199,0,0,55.0,False,0.015992267610175137,55
type_horizon,1,3,8,2199,1,7,80.0,False,0.015992267610175137,80
type_horizon,1,3,8,2199,2,5,78.0,False,0.015992267610175137,78
type_horizon,4,3,8,2000,0,3,49.0,False,0.015992267610175137,13
type_horizon,4,3,8,2000,1,6,55.0,False,0.015992267610175137,14
type_horizon,4,3,8,2000,2,2,62.0,False,0.015992267610175137,16
type_horizon,4,3,8,2001,0,2,58.0,False,0.015992267610175137,15
type_horizon,4,3,8,2001,1,2,47.0,False,0.015992267610175137,12
type_horizon,4,3,8,2001,2,2,48.0,False,0.015992267610175137,12
type_horizon,4,3,8,2002,0,6,56.0,False,0.015992267610175137,14
type_horizon,4,3,8,2002,1,3,82.0,False,0.015992267610175137,21
type_horizon,4,3,8,2002,2,0,13.0,False,0.015992267610175137,4
type_horizon,4,3,8,2003,0,3,78.0,False,0.015992267610175137,20
type_horizon,4,3,8,2003,1,1,46.0,False,0.015992267610175137,12
type_horizon,4,3,8,2003,2,3,54.0,False,0.015992267610175137,14
type_horizon,4,3,8,2004,0,3,70.0,False,0.015992267610175137,18
type_horizon,4,3,8,2004,1,2,64.0,False,0.015992267610175137,16
type_horizon,4,3,8,2004,2,7,36.0,False,0.015992267610175137,9
type_horizon,4,3,8,2005,0,5,48.0,False,0.015992267610175137,12
type_horizon,4,3,8,2005,1,1,48.0,False,0.015992267610175137,12
type_horizon,4,3,8,2005,2,7,28.0,False,0.015992267610175137,7
type_horizon,4,3,8,2006,0,6,51.0,False,0.015992267610175137,13
type_horizon,4,3,8,2006,1,2,46.0,False,0.015992267610175137,12
type_horizon,4,3,8,2006,2,7,10.0,False,0.015992267610175137,3
type_horizon,4,3,8,2007,0,7,24.0,False,0.015992267610175137,6
type_horizon,4,3,8,2007,1,5,99.0,False,0.015992267610175137,25
type_horizon,4,3,8,2007,2,5,50.0,False,0.015992267610175137,13
type_horizon,4,3,8,2008,0,2,48.0,False,0.015992267610175137,12
type_horizon,4,3,8,2008,1,2,56.0,False,0.015992267610175137,14
type_horizon,4,3,8,2008,2,2,46.0,False,0.015992267610175137,12
type_horizon,4,3,8,2009,0,6,142.0,False,0.015992267610175137,36
type_horizon,4,3,8,2009,1,2,85.0,False,0.015992267610175137,22
type_horizon,4,3,8,2009,2,4,47.0,False,0.015992267610175137,12
type_horizon,4,3,8,2010,0,4,46.0,False,0.015992267610175137,12
type_horizon,4,3,8,2010,1,3,49.0,False,0.015992267610175137,13
type_horizon,4,3,8,2010,2,7,26.0,False,0.015992267610175137,7
type_horizon,4,3,8,2011,0,6,51.0,False,0.015992267610175137,13
type_horizon,4,3,8,2011,1,1,46.0,False,0.015992267610175137,12
type_horizon,4,3,8,2011,2,1,121.0,False,0.015992267610175137,31
type_horizon,4,3,8,2012,0,0,52.0,False,0.015992267610175137,13
type_horizon,4,3,8,2012,1,6,46.0,False,0.015992267610175137,12
type_horizon,4,3,8,2012,2,1,99.0,False,0.015992267610175137,25
type_horizon,4,3,8,2013,0,6,48.0,False,0.015992267610175137,12
type_horizon,4,3,8,2013,1,2,52.0,False,0.015992267610175137,13
type_horizon,4,3,8,2013,2,3,117.0,False,0.015992267610175137,30
type_horizon,4,3,8,2014,0,4,46.0,False,0.015992267610175137,12
type_horizon,4,3,8,2014,1,1,52.0,False,0.015992267610175137,13
type_horizon,4,3,8,2014,2,7,23.0,False,0.015992267610175137,6
type_horizon,4,3,8,2015,0,6,50.0,False,0.015992267610175137,13
type_horizon,4,3,8,2015,1,0,31.0,False,0.015992267610175137,8
type_horizon,4,3,8,2015,2,4,48.0,False,0.015992267610175137,12
type_horizon,4,3,8,2016,0,5,48.0,False,0.015992267610175137,12
type_horizon,4,3,8,2016,1,4,160.0,False,0.015992267610175137,40
type_horizon,4,3,8,2016,2,7,13.0,False,0.015992267610175137,4
type_horizon,4,3,8,2017,0,4,45.0,False,0.015992267610175137,12
type_horizon,4,3,8,2017,1,4,47.0,False,0.015992267610175137,12
type_horizon,4,3,8,2017,2,7,6.0,False,0.015992267610175137,2
type_horizon,4,3,8,2018,0,1,48.0,False,0.015992267610175137,12
type_horizon,4,3,8,2018,1,2,107.0,False,0.015992267610175137,27
type_horizon,4,3,8,2018,2,2,65.0,False,0.015992267610175137,17
type_horizon,4,3,8,2019,0,3,46.0,False,0.015992267610175137,12
type_horizon,4,3,8,2019,1,6,57.0,False,0.015992267610175137,15
type_horizon,4,3,8,2019,2,6,113.0,False,0.015992267610175137,29
type_horizon,4,3,8,2020,0,1,69.0,False,0.015992267610175137,18
type_horizon,4,3,8,2020,1,2,48.0,False,0.015992267610175137,12
type_horizon,4,3,8,2020,2,6,48.0,False,0.015992267610175137,12
type_horizon,4,3,8,2021,0,7,55.0,False,0.015992267610175137,14
type_horizon,4,3,8,2021,1,2,59.0,False,0.015992267610175137,15
type_horizon,4,3,8,2021,2,5,59.0,False,0.015992267610175137,15
type_horizon,4,3,8,2022,0,6,59.0,False,0.015992267610175137,15
type_horizon,4,3,8,2022,1,7,111.0,False,0.015992267610175137,28
type_horizon,4,3,8,2022,2,1,46.0,False,0.015992267610175137,12
type_horizon,4,3,8,2023,0,7,11.0,False,0.015992267610175137,3
type_horizon,4,3,8,2023,1,0,99.0,False,0.015992267610175137,25
type_horizon,4,3,8,2023,2,6,54.0,False,0.015992267610175137,14
