rho,g,n,m,K,lambda,seed,arm,cum_regret,corr_tv,unelicited_frac,realized_rule_corr,n_llm_calls,belief_entries,belief_bytes,beta,joint_prior,regret_source,harp_harp_s_action_mismatches,harp_harp_s_equal_regret_trace_despite_action_mismatch
1.0,4,8,2,20,0.0,6,oracle,0.0,0.9999952986763931,0.5375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,3,False
1.0,4,8,2,20,0.0,6,joint,0.0,0.9999952986763931,0.5375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,3,False
1.0,4,8,2,20,0.0,6,harp,1.3500000000000085,0.9999952986763931,0.5375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,3,False
1.0,4,8,2,20,0.0,6,harp_s,0.21999999999999886,0.9999952986763931,0.5375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,3,False
1.0,4,8,2,20,0.0,7,oracle,0.0,0.9999874459237169,0.63125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,2,False
1.0,4,8,2,20,0.0,7,joint,9.520000000000003,0.9999874459237169,0.63125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,2,False
1.0,4,8,2,20,0.0,7,harp,6.350000000000001,0.9999874459237169,0.63125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,2,False
1.0,4,8,2,20,0.0,7,harp_s,3.0,0.9999874459237169,0.63125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,2,False
1.0,4,8,2,20,0.0,8,oracle,0.0,0.9999992072859787,0.6125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,1,False
1.0,4,8,2,20,0.0,8,joint,4.5,0.9999992072859787,0.6125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,1,False
1.0,4,8,2,20,0.0,8,harp,1.5,0.9999992072859787,0.6125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,1,False
1.0,4,8,2,20,0.0,8,harp_s,3.0,0.9999992072859787,0.6125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,1,False
1.0,4,8,2,20,0.0,9,oracle,0.0,0.9999887069148976,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,True
1.0,4,8,2,20,0.0,9,joint,0.0,0.9999887069148976,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,True
1.0,4,8,2,20,0.0,9,harp,0.0,0.9999887069148976,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,True
1.0,4,8,2,20,0.0,9,harp_s,0.0,0.9999887069148976,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,True
1.0,4,8,2,20,0.0,10,oracle,0.0,0.9999962435754389,0.5375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,3,True
1.0,4,8,2,20,0.0,10,joint,0.0,0.9999962435754389,0.5375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,3,True
1.0,4,8,2,20,0.0,10,harp,0.0,0.9999962435754389,0.5375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,3,True
1.0,4,8,2,20,0.0,10,harp_s,0.0,0.9999962435754389,0.5375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,3,True
1.0,4,8,2,20,0.0,11,oracle,0.0,0.9999664272973534,0.4375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,2,False
1.0,4,8,2,20,0.0,11,joint,0.44000000000000483,0.9999664272973534,0.4375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,2,False
1.0,4,8,2,20,0.0,11,harp,0.44000000000000483,0.9999664272973534,0.4375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,2,False
1.0,4,8,2,20,0.0,11,harp_s,0.0,0.9999664272973534,0.4375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,2,False
1.0,4,8,2,20,0.0,12,oracle,0.0,0.9999543946060621,0.3875,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,False
1.0,4,8,2,20,0.0,12,joint,0.0,0.9999543946060621,0.3875,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,False
1.0,4,8,2,20,0.0,12,harp,3.1799999999999997,0.9999543946060621,0.3875,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,False
1.0,4,8,2,20,0.0,12,harp_s,1.5,0.9999543946060621,0.3875,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,False
1.0,4,8,2,20,0.0,13,oracle,0.0,0.9999920076501827,0.55625,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,False
1.0,4,8,2,20,0.0,13,joint,21.7,0.9999920076501827,0.55625,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,False
1.0,4,8,2,20,0.0,13,harp,17.939999999999998,0.9999920076501827,0.55625,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,False
1.0,4,8,2,20,0.0,13,harp_s,10.100000000000001,0.9999920076501827,0.55625,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,False
1.0,4,8,2,20,0.0,14,oracle,0.0,0.9999900903987117,0.575,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,5,True
1.0,4,8,2,20,0.0,14,joint,0.0,0.9999900903987117,0.575,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,5,True
1.0,4,8,2,20,0.0,14,harp,0.0,0.9999900903987117,0.575,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,5,True
1.0,4,8,2,20,0.0,14,harp_s,0.0,0.9999900903987117,0.575,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,5,True
1.0,4,8,2,20,0.0,15,oracle,0.0,0.9999923876141878,0.44375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,5,False
1.0,4,8,2,20,0.0,15,joint,1.5,0.9999923876141878,0.44375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,5,False
1.0,4,8,2,20,0.0,15,harp,2.6999999999999957,0.9999923876141878,0.44375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,5,False
1.0,4,8,2,20,0.0,15,harp_s,1.5,0.9999923876141878,0.44375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,5,False
1.0,4,8,2,20,0.0,16,oracle,0.0,0.999976997568995,0.425,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,2,False
1.0,4,8,2,20,0.0,16,joint,11.220000000000006,0.999976997568995,0.425,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,2,False
1.0,4,8,2,20,0.0,16,harp,7.52000000000001,0.999976997568995,0.425,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,2,False
1.0,4,8,2,20,0.0,16,harp_s,3.759999999999998,0.999976997568995,0.425,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,2,False
1.0,4,8,2,20,0.0,17,oracle,0.0,0.9999594179065964,0.44375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,6,False
1.0,4,8,2,20,0.0,17,joint,9.14,0.9999594179065964,0.44375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,6,False
1.0,4,8,2,20,0.0,17,harp,5.600000000000001,0.9999594179065964,0.44375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,6,False
1.0,4,8,2,20,0.0,17,harp_s,4.099999999999998,0.9999594179065964,0.44375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,6,False
1.0,4,8,2,20,0.0,18,oracle,0.0,0.9999876021732227,0.7125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,6,False
1.0,4,8,2,20,0.0,18,joint,2.9999999999999964,0.9999876021732227,0.7125,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,6,False
1.0,4,8,2,20,0.0,18,harp,1.5,0.9999876021732227,0.7125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,6,False
1.0,4,8,2,20,0.0,18,harp_s,1.5,0.9999876021732227,0.7125,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,6,False
1.0,4,8,2,20,0.0,19,oracle,0.0,0.999987616281682,0.4375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,False
1.0,4,8,2,20,0.0,19,joint,7.510000000000002,0.999987616281682,0.4375,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,False
1.0,4,8,2,20,0.0,19,harp,4.48,0.999987616281682,0.4375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,False
1.0,4,8,2,20,0.0,19,harp_s,4.48,0.999987616281682,0.4375,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,False
