model,method,episodes,final_mean_cumulative_reward,final_mean_cumulative_regret,final_mean_cumulative_exploration_cost,final_mean_true_tuple_posterior,final_mean_rule_marginal_accuracy,live_score_parse_ok_rate,mean_llm_assignment_score,mean_structured_assignment_score
DeepSeek-V3.2,live_pact_plus,5,14.236266666666669,1.776018251900781,1.371002147024529,0.31767206929404534,0.7408779045617475,1.0,0.9933333333333334,2.035217822776924
Kimi-K2.6,live_pact_plus,5,14.12197,1.8303019798369207,1.4707587085766227,0.3119849968355398,0.7378006809036457,1.0,0.82,2.0352807074837016
Llama-4-Maverick-17B-128E-Instruct-FP8,live_pact_plus,5,14.05756333333333,2.0164074410776536,1.4542033740149214,0.37934504308247063,0.7765834865889991,1.0,0.4207333333333333,2.0276267207637955
gpt-5.4-mini-20260317,live_pact_plus,5,14.12197,1.8303019798369207,1.4707587085766227,0.3119849968355398,0.7378006809036457,1.0,1.2933333333333332,2.0352807074837016
