model,method,episodes,final_mean_cumulative_reward,final_mean_cumulative_regret,final_mean_cumulative_exploration_cost,final_mean_true_tuple_posterior,final_mean_rule_marginal_accuracy,final_mean_nll_true,live_score_parse_ok_rate,mean_llm_assignment_score,mean_structured_assignment_score
DeepSeek-V3.2,live_pact_plus,5,14.264083333333332,1.5447362683248511,1.4293629216794748,0.2749730057803428,0.7264753154254794,1.706327265157021,1.0,0.9066666666666666,2.052402227049597
Kimi-K2.6,live_pact_plus,5,13.858856666666664,1.7118523473344787,1.4668188304594612,0.2931930182977579,0.7406552248085231,1.5533325501192423,1.0,0.6926666666666667,1.96882535790599
Llama-4-Maverick-17B-128E-Instruct-FP8,live_pact_plus,5,14.378246666666666,1.7182416505131954,1.288584356186687,0.29084514170020587,0.7478265177573471,1.553640973533476,1.0,0.9110666666666667,2.06283470680492
gpt-5.4-mini-20260317,live_pact_plus,5,14.264083333333332,1.5447362683248511,1.4293629216794748,0.2749730057803428,0.7264753154254794,1.7063272651570205,1.0,1.2533333333333334,2.0524022270495976
