method,config,seed,episode,cum_regret
map_type_greedy,haggling/fruitville,1001,13,0.4795865633074936
map_type_greedy,haggling/fruitville,1001,14,0.4795865633074936
map_type_greedy,haggling/fruitville,1001,15,0.4795865633074936
map_type_greedy,haggling/fruitville,1001,16,0.4795865633074936
map_type_greedy,haggling/fruitville,1001,17,0.4795865633074936
map_type_greedy,haggling/fruitville,1001,18,0.4795865633074936
map_type_greedy,haggling/fruitville,1001,19,0.4795865633074936
map_type_greedy,haggling/fruitville,1001,20,0.4795865633074936
econ_bne,haggling/fruitville,1001,1,0.08578811369509043
econ_bne,haggling/fruitville,1001,2,0.17157622739018086
econ_bne,haggling/fruitville,1001,3,0.2573643410852713
econ_bne,haggling/fruitville,1001,4,0.3431524547803617
econ_bne,haggling/fruitville,1001,5,0.42894056847545214
econ_bne,haggling/fruitville,1001,6,0.5147286821705426
econ_bne,haggling/fruitville,1001,7,0.600516795865633
econ_bne,haggling/fruitville,1001,8,0.6863049095607234
econ_bne,haggling/fruitville,1001,9,0.7720930232558139
econ_bne,haggling/fruitville,1001,10,0.8578811369509043
econ_bne,haggling/fruitville,1001,11,0.9436692506459947
econ_bne,haggling/fruitville,1001,12,1.0294573643410851
econ_bne,haggling/fruitville,1001,13,1.1152454780361756
econ_bne,haggling/fruitville,1001,14,1.201033591731266
econ_bne,haggling/fruitville,1001,15,1.2868217054263564
econ_bne,haggling/fruitville,1001,16,1.3726098191214469
econ_bne,haggling/fruitville,1001,17,1.4583979328165373
econ_bne,haggling/fruitville,1001,18,1.5441860465116277
econ_bne,haggling/fruitville,1001,19,1.6299741602067181
econ_bne,haggling/fruitville,1001,20,1.7157622739018086
atom_tom1,haggling/fruitville,1001,1,0.282687338501292
atom_tom1,haggling/fruitville,1001,2,0.565374677002584
atom_tom1,haggling/fruitville,1001,3,0.848062015503876
atom_tom1,haggling/fruitville,1001,4,1.130749354005168
atom_tom1,haggling/fruitville,1001,5,1.41343669250646
atom_tom1,haggling/fruitville,1001,6,1.696124031007752
atom_tom1,haggling/fruitville,1001,7,1.9788113695090441
atom_tom1,haggling/fruitville,1001,8,2.261498708010336
atom_tom1,haggling/fruitville,1001,9,2.544186046511628
atom_tom1,haggling/fruitville,1001,10,2.82687338501292
atom_tom1,haggling/fruitville,1001,11,3.109560723514212
atom_tom1,haggling/fruitville,1001,12,3.392248062015504
atom_tom1,haggling/fruitville,1001,13,3.6749354005167962
atom_tom1,haggling/fruitville,1001,14,3.9576227390180883
atom_tom1,haggling/fruitville,1001,15,4.24031007751938
atom_tom1,haggling/fruitville,1001,16,4.522997416020672
atom_tom1,haggling/fruitville,1001,17,4.805684754521964
atom_tom1,haggling/fruitville,1001,18,5.088372093023256
atom_tom1,haggling/fruitville,1001,19,5.371059431524548
atom_tom1,haggling/fruitville,1001,20,5.65374677002584
random,haggling/fruitville,1001,1,0.08578811369509043
random,haggling/fruitville,1001,2,0.36847545219638245
random,haggling/fruitville,1001,3,0.6511627906976745
random,haggling/fruitville,1001,4,0.7369509043927649
random,haggling/fruitville,1001,5,1.019638242894057
random,haggling/fruitville,1001,6,1.302325581395349
random,haggling/fruitville,1001,7,1.9718346253229975
random,haggling/fruitville,1001,8,2.451421188630491
random,haggling/fruitville,1001,9,2.5372093023255813
random,haggling/fruitville,1001,10,3.20671834625323
random,haggling/fruitville,1001,11,3.876227390180879
random,haggling/fruitville,1001,12,4.545736434108528
random,haggling/fruitville,1001,13,4.82842377260982
random,haggling/fruitville,1001,14,4.82842377260982
random,haggling/fruitville,1001,15,5.111111111111112
random,haggling/fruitville,1001,16,5.196899224806202
random,haggling/fruitville,1001,17,5.866408268733851
random,haggling/fruitville,1001,18,6.5359173126615
random,haggling/fruitville,1001,19,6.62170542635659
random,haggling/fruitville,1001,20,7.291214470284239
pact,haggling/vegbrooke,1001,1,0.0
pact,haggling/vegbrooke,1001,2,0.5683229813664596
pact,haggling/vegbrooke,1001,3,0.5683229813664596
pact,haggling/vegbrooke,1001,4,0.5683229813664596
pact,haggling/vegbrooke,1001,5,0.5683229813664596
pact,haggling/vegbrooke,1001,6,0.5683229813664596
pact,haggling/vegbrooke,1001,7,0.5683229813664596
pact,haggling/vegbrooke,1001,8,0.5683229813664596
pact,haggling/vegbrooke,1001,9,0.5683229813664596
pact,haggling/vegbrooke,1001,10,0.5683229813664596
pact,haggling/vegbrooke,1001,11,0.5683229813664596
pact,haggling/vegbrooke,1001,12,0.5683229813664596
pact,haggling/vegbrooke,1001,13,0.5683229813664596
pact,haggling/vegbrooke,1001,14,0.5683229813664596
pact,haggling/vegbrooke,1001,15,0.5683229813664596
pact,haggling/vegbrooke,1001,16,0.5683229813664596
pact,haggling/vegbrooke,1001,17,0.5683229813664596
pact,haggling/vegbrooke,1001,18,0.5683229813664596
pact,haggling/vegbrooke,1001,19,0.5683229813664596
pact,haggling/vegbrooke,1001,20,0.5683229813664596
pact_plus,haggling/vegbrooke,1001,1,0.02795031055900621
pact_plus,haggling/vegbrooke,1001,2,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,3,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,4,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,5,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,6,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,7,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,8,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,9,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,10,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,11,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,12,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,13,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,14,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,15,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,16,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,17,0.5962732919254659
pact_plus,haggling/vegbrooke,1001,18,0.6242236024844721
pact_plus,haggling/vegbrooke,1001,19,0.6242236024844721
pact_plus,haggling/vegbrooke,1001,20,0.6242236024844721
joint_psrl_uniform,haggling/vegbrooke,1001,1,0.0
joint_psrl_uniform,haggling/vegbrooke,1001,2,0.5683229813664596
joint_psrl_uniform,haggling/vegbrooke,1001,3,0.5683229813664596
joint_psrl_uniform,haggling/vegbrooke,1001,4,0.5683229813664596
joint_psrl_uniform,haggling/vegbrooke,1001,5,0.5683229813664596
joint_psrl_uniform,haggling/vegbrooke,1001,6,0.5683229813664596
joint_psrl_uniform,haggling/vegbrooke,1001,7,0.5683229813664596
joint_psrl_uniform,haggling/vegbrooke,1001,8,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,9,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,10,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,11,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,12,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,13,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,14,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,15,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,16,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,17,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,18,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,19,0.5962732919254659
joint_psrl_uniform,haggling/vegbrooke,1001,20,0.6242236024844721
psrl_notype,haggling/vegbrooke,1001,1,0.0
psrl_notype,haggling/vegbrooke,1001,2,0.0
psrl_notype,haggling/vegbrooke,1001,3,0.0
psrl_notype,haggling/vegbrooke,1001,4,0.0
psrl_notype,haggling/vegbrooke,1001,5,0.5683229813664596
psrl_notype,haggling/vegbrooke,1001,6,0.5683229813664596
psrl_notype,haggling/vegbrooke,1001,7,0.5683229813664596
psrl_notype,haggling/vegbrooke,1001,8,1.1366459627329193
psrl_notype,haggling/vegbrooke,1001,9,1.704968944099379
psrl_notype,haggling/vegbrooke,1001,10,1.704968944099379
psrl_notype,haggling/vegbrooke,1001,11,1.704968944099379
psrl_notype,haggling/vegbrooke,1001,12,1.704968944099379
psrl_notype,haggling/vegbrooke,1001,13,2.2732919254658386
psrl_notype,haggling/vegbrooke,1001,14,2.2732919254658386
psrl_notype,haggling/vegbrooke,1001,15,2.2732919254658386
psrl_notype,haggling/vegbrooke,1001,16,2.2732919254658386
psrl_notype,haggling/vegbrooke,1001,17,2.841614906832298
psrl_notype,haggling/vegbrooke,1001,18,3.4099378881987574
psrl_notype,haggling/vegbrooke,1001,19,3.4099378881987574
psrl_notype,haggling/vegbrooke,1001,20,3.978260869565217
map_type_greedy,haggling/vegbrooke,1001,1,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,2,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,3,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,4,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,5,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,6,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,7,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,8,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,9,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,10,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,11,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,12,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,13,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,14,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,15,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,16,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,17,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,18,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,19,0.5683229813664596
map_type_greedy,haggling/vegbrooke,1001,20,0.5683229813664596
econ_bne,haggling/vegbrooke,1001,1,0.18944099378881996
econ_bne,haggling/vegbrooke,1001,2,0.3788819875776399
econ_bne,haggling/vegbrooke,1001,3,0.5683229813664599
econ_bne,haggling/vegbrooke,1001,4,0.7577639751552798
econ_bne,haggling/vegbrooke,1001,5,0.9472049689440998
econ_bne,haggling/vegbrooke,1001,6,1.1366459627329197
econ_bne,haggling/vegbrooke,1001,7,1.3260869565217397
econ_bne,haggling/vegbrooke,1001,8,1.5155279503105596
econ_bne,haggling/vegbrooke,1001,9,1.7049689440993796
econ_bne,haggling/vegbrooke,1001,10,1.8944099378881996
econ_bne,haggling/vegbrooke,1001,11,2.0838509316770195
econ_bne,haggling/vegbrooke,1001,12,2.2732919254658395
econ_bne,haggling/vegbrooke,1001,13,2.4627329192546594
econ_bne,haggling/vegbrooke,1001,14,2.6521739130434794
econ_bne,haggling/vegbrooke,1001,15,2.8416149068322993
econ_bne,haggling/vegbrooke,1001,16,3.0310559006211193
econ_bne,haggling/vegbrooke,1001,17,3.2204968944099392
econ_bne,haggling/vegbrooke,1001,18,3.409937888198759
econ_bne,haggling/vegbrooke,1001,19,3.599378881987579
econ_bne,haggling/vegbrooke,1001,20,3.788819875776399
atom_tom1,haggling/vegbrooke,1001,1,0.18944099378881996
atom_tom1,haggling/vegbrooke,1001,2,0.3788819875776399
atom_tom1,haggling/vegbrooke,1001,3,0.5683229813664599
atom_tom1,haggling/vegbrooke,1001,4,0.7577639751552798
atom_tom1,haggling/vegbrooke,1001,5,0.9472049689440998
atom_tom1,haggling/vegbrooke,1001,6,1.1366459627329197
atom_tom1,haggling/vegbrooke,1001,7,1.3260869565217397
atom_tom1,haggling/vegbrooke,1001,8,1.5155279503105596
atom_tom1,haggling/vegbrooke,1001,9,1.7049689440993796
atom_tom1,haggling/vegbrooke,1001,10,1.8944099378881996
atom_tom1,haggling/vegbrooke,1001,11,2.0838509316770195
atom_tom1,haggling/vegbrooke,1001,12,2.2732919254658395
atom_tom1,haggling/vegbrooke,1001,13,2.4627329192546594
atom_tom1,haggling/vegbrooke,1001,14,2.6521739130434794
atom_tom1,haggling/vegbrooke,1001,15,2.8416149068322993
atom_tom1,haggling/vegbrooke,1001,16,3.0310559006211193
atom_tom1,haggling/vegbrooke,1001,17,3.2204968944099392
atom_tom1,haggling/vegbrooke,1001,18,3.409937888198759
atom_tom1,haggling/vegbrooke,1001,19,3.599378881987579
atom_tom1,haggling/vegbrooke,1001,20,3.788819875776399
random,haggling/vegbrooke,1001,1,0.18944099378881996
random,haggling/vegbrooke,1001,2,0.5683229813664596
random,haggling/vegbrooke,1001,3,0.9472049689440993
random,haggling/vegbrooke,1001,4,1.1366459627329193
random,haggling/vegbrooke,1001,5,1.515527950310559
random,haggling/vegbrooke,1001,6,1.8944099378881987
random,haggling/vegbrooke,1001,7,2.349896480331263
random,haggling/vegbrooke,1001,8,2.9182194616977224
random,haggling/vegbrooke,1001,9,3.1076604554865424
random,haggling/vegbrooke,1001,10,3.563146997929606
random,haggling/vegbrooke,1001,11,4.0186335403726705
random,haggling/vegbrooke,1001,12,4.474120082815735
random,haggling/vegbrooke,1001,13,4.853002070393375
random,haggling/vegbrooke,1001,14,4.853002070393375
random,haggling/vegbrooke,1001,15,5.231884057971015
random,haggling/vegbrooke,1001,16,5.421325051759835
random,haggling/vegbrooke,1001,17,5.876811594202899
random,haggling/vegbrooke,1001,18,6.332298136645964
random,haggling/vegbrooke,1001,19,6.521739130434783
random,haggling/vegbrooke,1001,20,6.9772256728778475
pact,haggling_multi_item/vegbrooke,1001,1,0.018181818181818077
pact,haggling_multi_item/vegbrooke,1001,2,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,3,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,4,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,5,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,6,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,7,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,8,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,9,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,10,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,11,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,12,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,13,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,14,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,15,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,16,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,17,0.036363636363636154
pact,haggling_multi_item/vegbrooke,1001,18,0.05454545454545423
pact,haggling_multi_item/vegbrooke,1001,19,0.05454545454545423
pact,haggling_multi_item/vegbrooke,1001,20,0.05454545454545423
pact_plus,haggling_multi_item/vegbrooke,1001,1,0.018181818181818077
pact_plus,haggling_multi_item/vegbrooke,1001,2,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,3,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,4,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,5,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,6,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,7,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,8,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,9,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,10,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,11,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,12,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,13,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,14,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,15,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,16,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,17,0.036363636363636154
pact_plus,haggling_multi_item/vegbrooke,1001,18,0.05454545454545423
pact_plus,haggling_multi_item/vegbrooke,1001,19,0.05454545454545423
pact_plus,haggling_multi_item/vegbrooke,1001,20,0.05454545454545423
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,1,0.0
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,2,0.08181818181818179
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,3,0.509090909090909
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,4,0.509090909090909
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,5,0.509090909090909
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,6,0.5272727272727271
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,7,0.5272727272727271
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,8,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,9,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,10,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,11,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,12,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,13,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,14,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,15,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,16,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,17,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,18,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,19,0.5454545454545452
joint_psrl_uniform,haggling_multi_item/vegbrooke,1001,20,0.5454545454545452
psrl_notype,haggling_multi_item/vegbrooke,1001,1,0.0
psrl_notype,haggling_multi_item/vegbrooke,1001,2,0.0
psrl_notype,haggling_multi_item/vegbrooke,1001,3,0.0
psrl_notype,haggling_multi_item/vegbrooke,1001,4,0.009090909090909038
psrl_notype,haggling_multi_item/vegbrooke,1001,5,0.027272727272727115
psrl_notype,haggling_multi_item/vegbrooke,1001,6,0.1090909090909089
psrl_notype,haggling_multi_item/vegbrooke,1001,7,0.1090909090909089
psrl_notype,haggling_multi_item/vegbrooke,1001,8,0.12727272727272698
psrl_notype,haggling_multi_item/vegbrooke,1001,9,0.14545454545454506
psrl_notype,haggling_multi_item/vegbrooke,1001,10,0.22727272727272685
psrl_notype,haggling_multi_item/vegbrooke,1001,11,0.2363636363636359
psrl_notype,haggling_multi_item/vegbrooke,1001,12,0.24545454545454493
psrl_notype,haggling_multi_item/vegbrooke,1001,13,0.263636363636363
psrl_notype,haggling_multi_item/vegbrooke,1001,14,0.3454545454545448
psrl_notype,haggling_multi_item/vegbrooke,1001,15,0.4272727272727266
psrl_notype,haggling_multi_item/vegbrooke,1001,16,0.4272727272727266
psrl_notype,haggling_multi_item/vegbrooke,1001,17,0.8545454545454538
psrl_notype,haggling_multi_item/vegbrooke,1001,18,0.9363636363636356
psrl_notype,haggling_multi_item/vegbrooke,1001,19,1.0181818181818174
psrl_notype,haggling_multi_item/vegbrooke,1001,20,1.4454545454545447
map_type_greedy,haggling_multi_item/vegbrooke,1001,1,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,2,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,3,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,4,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,5,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,6,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,7,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,8,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,9,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,10,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,11,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,12,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,13,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,14,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,15,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,16,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,17,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,18,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,19,0.018181818181818077
map_type_greedy,haggling_multi_item/vegbrooke,1001,20,0.018181818181818077
econ_bne,haggling_multi_item/vegbrooke,1001,1,0.08181818181818179
econ_bne,haggling_multi_item/vegbrooke,1001,2,0.16363636363636358
econ_bne,haggling_multi_item/vegbrooke,1001,3,0.24545454545454537
econ_bne,haggling_multi_item/vegbrooke,1001,4,0.32727272727272716
econ_bne,haggling_multi_item/vegbrooke,1001,5,0.40909090909090895
econ_bne,haggling_multi_item/vegbrooke,1001,6,0.49090909090909074
econ_bne,haggling_multi_item/vegbrooke,1001,7,0.5727272727272725
econ_bne,haggling_multi_item/vegbrooke,1001,8,0.6545454545454543
econ_bne,haggling_multi_item/vegbrooke,1001,9,0.7363636363636361
econ_bne,haggling_multi_item/vegbrooke,1001,10,0.8181818181818179
econ_bne,haggling_multi_item/vegbrooke,1001,11,0.8999999999999997
econ_bne,haggling_multi_item/vegbrooke,1001,12,0.9818181818181815
econ_bne,haggling_multi_item/vegbrooke,1001,13,1.0636363636363633
econ_bne,haggling_multi_item/vegbrooke,1001,14,1.145454545454545
econ_bne,haggling_multi_item/vegbrooke,1001,15,1.2272727272727268
econ_bne,haggling_multi_item/vegbrooke,1001,16,1.3090909090909086
econ_bne,haggling_multi_item/vegbrooke,1001,17,1.3909090909090904
econ_bne,haggling_multi_item/vegbrooke,1001,18,1.4727272727272722
econ_bne,haggling_multi_item/vegbrooke,1001,19,1.554545454545454
econ_bne,haggling_multi_item/vegbrooke,1001,20,1.6363636363636358
atom_tom1,haggling_multi_item/vegbrooke,1001,1,0.42727272727272725
atom_tom1,haggling_multi_item/vegbrooke,1001,2,0.8545454545454545
atom_tom1,haggling_multi_item/vegbrooke,1001,3,1.2818181818181817
atom_tom1,haggling_multi_item/vegbrooke,1001,4,1.709090909090909
atom_tom1,haggling_multi_item/vegbrooke,1001,5,2.1363636363636362
atom_tom1,haggling_multi_item/vegbrooke,1001,6,2.5636363636363635
atom_tom1,haggling_multi_item/vegbrooke,1001,7,2.9909090909090907
atom_tom1,haggling_multi_item/vegbrooke,1001,8,3.418181818181818
atom_tom1,haggling_multi_item/vegbrooke,1001,9,3.8454545454545452
atom_tom1,haggling_multi_item/vegbrooke,1001,10,4.2727272727272725
atom_tom1,haggling_multi_item/vegbrooke,1001,11,4.699999999999999
atom_tom1,haggling_multi_item/vegbrooke,1001,12,5.127272727272727
atom_tom1,haggling_multi_item/vegbrooke,1001,13,5.554545454545455
atom_tom1,haggling_multi_item/vegbrooke,1001,14,5.981818181818182
atom_tom1,haggling_multi_item/vegbrooke,1001,15,6.40909090909091
atom_tom1,haggling_multi_item/vegbrooke,1001,16,6.836363636363638
atom_tom1,haggling_multi_item/vegbrooke,1001,17,7.2636363636363654
atom_tom1,haggling_multi_item/vegbrooke,1001,18,7.690909090909093
atom_tom1,haggling_multi_item/vegbrooke,1001,19,8.11818181818182
atom_tom1,haggling_multi_item/vegbrooke,1001,20,8.545454545454549
random,haggling_multi_item/vegbrooke,1001,1,0.8287878787878787
random,haggling_multi_item/vegbrooke,1001,2,1.6575757575757575
random,haggling_multi_item/vegbrooke,1001,3,2.165151515151515
random,haggling_multi_item/vegbrooke,1001,4,2.9939393939393937
random,haggling_multi_item/vegbrooke,1001,5,3.0121212121212118
random,haggling_multi_item/vegbrooke,1001,6,3.8409090909090904
random,haggling_multi_item/vegbrooke,1001,7,3.8499999999999996
random,haggling_multi_item/vegbrooke,1001,8,4.678787878787879
random,haggling_multi_item/vegbrooke,1001,9,5.507575757575758
random,haggling_multi_item/vegbrooke,1001,10,6.336363636363637
random,haggling_multi_item/vegbrooke,1001,11,6.345454545454546
random,haggling_multi_item/vegbrooke,1001,12,7.174242424242425
random,haggling_multi_item/vegbrooke,1001,13,8.003030303030304
random,haggling_multi_item/vegbrooke,1001,14,8.831818181818182
random,haggling_multi_item/vegbrooke,1001,15,8.85
random,haggling_multi_item/vegbrooke,1001,16,9.678787878787878
random,haggling_multi_item/vegbrooke,1001,17,9.84090909090909
random,haggling_multi_item/vegbrooke,1001,18,10.669696969696968
random,haggling_multi_item/vegbrooke,1001,19,11.498484848484846
random,haggling_multi_item/vegbrooke,1001,20,11.83333333333333
pact,haggling_multi_item/fruitville_multi,1001,1,0.0
pact,haggling_multi_item/fruitville_multi,1001,2,0.40909090909090917
pact,haggling_multi_item/fruitville_multi,1001,3,0.40909090909090917
pact,haggling_multi_item/fruitville_multi,1001,4,0.40909090909090917
pact,haggling_multi_item/fruitville_multi,1001,5,0.40909090909090917
pact,haggling_multi_item/fruitville_multi,1001,6,0.40909090909090917
pact,haggling_multi_item/fruitville_multi,1001,7,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,8,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,9,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,10,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,11,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,12,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,13,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,14,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,15,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,16,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,17,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,18,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,19,0.4545454545454546
pact,haggling_multi_item/fruitville_multi,1001,20,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,1,0.045454545454545414
pact_plus,haggling_multi_item/fruitville_multi,1001,2,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,3,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,4,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,5,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,6,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,7,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,8,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,9,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,10,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,11,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,12,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,13,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,14,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,15,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,16,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,17,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,18,0.4545454545454546
pact_plus,haggling_multi_item/fruitville_multi,1001,19,0.4545454545454546
