rho,g,n,m,K,lambda,seed,arm,cum_regret,corr_tv,unelicited_frac,realized_rule_corr,n_llm_calls,belief_entries,belief_bytes,beta,joint_prior,regret_source,harp_harp_s_action_mismatches,harp_harp_s_equal_regret_trace_despite_action_mismatch,joint_true_profile_monotonic,likelihood_mode,joint_alpha,common_random_numbers
0.0,2,8,2,20,0.0,45,harp,11.679999999999993,0.0,0.5,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,45,harp_s,11.679999999999993,0.0,0.5,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,46,oracle,0.0,0.0,0.65,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,46,joint,14.499999999999993,0.0,0.65,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,46,harp,14.499999999999993,0.0,0.65,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,46,harp_s,14.499999999999993,0.0,0.65,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,47,oracle,0.0,0.0,0.5875,0.5,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,47,joint,4.439999999999998,0.0,0.5875,0.5,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,47,harp,4.439999999999998,0.0,0.5875,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,47,harp_s,4.439999999999998,0.0,0.5875,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,48,oracle,0.0,0.0,0.375,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,48,joint,3.8299999999999983,0.0,0.375,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,48,harp,3.8299999999999983,0.0,0.375,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,48,harp_s,3.8299999999999983,0.0,0.375,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,49,oracle,0.0,0.0,0.55,1.0,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,49,joint,6.309999999999995,0.0,0.55,1.0,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,49,harp,6.309999999999995,0.0,0.55,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,49,harp_s,6.309999999999995,0.0,0.55,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,50,oracle,0.0,0.0,0.68125,0.5,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,50,joint,12.580000000000002,0.0,0.68125,0.5,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,50,harp,12.580000000000002,0.0,0.68125,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,50,harp_s,12.580000000000002,0.0,0.68125,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,51,oracle,0.0,0.0,0.64375,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,51,joint,9.070000000000007,0.0,0.64375,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,51,harp,9.070000000000007,0.0,0.64375,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,51,harp_s,9.070000000000007,0.0,0.64375,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,52,oracle,0.0,0.0,0.5125,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,52,joint,8.959999999999994,0.0,0.5125,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,52,harp,8.959999999999994,0.0,0.5125,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,52,harp_s,8.959999999999994,0.0,0.5125,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,53,oracle,0.0,0.0,0.425,0.25,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,53,joint,10.650000000000006,0.0,0.425,0.25,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,53,harp,10.650000000000006,0.0,0.425,0.25,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,53,harp_s,10.650000000000006,0.0,0.425,0.25,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,54,oracle,0.0,0.0,0.6875,0.5,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,54,joint,8.400000000000002,0.0,0.6875,0.5,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,54,harp,8.400000000000002,0.0,0.6875,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,54,harp_s,8.400000000000002,0.0,0.6875,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,55,oracle,0.0,0.0,0.45625,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,55,joint,10.049999999999997,0.0,0.45625,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,55,harp,10.049999999999997,0.0,0.45625,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,55,harp_s,10.049999999999997,0.0,0.45625,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,56,oracle,0.0,0.0,0.75,0.0,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,56,joint,10.930000000000003,0.0,0.75,0.0,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,56,harp,10.930000000000003,0.0,0.75,0.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,56,harp_s,10.930000000000003,0.0,0.75,0.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,57,oracle,0.0,0.0,0.65625,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,57,joint,3.8200000000000003,0.0,0.65625,0.75,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,57,harp,3.8200000000000003,0.0,0.65625,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,57,harp_s,3.8200000000000003,0.0,0.65625,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,58,oracle,0.0,0.0,0.39375,0.5,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,58,joint,13.13000000000001,0.0,0.39375,0.5,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,58,harp,13.13000000000001,0.0,0.39375,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,58,harp_s,13.13000000000001,0.0,0.39375,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,59,oracle,0.0,0.0,0.475,0.5,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,59,joint,1.4299999999999997,0.0,0.475,0.5,0,65665,525320,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,59,harp,1.4299999999999997,0.0,0.475,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,2,8,2,20,0.0,59,harp_s,1.4299999999999997,0.0,0.475,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,20,oracle,0.0,0.0,0.6375,0.3333333333333333,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,20,joint,2.0700000000000003,0.0,0.6375,0.3333333333333333,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,20,harp,2.0700000000000003,0.0,0.6375,0.3333333333333333,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,20,harp_s,2.0700000000000003,0.0,0.6375,0.3333333333333333,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,21,oracle,0.0,0.0,0.63125,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,21,joint,0.019999999999999574,0.0,0.63125,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,21,harp,0.019999999999999574,0.0,0.63125,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,21,harp_s,0.019999999999999574,0.0,0.63125,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,22,oracle,0.0,0.0,0.55625,0.5,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,22,joint,0.9100000000000037,0.0,0.55625,0.5,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,22,harp,0.9100000000000037,0.0,0.55625,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,22,harp_s,0.9100000000000037,0.0,0.55625,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,23,oracle,0.0,0.0,0.59375,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,23,joint,2.490000000000002,0.0,0.59375,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,23,harp,2.490000000000002,0.0,0.59375,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,23,harp_s,2.490000000000002,0.0,0.59375,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,24,oracle,0.0,0.0,0.68125,0.4166666666666667,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,24,joint,5.699999999999989,0.0,0.68125,0.4166666666666667,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,24,harp,5.699999999999989,0.0,0.68125,0.4166666666666667,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,24,harp_s,5.699999999999989,0.0,0.68125,0.4166666666666667,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,25,oracle,0.0,0.0,0.71875,0.4166666666666667,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,25,joint,1.5,0.0,0.71875,0.4166666666666667,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,25,harp,1.5,0.0,0.71875,0.4166666666666667,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,25,harp_s,1.5,0.0,0.71875,0.4166666666666667,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,26,oracle,0.0,0.0,0.5625,0.5,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,26,joint,0.0,0.0,0.5625,0.5,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,26,harp,0.0,0.0,0.5625,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,26,harp_s,0.0,0.0,0.5625,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,27,oracle,0.0,0.0,0.5125,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,27,joint,2.639999999999997,0.0,0.5125,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,27,harp,2.639999999999997,0.0,0.5125,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,27,harp_s,2.639999999999997,0.0,0.5125,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,28,oracle,0.0,0.0,0.59375,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,28,joint,6.399999999999999,0.0,0.59375,0.75,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,28,harp,6.399999999999999,0.0,0.59375,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,28,harp_s,6.399999999999999,0.0,0.59375,0.75,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,29,oracle,0.0,0.0,0.5625,0.4166666666666667,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,29,joint,19.71,0.0,0.5625,0.4166666666666667,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,29,harp,19.71,0.0,0.5625,0.4166666666666667,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,29,harp_s,19.71,0.0,0.5625,0.4166666666666667,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,30,oracle,0.0,0.0,0.4,0.3333333333333333,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,30,joint,5.110000000000003,0.0,0.4,0.3333333333333333,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,30,harp,5.110000000000003,0.0,0.4,0.3333333333333333,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,30,harp_s,5.110000000000003,0.0,0.4,0.3333333333333333,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,31,oracle,0.0,0.0,0.6125,0.5,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,31,joint,6.309999999999995,0.0,0.6125,0.5,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,31,harp,6.309999999999995,0.0,0.6125,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False,,softmax,1.0,True
0.0,4,8,2,20,0.0,31,harp_s,6.309999999999995,0.0,0.6125,0.5,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False,,softmax,1.0,True
