model,alpha,seed,algorithm,episode,instant_regret,cumulative_regret,chosen_action,oracle_action,chosen_welfare,oracle_welfare,posterior_true_mass,true_types
analytic-mixed,1.0,91000,joint_psrl_coupled,2,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.22191120213793544,0|2|1
analytic-mixed,1.0,91000,joint_psrl_coupled,3,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.3316287970592491,0|2|1
analytic-mixed,1.0,91000,joint_psrl_coupled,4,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.44188529502483564,0|2|1
analytic-mixed,1.0,91000,joint_psrl_coupled,5,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.5439400483967657,0|2|1
analytic-mixed,1.0,91000,joint_psrl_coupled,6,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.6329430581631388,0|2|1
analytic-mixed,1.0,91000,joint_psrl_coupled,7,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.7074944616700442,0|2|1
analytic-mixed,1.0,91000,joint_psrl_coupled,8,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.7683015455216887,0|2|1
analytic-mixed,1.0,91000,joint_psrl_coupled,9,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.8170580771936772,0|2|1
analytic-mixed,1.0,91000,joint_psrl_coupled,10,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.8557428129609643,0|2|1
analytic-mixed,1.0,91000,psrl_notype,1,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.015625,0|2|1
analytic-mixed,1.0,91000,psrl_notype,2,0.0,0.0,124,124,1.3253331627658205,1.3253331627658205,0.015625,0|2|1
analytic-mixed,1.0,91000,psrl_notype,3,0.24519958874617864,0.24519958874617864,121,124,1.0801335740196418,1.3253331627658205,0.015625,0|2|1
analytic-mixed,1.0,91000,psrl_notype,4,0.3760899151282009,0.6212895038743795,120,124,0.9492432476376196,1.3253331627658205,0.015625,0|2|1
analytic-mixed,1.0,91000,psrl_notype,5,0.0,0.6212895038743795,124,124,1.3253331627658205,1.3253331627658205,0.015625,0|2|1
analytic-mixed,1.0,91000,psrl_notype,6,0.48435917310016785,1.1056486769745475,95,124,0.8409739896656526,1.3253331627658205,0.015625,0|2|1
analytic-mixed,1.0,91000,psrl_notype,7,0.0,1.1056486769745475,124,124,1.3253331627658205,1.3253331627658205,0.015625,0|2|1
analytic-mixed,1.0,91000,psrl_notype,8,0.3760899151282009,1.4817385921027484,120,124,0.9492432476376196,1.3253331627658205,0.015625,0|2|1
analytic-mixed,1.0,91000,psrl_notype,9,0.0,1.4817385921027484,124,124,1.3253331627658205,1.3253331627658205,0.015625,0|2|1
analytic-mixed,1.0,91000,psrl_notype,10,0.0,1.4817385921027484,124,124,1.3253331627658205,1.3253331627658205,0.015625,0|2|1
analytic-mixed,1.0,91001,pact_factored,1,0.03457449040936078,0.03457449040936078,124,95,0.9465403335928912,0.981114824002252,0.5210245641062766,2|0|3
analytic-mixed,1.0,91001,pact_factored,2,0.157497110176808,0.1920716005861688,21,95,0.823617713825444,0.981114824002252,0.7188082756888411,2|0|3
analytic-mixed,1.0,91001,pact_factored,3,0.0,0.1920716005861688,95,95,0.981114824002252,0.981114824002252,0.8297246207230803,2|0|3
analytic-mixed,1.0,91001,pact_factored,4,0.157497110176808,0.3495687107629768,21,95,0.823617713825444,0.981114824002252,0.9132410339149527,2|0|3
analytic-mixed,1.0,91001,pact_factored,5,0.0,0.3495687107629768,95,95,0.981114824002252,0.981114824002252,0.9546660182951158,2|0|3
analytic-mixed,1.0,91001,pact_factored,6,0.0,0.3495687107629768,95,95,0.981114824002252,0.981114824002252,0.9748305858852642,2|0|3
analytic-mixed,1.0,91001,pact_factored,7,0.157497110176808,0.5070658209397848,21,95,0.823617713825444,0.981114824002252,0.9876979211692549,2|0|3
analytic-mixed,1.0,91001,pact_factored,8,0.0,0.5070658209397848,95,95,0.981114824002252,0.981114824002252,0.9935959924158603,2|0|3
analytic-mixed,1.0,91001,pact_factored,9,0.0,0.5070658209397848,95,95,0.981114824002252,0.981114824002252,0.9965725922195413,2|0|3
analytic-mixed,1.0,91001,pact_factored,10,0.0,0.5070658209397848,95,95,0.981114824002252,0.981114824002252,0.9981256242942168,2|0|3
analytic-mixed,1.0,91001,joint_psrl_coupled,1,0.040843999252362595,0.040843999252362595,120,95,0.9402708247498894,0.981114824002252,0.2634403753324127,2|0|3
analytic-mixed,1.0,91001,joint_psrl_coupled,2,0.1466875142343853,0.1875315134867479,48,95,0.8344273097678667,0.981114824002252,0.49826979867457616,2|0|3
analytic-mixed,1.0,91001,joint_psrl_coupled,3,0.0,0.1875315134867479,95,95,0.981114824002252,0.981114824002252,0.6706324058459787,2|0|3
analytic-mixed,1.0,91001,joint_psrl_coupled,4,0.040843999252362595,0.2283755127391105,120,95,0.9402708247498894,0.981114824002252,0.7672578967353344,2|0|3
analytic-mixed,1.0,91001,joint_psrl_coupled,5,0.157497110176808,0.3858726229159185,21,95,0.823617713825444,0.981114824002252,0.9154399197008195,2|0|3
analytic-mixed,1.0,91001,joint_psrl_coupled,6,0.0,0.3858726229159185,95,95,0.981114824002252,0.981114824002252,0.9484855760220918,2|0|3
