model,status,pact_plus_regret_mean,pact_plus_regret_sem,best_pact_family_method,best_pact_family_regret_mean,best_pact_family_regret_sem,best_baseline,best_baseline_regret_mean,best_baseline_regret_sem,historical_ratio,historical_best_family_ratio,same_analytic_reward_history_interface,matched_type_and_initial_state,condition_b_live_pact_available
DeepSeek-V3.2,historical analytic-outcome comparison; NOT matched-seed E-A,0.40000000000000185,0.3999999999999999,hpsmg_plus,0.40000000000000185,0.3999999999999999,econ_bne,3.9899999999999975,1.706798172016832,9.974999999999948,9.974999999999948,True,False,False
GPT-5.4-nano,historical analytic-outcome comparison; NOT matched-seed E-A,0.9119999999999997,0.1459588983241513,hpsmg,0.6439999999999999,0.31549326458737587,atom_tom0,4.08,2.4703036250631216,4.473684210526318,6.335403726708075,True,False,False
Kimi-K2.6,historical analytic-outcome comparison; NOT matched-seed E-A,0.704,0.21756838005555862,hpsmg,0.6319999999999999,0.304538995860957,atom_adaptive_hedge,7.484000000000002,2.0478002832307642,10.630681818181822,11.84177215189874,True,False,False
Llama-4-Maverick,historical analytic-outcome comparison; NOT matched-seed E-A,0.3120000000000001,0.3120000000000001,hpsmg_plus,0.3120000000000001,0.3120000000000001,econ_bne,3.3820000000000006,2.2668886165844144,10.839743589743588,10.839743589743588,True,False,False
