veh,pos,t,event,paxes
1,45020953.0,0,STARTS_DAY,[]
1,45020953.0,0,OPENS_APP,[]
1,45020953.0,2737,RECEIVES_REQUEST,[]
1,45020953.0,2737,REJECTS_REQUEST,[]
1,45020953.0,2857,RECEIVES_REQUEST,[]
1,45020953.0,2857,REJECTS_REQUEST,[]
1,45020953.0,3097,RECEIVES_REQUEST,[]
1,45020953.0,3097,REJECTS_REQUEST,[]
1,45020953.0,3577,RECEIVES_REQUEST,[]
1,45020953.0,3577,REJECTS_REQUEST,[]
1,45020953.0,10799,ENDS_SHIFT,[]
2,1402795359.0,0,STARTS_DAY,[]
2,1402795359.0,0,OPENS_APP,[]
2,1402795359.0,817,RECEIVES_REQUEST,[]
2,1402795359.0,817,ACCEPTS_REQUEST,[]
2,1402795359.0,837,IS_ACCEPTED_BY_TRAVELLER,[]
2,2502710368.0,857,ARRIVES_AT_PICKUP,[]
2,2502710368.0,857,MEETS_TRAVELLER_AT_PICKUP,[]
2,2502710368.0,887,DEPARTS_FROM_PICKUP,[10]
2,493799173.0,1031,ARRIVES_AT_DROPOFF,[10]
2,493799173.0,1417,RECEIVES_REQUEST,[]
2,493799173.0,1417,ACCEPTS_REQUEST,[]
2,493799173.0,1437,IS_ACCEPTED_BY_TRAVELLER,[]
2,472323877.0,1501,ARRIVES_AT_PICKUP,[]
2,472323877.0,1501,MEETS_TRAVELLER_AT_PICKUP,[]
2,472323877.0,1531,DEPARTS_FROM_PICKUP,[16]
2,44980271.0,1765,ARRIVES_AT_DROPOFF,[16]
2,44980271.0,1897,RECEIVES_REQUEST,[]
2,44980271.0,1897,ACCEPTS_REQUEST,[]
2,44980271.0,1917,IS_ACCEPTED_BY_TRAVELLER,[]
2,44996098.0,1952,ARRIVES_AT_PICKUP,[]
2,44996098.0,1952,MEETS_TRAVELLER_AT_PICKUP,[]
2,44996098.0,1982,DEPARTS_FROM_PICKUP,[19]
2,44995665.0,2085,ARRIVES_AT_DROPOFF,[19]
2,44995665.0,2257,RECEIVES_REQUEST,[]
2,44995665.0,2257,ACCEPTS_REQUEST,[]
2,44995665.0,2277,IS_ACCEPTED_BY_TRAVELLER,[]
2,45001243.0,2301,ARRIVES_AT_PICKUP,[]
2,45001243.0,2301,MEETS_TRAVELLER_AT_PICKUP,[]
2,45001243.0,2331,DEPARTS_FROM_PICKUP,[21]
2,519520433.0,2436,ARRIVES_AT_DROPOFF,[21]
2,519520433.0,2737,RECEIVES_REQUEST,[]
2,519520433.0,2737,REJECTS_REQUEST,[]
2,519520433.0,3097,RECEIVES_REQUEST,[]
2,519520433.0,3097,REJECTS_REQUEST,[]
2,519520433.0,3457,RECEIVES_REQUEST,[]
2,519520433.0,3457,REJECTS_REQUEST,[]
2,519520433.0,3577,RECEIVES_REQUEST,[]
2,519520433.0,3577,REJECTS_REQUEST,[]
2,519520433.0,10799,ENDS_SHIFT,[]
3,44985356.0,0,STARTS_DAY,[]
3,44985356.0,0,OPENS_APP,[]
3,44985356.0,97,RECEIVES_REQUEST,[]
3,44985356.0,97,ACCEPTS_REQUEST,[]
3,44985356.0,117,IS_ACCEPTED_BY_TRAVELLER,[]
3,44999810.0,140,ARRIVES_AT_PICKUP,[]
3,44999810.0,140,MEETS_TRAVELLER_AT_PICKUP,[]
3,44999810.0,170,DEPARTS_FROM_PICKUP,[1]
3,550771714.0,239,ARRIVES_AT_DROPOFF,[1]
3,550771714.0,817,RECEIVES_REQUEST,[]
3,550771714.0,817,ACCEPTS_REQUEST,[]
3,550771714.0,837,IS_ACCEPTED_BY_TRAVELLER,[]
3,44988797.0,927,ARRIVES_AT_PICKUP,[]
3,44988797.0,927,MEETS_TRAVELLER_AT_PICKUP,[]
3,44988797.0,957,DEPARTS_FROM_PICKUP,[9]
3,1430043106.0,1159,ARRIVES_AT_DROPOFF,[9]
3,1430043106.0,2737,RECEIVES_REQUEST,[]
