rho,g,n,m,K,lambda,seed,arm,cum_regret,corr_tv,unelicited_frac,realized_rule_corr,n_llm_calls,belief_entries,belief_bytes,beta,joint_prior,regret_source,harp_harp_s_action_mismatches,harp_harp_s_equal_regret_trace_despite_action_mismatch
1.0,4,8,2,5,0.0,8,joint,0.0,0.9999995814669589,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False
1.0,4,8,2,5,0.0,8,harp,0.0,0.9999995814669589,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False
1.0,4,8,2,5,0.0,8,harp_s,0.0,0.9999995814669589,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False
1.0,4,8,2,5,0.0,9,oracle,0.0,0.9999995875773978,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False
1.0,4,8,2,5,0.0,9,joint,0.0,0.9999995875773978,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False
1.0,4,8,2,5,0.0,9,harp,0.0,0.9999995875773978,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False
1.0,4,8,2,5,0.0,9,harp_s,0.0,0.9999995875773978,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False
1.0,4,8,2,5,0.0,10,oracle,0.0,0.9999994918385072,0.725,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False
1.0,4,8,2,5,0.0,10,joint,0.0,0.9999994918385072,0.725,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False
1.0,4,8,2,5,0.0,10,harp,0.0,0.9999994918385072,0.725,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False
1.0,4,8,2,5,0.0,10,harp_s,0.0,0.9999994918385072,0.725,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False
1.0,4,8,2,5,0.0,11,oracle,0.0,0.9999980336863675,0.625,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,2,False
1.0,4,8,2,5,0.0,11,joint,0.4400000000000004,0.9999980336863675,0.625,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,2,False
1.0,4,8,2,5,0.0,11,harp,0.4400000000000004,0.9999980336863675,0.625,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,2,False
1.0,4,8,2,5,0.0,11,harp_s,0.0,0.9999980336863675,0.625,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,2,False
1.0,4,8,2,5,0.0,12,oracle,0.0,0.9999977111629093,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False
1.0,4,8,2,5,0.0,12,joint,0.0,0.9999977111629093,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False
1.0,4,8,2,5,0.0,12,harp,0.0,0.9999977111629093,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False
1.0,4,8,2,5,0.0,12,harp_s,0.0,0.9999977111629093,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False
1.0,4,8,2,5,0.0,13,oracle,0.0,0.9999995847109997,0.775,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False
1.0,4,8,2,5,0.0,13,joint,0.0,0.9999995847109997,0.775,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False
1.0,4,8,2,5,0.0,13,harp,0.0,0.9999995847109997,0.775,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False
1.0,4,8,2,5,0.0,13,harp_s,0.0,0.9999995847109997,0.775,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False
1.0,4,8,2,5,0.0,14,oracle,0.0,0.9999996694709059,0.7,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,True
1.0,4,8,2,5,0.0,14,joint,0.0,0.9999996694709059,0.7,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,True
1.0,4,8,2,5,0.0,14,harp,0.0,0.9999996694709059,0.7,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,True
1.0,4,8,2,5,0.0,14,harp_s,0.0,0.9999996694709059,0.7,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,True
1.0,4,8,2,5,0.0,15,oracle,0.0,0.9999994941286591,0.55,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False
1.0,4,8,2,5,0.0,15,joint,0.0,0.9999994941286591,0.55,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False
1.0,4,8,2,5,0.0,15,harp,0.0,0.9999994941286591,0.55,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False
1.0,4,8,2,5,0.0,15,harp_s,0.0,0.9999994941286591,0.55,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False
1.0,4,8,2,5,0.0,16,oracle,0.0,0.9999990064078524,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,0,False
1.0,4,8,2,5,0.0,16,joint,0.0,0.9999990064078524,0.75,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,0,False
1.0,4,8,2,5,0.0,16,harp,0.0,0.9999990064078524,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,0,False
1.0,4,8,2,5,0.0,16,harp_s,0.0,0.9999990064078524,0.75,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,0,False
1.0,4,8,2,5,0.0,17,oracle,0.0,0.9999992333138316,0.8,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,False
1.0,4,8,2,5,0.0,17,joint,1.5,0.9999992333138316,0.8,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,False
1.0,4,8,2,5,0.0,17,harp,1.5,0.9999992333138316,0.8,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,False
1.0,4,8,2,5,0.0,17,harp_s,0.0,0.9999992333138316,0.8,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,False
1.0,4,8,2,5,0.0,18,oracle,0.0,0.9999987744874762,0.825,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,4,False
1.0,4,8,2,5,0.0,18,joint,1.4999999999999996,0.9999987744874762,0.825,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,4,False
1.0,4,8,2,5,0.0,18,harp,1.4999999999999996,0.9999987744874762,0.825,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,4,False
1.0,4,8,2,5,0.0,18,harp_s,0.0,0.9999987744874762,0.825,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,4,False
1.0,4,8,2,5,0.0,19,oracle,0.0,0.9999996297733127,0.725,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - oracle_utility_trace,3,False
1.0,4,8,2,5,0.0,19,joint,7.510000000000002,0.9999996297733127,0.725,1.0,0,385,3080,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - joint_utility_trace,3,False
1.0,4,8,2,5,0.0,19,harp,2.980000000000002,0.9999996297733127,0.725,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_utility_trace,3,False
1.0,4,8,2,5,0.0,19,harp_s,2.9800000000000004,0.9999996297733127,0.725,1.0,0,128,1024,0.25,global two-component pi_rho=(1-rho)*pi_independent+rho*pi_group_shared over full 16-type personas,oracle_utility_trace - harp_s_utility_trace,3,False
