time,driver_id,request_id,action_code,synthetic_declined,actual_declined,intervened,reason,true_type,ptrue,rule_acc,long_trip,leaves_zone,home_ward,surge,pay,wait_time,travel_time,fare
104.0,3,2,0,False,False,True,accept,1001,0.13442020706649033,0.6329518726922521,0,1,0,1,0.828,222.0,82.0,0.828
104.0,1,0,0,False,False,True,accept,1001,0.11983026989268462,0.6180126381809357,0,1,0,1,2.25,295.0,225.0,2.25
104.0,2,3,3,True,True,True,zone_loyal,0111,0.1850939314124584,0.679688523576883,0,1,0,1,1.124,332.0,112.0,1.124
104.0,2,1,3,True,True,True,zone_loyal,0111,0.2462689427989802,0.7462378827272262,0,1,0,1,2.303,395.0,230.0,2.303
224.0,3,3,0,False,False,True,accept,1001,0.1498437174885235,0.6498231276088325,0,1,0,1,1.124,252.0,112.0,1.124
224.0,1,1,0,False,False,True,accept,1001,0.1459210236076479,0.645887374753275,0,1,0,1,2.303,391.0,230.0,2.303
344.0,3,5,0,False,False,True,accept,1001,0.16306807779799848,0.6630677545513475,0,1,0,1,1.672,252.0,167.0,1.672
344.0,1,4,0,False,False,True,accept,1001,0.16517307041111257,0.6651725444485513,0,1,0,1,1.436,345.0,143.0,1.436
584.0,1,6,0,False,False,True,accept,1001,0.17726142268903766,0.6772614154660006,0,1,0,1,1.171,329.0,117.0,1.171
704.0,1,7,0,False,False,True,accept,1001,0.18853928426475217,0.6885392781627953,0,0,0,1,2.802,157.0,280.0,2.802
704.0,2,8,3,True,True,True,zone_loyal,0111,0.24905582655883352,0.7490550307684531,0,1,0,1,1.199,196.0,119.0,1.199
704.0,2,10,3,True,True,True,zone_loyal,0111,0.24991664317363804,0.7499166371451803,0,1,0,1,1.882,242.0,188.0,1.882
704.0,2,9,3,True,True,True,zone_loyal,0111,0.24999057525326887,0.749990575193672,0,1,0,1,1.716,263.0,171.0,1.716
824.0,3,11,0,False,False,True,accept,1001,0.17061340279427226,0.6706131076147275,0,0,0,1,0.402,122.0,40.0,0.402
